,NCT_ID,Any_women,Enrolls.18.45,Reason,Either,official_title,summary,gender,minimum_age,maximum_age,criteria,Check
89,NCT04970654,1,0,The trial enrolls prepubertal children aged 2 years and 26 weeks to 11 years for boys and 2 years and 26 weeks to 10 years for girls. It does not include individuals aged 18-45.,TRUE,A Trial Comparing the Efficacy and Safety of Once Weekly Dosing of Somapacitan With Daily Norditropin® in Chinese Children With Growth Hormone Deficiency,"The study compares two medicines for children with a low level of hormone to grow: somapacitan (a new medicine) given once a week and Norditropin® (a medicine doctors can already prescribe) given once a day. Researchers will test somapacitan to see how well it works, compared to the standard treatment with Norditropin®. The participants will either get Norditropin® once every day or somapacitan once every week - which treatment the participant gets is decided by chance. The participant and the study doctor will know which treatment the participant gets. The study includes a 52 week treatment period and a minimum of 30 days follow up period.",All,N/A,N/A,"Inclusion Criteria:~Informed consent of parent or legally acceptable representative of participant and child assent, as age-appropriate must be obtained before any trial related activities~The parent or legally acceptable representative of the child must sign and date the Informed consent form (according to local requirements)~The child must sign and date child assent form or provide oral assent (if required according to local requirements)~Prepubertal children: a) Boys: Age more than or equal to 2 years and 26 weeks and less than or equal to 11.0 years at the time of signing informed consent.~Testis volume less than 4 ml. b) Girls: Age more than or equal to 2 years and 26 weeks and less than or equal to 10.0 years at the time of signing informed consent. Tanner stage 1 for breast development (no palpable glandular breast tissue)~Confirmed diagnosis of growth hormone deficiency determined by two different growth hormone stimulation tests performed within 12 months prior to randomisation, defined as a peak growth hormone level of less than or equal to 10.0 ng/ml using the WHO International Somatropin 98/574 standard~If only one growth hormone stimulation test is available before screening, then confirmation of growth hormone deficiency by second and different growth hormone stimulation test must be done~For children with at least 2 additional pituitary hormone deficiencies (other than growth hormone deficiency) only one growth hormone stimulation test is needed~Impaired height defined as at least 2.0 standard deviations below the mean height for chronological age and gender according to Chinese general population standards at screening~Impaired height velocity defined as annualised height velocity at screening less than 7cm/year for subjects between 2.5 and 3 years old and less than 5 cm/year for subjects from 3 years and above calculated over a time span of minimum 3 months and maximum 18 months prior to screening according to Chinese guideline and expert consensus on children with short stature and GH therapy~No prior exposure to growth hormone therapy or IGF-I treatment~Bone age less than chronological age at screening~Body Mass Index more than 5th and less than 95th percentile, Body Mass Index-for-age growth charts according to Chinese general population standards.~IGF-I < -1.0 SDS at screening, compared to age and gender normalized range measured at central laboratory~No intracranial tumour confirmed by magnetic resonance imaging or computer tomography scan. An image or scan taken within 9 months prior to screening can be used as screening data if the medical evaluation and conclusion is available~Exclusion Criteria:~Known or suspected hypersensitivity to trial product(s) or related products.~Previous participation in this trial. Participation is defined as randomisation.~Receipt of any investigational medicinal product within 3 months before screening or participation in another clinical trial before randomisation~Any known or suspected clinically significant abnormality likely to affect growth or the ability to evaluate growth with standing height measurements:~Turner Syndrome (including mosaicisms)~Chromosomal aneuploidy and significant gene mutations causing medical syndromes with short stature, including but not limited to Laron syndrome, Noonan syndrome, Prader-Willi Syndrome, abnormal SHOX-1 gene analysis or absence of GH receptors~Significant spinal abnormalities including but not limited to scoliosis, kyphosis and spina bifida variants~Congenital abnormalities (causing skeletal abnormalities), including but not limited to Russell-Silver Syndrome or skeletal dysplasias~Family history of skeletal dysplasia~Children born small for gestational age (birth weight 10th percentile of the recommended gender-specific birth weight for gestational age according to national standards in China5~Children diagnosed with diabetes mellitus or screening values from central laboratory of~fasting plasma glucose more than or equal to 126 mg/dl (7.0 mmol/L) or~HbA1c more than or equal to 6.5 %~Current inflammatory diseases requiring systemic corticosteroid treatment for longer than 2 consecutive weeks within the last 3 months prior to screening~Children requiring inhaled glucocorticoid therapy at a dose greater than 400 µg/day of inhaled budesonide or equivalents for longer than 4 consecutive weeks within the last 12 months prior to screening~Concomitant administration of other treatments that may have an effect on growth, e.g. but not limited to methylphenidate for treatment of attention deficit hyperactivity disorder (ADHD)~Diagnosis of attention deficit hyperactivity disorder~Prior history or presence of malignancy including intracranial tumours~Prior history or known presence of active Hepatitis B or Hepatitis C (exceptions to this exclusion criterion is the presence of antibodies due to vaccination against Hepatitis B)~Any clinically significant abnormal laboratory screening tests, as judged by the study doctor~Any disorder which, in the opinion of the study doctor, might jeopardise Participant's safety or compliance with the protocol~The participant or the parent/legally acceptable representative is likely to be non-compliant in respect to trial conduct, as judged by the study doctor~Children with hypothyroidism and/or adrenal insufficiency not on adequate and stable replacement therapy for at least 90 days prior to randomisation.",1
90,NCT05201144,1,0,"The trial enrolls neonates, which includes both male and female infants, but does not include individuals aged 18-45.",TRUE,A Trial of Phosphodiesterase-5 Inhibitor in Neonatal Congenital Diaphragmatic Hernia (TOP-CDH),"Congenital diaphragmatic hernia (CDH) occurs in approximately 1 in 3000 US live births, similar to the incidence seen within the Utah Birth Defects cohort. The diaphragmatic defect compromises lung growth and alters pulmonary vascular development. This is reflected postnatally as respiratory failure, pulmonary hypertension (PH) and overall cardiopulmonary dysfunction, particularly post-repair. Currently, optimal management of post-repair PH remains poorly investigated. Sildenafil citrate is a highly selective phosphodiesterase-5 inhibitor that increases cGMP levels, leading to smooth muscle relaxation and an anti-proliferative effect within the pulmonary vasculature. It is used off-label for many neonatal PH disorders, including PH associated with bronchopulmonary dysplasia and idiopathic persistent PH. Most neonates with CDH born within the Mountain West referral basin are managed at a quaternary care center, Primary Children's Hospital (PCH). Of these neonates with PH, approximately 25% have been treated with off-label sildenafil. However, neither the PCH clinical care group nor others have developed/published a standardized approach for either initiating or discontinuing sildenafil therapy in this group of patients. Thus, the aim of this study is to assess the safety and effectiveness of sildenafil therapy for PH in neonates with CDH within the Utah cohort. Given the relatively short-term outcome and small sample size for this trial, the plan is to use this data to support a larger multicenter randomized trial targeting long-term cardiopulmonary outcomes of infants with CDH and post-repair PH.",All,N/A,N/A,Inclusion Criteria:~Infants admitted to PCH NICU~Diagnosis of congenital diaphragmatic hernia (CDH)~Status post-surgical repair of diaphragmatic defect~Has an echocardiogram 48-72 hours after repair with left ventricular eccentricity index (LVEI) ≥ 1.4~Parental consent obtained within 24 hours after the above echocardiogram~Exclusion Criteria:~Infants with CDH who do not undergo surgical repair~Does not have an echocardiogram 48-72 hours post-repair~Has LVEI < 1.4 on above echocardiogram~Has concurrent severe congenital heart defect that requires neonatal cardiac repair~Has a documented sildenafil allergy~Concurrent therapy with fluconazole at time of study drug initiation~Inability to obtain parental consent within 24 hours of the echocardiogram~Receiving extracorporeal membrane oxygenation (ECMO) at the time of the study,1
91,NCT00572377,1,0,"The trial enrolls post-menopausal women only, which typically excludes women aged 18-45.",TRUE,Safety and Efficacy of Alprostadil (FemLife Gel) in the Treatment of Female Sexual Arousal Disorder,"Female sexual arousal disorder (FSAD) is a frequent finding in women in middle age and more prevalent in post-menopausal women. Topical alprostadil is currently under development for the treatment of FSAD. The purpose of this research is to determine if this formula of alprostadil is safe and effective in women with FSAD. We will be comparing alprostadil to placebo. Each participant will be treated for 1 month with active alprostadil and 1 month with placebo without knowing which they are using. This way, the investigators can compare the effects of alprostadil to the effects of an inactive topical gel.~Post-menopausal women with FSAD will be recruited. The women interested in participating in the study will first meet with investigators and answer questions to make sure they are eligible for the study and fit the diagnosis of FSAD.~Once enrolled, subjects will fill out questionnaires about their medical history, social history, and psychosocial history. They will also undergo medical examination. At this introductory research visit they will fill out baseline questionnaires, give medical history, undergo physical exam and have blood drawn. The informed consent will be reviewed and will be signed by the participant at this time.~The subject will then return for the 1st treatment visit at which time vital signs like blood pressure and heart rate will be taken, external genitalia will be examined and study drug will be dispensed after randomly being assigned to either alprostadil or placebo. After instruction, the subject will use first dose in the clinic and be monitored for 2 hours looking for changes in vital signs or local genitalia reaction. If no problems are noted, subject will be sent home with study drug and Female Sexual Encounter Profile Cards (FSEP). The patient will fill out these cards with each sexual encounter. After 1 week patient will be contacted by phone and asked about side effects or concerns. After 4 weeks the subject will return for another study visit at which time FSEP cards and left over study drug will be collected, questionnaires will be filled out, labs will be drawn and subject will undergo exam of external genitalia. The subject will then be sent home for a 2 week washout period.~The subject will return after this 2 week period with no study medication; she will then return and the above process will be repeated with either alprostadil or placebo (whichever she did not receive the first time).",Female,N/A,N/A,"Inclusion Criteria:~FSAD based on American Foundation for Urological Disease Consensus Panel definition~Post-menopausal by WISE criteria or proof of bilateral oophorectomy.~FSAD for at least 6 months.~History of self reported normal sexual arousal and/or orgasm in the past.~Documentation of a normal PAP smear and pelvic exam within the past year.~Women may be on hormone replacement therapy because this is a non-hormonal therapy.~Exclusion Criteria:~Primary anorgasmia, vaginismus, sexual pain or sexual arousal disorder.~History of unresolved sexual trauma or abuse.~Endocrine disorders~Chronic UTI, vaginal infection, pelvic inflammatory disease, or dyspareunia within the preceding 12 months.~STI~Clinically significant renal, hepatic, neurologic, or cardiac disease in the preceding 6 months.~Male partner with impotence.~Depression or other mood disorder.",1
92,NCT02822599,1,0,"The trial enrolls infants aged 1 day to 1 year, which does not include the age range 18-45.",TRUE,The Role of Human Fibrinogen Concentrate (RiaSTAP) in Decreasing Blood Loss and the Need for Component Blood Therapy in Infants Undergoing Cardiopulmonary Bypass.,The goal of the study is to determine whether the use of Human Fibrinogen Concentrate (RiaSTAP) will decrease blood loss and the need for component blood therapy in neonates and infants undergoing cardiopulmonary bypass.,All,1 Day,1 Year,"Inclusion Criteria:~Neonatal and infant cardiac patients presenting for open-heart surgery at Nicklaus Children's Hospital will be eligible for enrollment in the study.~Exclusion Criteria:~Patients who fall outside of the age range for the study will be excluded. Patients known to have had an anaphylactic or severe reaction to the drug or its components will not be enrolled. At the time of the rewarming ROTEM, any patient with a FIBTEM MCF > 15mm, will be excluded.",1
93,NCT00732537,1,0,"The trial enrolls term and near-term infants, which includes female infants, but does not include individuals aged 18-45.",TRUE,Inhaled Nitric Oxide in Neonates With Elevated A-aDO2 Gradients Not Requiring Mechanical Ventilation,"Inhaled nitric oxide (iNO) improves oxygenation in term infants with respiratory failure. However, iNO has been primarily used in infants receiving mechanical ventilation. This study is a pilot study to determine if iNO given into an oxygen hood is effective in improving oxygenation in term and near-term infants who have poor oxygenation but who are not yet mechanically ventilated.",All,1 Hour,1 Week,"Inclusion Criteria:~gestation >34 weeks at birth~age <7 days~post-ductal arterial line~an A-aDO2 of 400 to 600 on two blood gases, at least 30 minutes apart.~Exclusion Criteria:~Infants with major malformations~Infants with cardiac disease",1
94,NCT00171340,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE,"An Open-Label, Randomized, MultiCenter Study to Evaluate the Use of Zolendronic Acid in the Prevention of Cancer Treatment-Related Bone Loss in Postmenopausal Women With Estrogen Positive and/or Progesterone Positive Breast Cancer Receiving Letrozole as Adjuvant Therapy",Post-menopausal breast cancer patients will receive letrozole 2.5 mg daily for the treatment of breast cancer and will be randomized to a treatment group to receive either upfront zoledronic acid 4 mg IV 15-minute infusion every 6 months or delayed start zoledronic acid 4 mg IV 15-minute infusion every 6 months. Delayed start zoledronic acid will be initiated when either the Bone Mineral Density T-score is below -2 Standard Deviations at either the lumbar spine or hip or any clinical fracture unrelated to trauma or an asymptomatic fracture discovered at the month 36 scheduled visit. Letrozole 2.5 mg will be given daily for 5 years.,Female,N/A,N/A,Inclusion Criteria:~Stage I-IIIa breast cancer~Postmenopausal or recently postmenopausal~Recent surgery for breast cancer~Estrogen Receptor positive and/or progesterone receptor positive hormone receptor status~No prior treatment with letrozole~Other protocol-defined inclusion criteria may apply.~Exclusion Criteria:~Metastatic disease~Invasive bilateral disease~Clinical or radiological evidence of existing fracture in spine or hip~Prior treatment with IV bisphosphonates in the past 12 months~Current treatment with oral bisphosphonates ( must be discontinued within 3 weeks of baseline evaluation)~Use of Tibolone within 6 months~Prior use of parathyroid hormone for more than 1 week~Previous or concomitant malignancy~Abnormal renal function~History of disease effecting bone metabolism~Other protocol-defined exclusion criteria may apply.,1
95,NCT04574999,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE,"Randomized, Double-blind, Placebo-controlled, Parallel Groups, Multicentre Study, to Determine Efficacy and Safety of a Low Concentration Estriol (ITFE-2026 0.005%) by Vaginal Route in the Treatment of Postmenopausal Vaginal Atrophy.","Randomized, double-blind, placebo-controlled multicentre study, with parallel groups, to determine the efficacy and safety of a new low-concentration estriol formulation (ITFE-2026 0.005%) for application by vaginal route in the treatment of postmenopausal vaginal atrophy.~Primary objective:~• To evaluate the efficacy of 0.005% Estriol vaginal gel by evaluation of the change in the maturation value of the vaginal epithelium (MV) after 12 weeks of treatment.~Secondary objectives:~To determine the variation of the vaginal pH, as well as symptoms and signs suggestive of vaginal atrophy after 12 weeks of treatment.~To study the variation of the MV, pH and symptoms and signs suggestive of vaginal atrophy after an initial observation period of 3 weeks.~To evaluate the safety of 0.005% Estriol vaginal gel~To evaluate the acceptability of 0.005% Estriol vaginal gel",Female,N/A,N/A,"Main Inclusion Criteria:~Women of any age.~Menopause with amenorrhea time ≥ 2 years, either due to natural or surgical menopause (bilateral oophorectomy).~Presence of symptoms and signs of atrophy of the vaginal mucosa including at minimum vaginal dryness as a symptom stated by the patient, together with at least one sign of the disease verified by the investigator.~As symptoms the patient could state vaginal dryness, pruritus, burning, dyspareunia, dysuria or any other symptom that the investigator considered related to the presence of vaginal atrophy.~As signs the investigator assessed in the gynaecological examination with a speculum, a thinned vaginal mucosa or with flattening of folds, a dry, fragile and pale vaginal mucosa, the presence of petechiae or any other sign that the investigator considered indicative of the existence of vaginal atrophy~Patients with mammography carried out in the period of one year prior to inclusion in the study.~Patients able to understand the nature and purpose of the study, to cooperate with the investigator and meet the study requirements.~Patients who gave written informed consent to participate in the study.~Exclusion Criteria:~Patients with contraindications for hormone therapy with estrogens because they had a history of:~Malignant or premalignant lesions of the breasts or endometrium.~Pathology of malignant colon tumour.~Malignant melanoma~Hepatic tumour pathology~Venous thromboembolic conditions (deep vein thrombosis, pulmonary embolism) or arterial thromboembolic conditions (angor pectoris, myocardial infarction, cerebrovascular accident), peripheral arterial disease, mesenteric artery thrombosis, renal artery thrombosis~Coagulopathies~Vaginal bleeding of unknown etiology~Patients who had abnormal laboratory values at the start of the study that the investigator considered clinically relevant for the purposes of the present study.~Patients with signs and symptoms suggestive of infection of the genital or urinary tract at the start of the study.~Patients with any medical-surgical pathology, which was uncontrolled at the time of inclusion in the study.~Patients with any acute process whose handling or evolution the investigator considered could interfere in the development of the study.~Patients with endometrial thickness equal to or greater than 4 mm measured by transvaginal ultrasound.~Patients with grade II or higher uterovaginal prolapse.~Patients who had received any type of vulvovaginal treatment in the 15 days prior to the start of the study.~Patients who had received phytoestrogens in the period of one month prior to the start of the study, including administration by vaginal route.~Patients who had received hormone therapy in the period of 3 months prior to the start of the study, including the administration of estrogens by vaginal route.~Patients on treatment with drugs described in section 7.3 of the protocol~Patients with a history of allergy to any of the components of the medication under study (see the composition in section 3.3. of the protocol).~Patients who had participated in the experimental evaluation of any drug during the 8 weeks before the start of the present study.",1
96,NCT01342146,1,0,"The trial enrolls children with growth hormone deficiency, including both boys and girls, but does not include adults aged 18-45.",TRUE,"Efficiency and Safety of Pegylated Somatropin(PEG-somatropin) in the Treatment of Children With Growth Hormone Deficiency: a Multicenter, Randomized, Open-label, Controlled Phase 2 Study","The purpose of the multicenter, randomized, open-label, controlled phase II study is to determine whether pegylated recombinant human growth hormone is effective in the treatment of children with growth hormone deficiency.",All,N/A,N/A,"Inclusion Criteria:~have a height less than two standard deviations (SD) below the median height for individuals of the same age or height, a growth velocity (GV) ≤4 cm/yr, a GH peak concentration <7 ng/ml in two different provocative tests, a bone age (BA; ≤9 years in girls and ≤10 years in boys) at least 2 years less than his/her chronological age (CA);~be in preadolescence (Tanner stage 1) and have a CA >3 years;~have a height value recorded 3 months before the start of GH treatment to calculate pre-treatment GV;~receive no prior GH treatment.~sign informed consent~Exclusion Criteria:~patients with severe cardiopulmonary~patients with hematological diseases~a current or past history of malignant tumors~immunodeficiency diseases~mental diseases~patients positive for hepatitis B e-antibody (HBeAb)~hepatitis B surface antigen (HBsAg)~hepatitis B e antigen (HBeAg)~patients with other growth disorders, such as Turner syndrome~constitutional delay of growth and puberty, and Laron syndrome",1
97,NCT02156076,0,1,Excludes women of childbearing potential but does not specify age restrictions that exclude people aged 18-45.,TRUE,"A Randomized, Double-Blind, Placebo-Controlled Parallel Arm Study to Evaluate the Safety, Tolerability, and Effect on Atrial Fibrillation Burden of BMS-919373 in Patients With Paroxysmal Atrial Fibrillation","The purpose of this study is to evaluate the effect of BMS-919373 on atrial fibrillation (AF) through its effect on AF burden (AFB), or the percent of time in AF, in subjects with paroxysmal AF (pAF) when administered orally at a range of doses (2 mg once daily (QD), 5 mg QD, 12 mg QD following a 1-week period of loading doses of 3 mg QD, 8 mg QD and 20 mg QD, respectively) for a total of 4 weeks. It is hypothesized that treatment with BMS-919373 will reduce AF burden as compared to baseline relative to placebo.",All,N/A,N/A,"For more information regarding BMS clinical trial participation, please visit www.BMSStudyConnect.com~Inclusion Criteria:~Signed informed consent~Paroxysmal Atrial Fibrillation (pAF) with available documentation of AF and reporting symptoms within 6 months prior to screening~Able to tolerate withdrawal of antiarrhythmic therapy (rhythm control)~Echocardiographically measured left ventricular ejection fraction (LVEF) ≥40%,measured within 12 months of enrollment~Echocardiographically measured left atrial (LA) diameter ≤ 5.0 cm, measured within 12 months of enrollment~Exclusion Criteria:~Women of childbearing potential~AFB < 3% or > 70%, during both screening periods independently~Permanent or persistent Atrial Fibrillation~Cardioversion within 3 months of study drug administration~Stroke within 12 months of study drug administration~TIA within 12 months of study drug administration~Heart failure of NYHA class III or greater (symptoms of heart failure at rest or with minimal exertion)~Heart failure of NYHA class II (symptoms of heart failure with routine levels of exertion)with ejection fraction <40% as measured by echocardiography at any time within 12 months of study enrollment (i.e. additional ejection fraction measurements ≥ 40% over this period will not counter this exclusion)~Valvular heart disease (including any valvular insufficiency or stenosis greater thanmild)~Ablation within 3 months of study enrollment",0
98,NCT03705845,1,0,"The trial enrolls only postmenopausal women, which typically excludes women aged 18-45.",TRUE,Actions of Dietary Tocotrienols on Obesity,"Postmenopausal women are at a risk of excessive weight gain, bone loss, hypertension, and metabolic syndrome. Obesity-induced chronic low-grade inflammation is initiated by excess nutrients in metabolic cells. Recent studies have indicated tocotrienols (one kind of vitamin E, a potent antioxidant) supplement may be good for mitigating negative impacts of obesity in postmenopausal women. The purpose of the study is to examine the effect of 24-week tocotrienols on obesity-associated outcome measurements in postmenopausal women. The investigators will enroll 60 qualified women at the start of the study and randomly assigned to no tocotrienols (placebo) or tocotrienols group for 24 weeks. Obesity-associated measurements will be recorded using blood, urine, adipose tissue, and fecal samples. All data will be analyzed statistically.",Female,N/A,N/A,"Inclusion Criteria:~PMW with BMI ≥30 kg/m2.~Normal liver, kidney, and thyroid function (TSH)-sent to Quest Diagnostic Laboratory.~Sedentary using International Physical Activity Questionnaire (IPAQ-short form).~Exclusion criteria~Unstable body weight (more than 5% change in body weight) within 3 months before intervention begins.~Changes to medications or supplements (i.e., steroids, statins) within 3 months of the baseline study visit that could affect lipid metabolism. • If they change any medications/supplements after the baseline visit that will affect lipid metabolism, their study participation will end.~Taking anticoagulants that may interact with TT.~Serious chronic disease (e.g., unstable cardiovascular disease, uncontrolled diabetes and hypertension, and active cancer).",1
99,NCT01680406,0,1,"The trial excludes pregnant or breastfeeding women but includes women who are not pregnant or breastfeeding. It enrolls patients aged above 1 year, including those aged 18-45.",TRUE,Ethiopia Antimalarial in Vivo Efficacy Study 2012: Evaluating the Efficacy of Artemether-lumefantrine Alone Compared to Artemether-lumefantrine Plus Primaquine and Chloroquine Alone Compared to Chloroquine Plus Primaquine for Plasmodium Vivax Infection,"The investigators hypothesize that the addition of primaquine (PQ) to both artemether-lumefantrine (AL) and chloroquine (CQ) for the treatment of Plasmodium vivax infection will result in decreased chance of relapse by about 60%.~The investigators plan to assess the therapeutic efficacy of AL compared to combined AL + PQ and CQ compared to combined CQ + PQ against P. vivax infection. They also plan to determine the number of recurrent vivax episodes in patients receiving PQ compared to those who don't receive PQ. Patients aged above 1 year with symptomatic malaria presenting to health centers will be enrolled for treatment with AL, AL+PQ, CQ, or CQ+PQ for P. vivax infection.~Phase 1 of the study will monitor the clinical, parasitological, and hematological parameters for P. vivax infection over a 42-day follow-up period, which will be used to evaluate drug efficacy. Phase 2 will continue monthly follow-up of these patients for one year to assess frequency of recurring vivax infections. Results from this research study will be used to assist Ethiopia in assessing their current national malaria drug policies.",All,1 Year,N/A,"Inclusion Criteria:~Slide-confirmed infection with P. vivax~Age > 1 year~Lives within 20 km of the enrolling health facility~Weight ≥ 5.0 kg~Axillary temperature ≥ 37.5º C or history of fever during the previous 48 hours~Patient or caregiver agrees to all finger pricks and return visits.~Exclusion Criteria:~General danger signs or symptoms of severe malaria (see Annex II)~Signs or symptoms of severe malnutrition, defined as weight-for-age ≤ 3 standard deviations below the mean (NCHS/WHO normalized reference values)~Slide confirmed infection with any other Plasmodium species. besides P. vivax mono-infection~Acute anemia, defined as Hg < 8 g/dl~Known hypersensitivity to any of the drugs being evaluated~Presence of febrile conditions caused by diseases other than malaria~Serious or chronic medical condition by history (cardiac, renal, hepatic diseases, sickle cell disease, HIV/AIDS)~Pregnant or breastfeeding women.~History or hemolysis or severe anemia~Regular medication, which may interfere with antimalarial pharmacokinetics",0
100,NCT00287742,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is focused on Alzheimer's disease, which typically affects older adults, and does not explicitly include people aged 18-45.",TRUE,"Double-blind, Placebo-controlled Clinical Trial of JK6476 (Risperidone) in Patients With Hallucinations and Delusions Associated With Alzheimer's Disease",The purpose of this study is to assess the effectiveness and safety of risperidone (an antipsychotic medication) versus placebo for the treatment of patients with hallucinations and delusions associated with Alzheimer's disease.,All,N/A,N/A,"Inclusion Criteria:~Diagnosis of Alzheimer's disease according to criteria of Diagnostic and Statistical Manual of Mental Disorders, 4th edition (DSM-IV)~Mini-Mental State Examination (MMSE) score of not greater than 23~Behavioral Pathology in Alzheimer's Disease (BEHAVE-AD) psychotic score of >=2 for any item in the psychotic cluster~occurrence of hallucination or delusion after onset of symptoms of dementia at least 28 days before screening.~Exclusion Criteria:~Patients with a disease that could significantly diminish cognitive function (e.g., Parkinsonism, Huntington's disease, Creutzfeldt-Jacob disease, dementia of Levy body type, vitamin B12 or folic acid deficiency)~persistent dementia or amnestic disorders according to DSM-IV criteria~occurrence of hallucination or delusion only while delirium is observed~psychiatric symptoms induced by psychosis (e.g., schizophrenia, schizoaffective disorders, delusional disorders, depression or bipolar disorders)~history of neuroleptic malignant syndrome (a rare psychotropic-drug reaction, which may be characterized by confusion, reduced consciousness, high fever or pronounced muscle stiffness)",1
101,NCT00001100,0,0,The trial only enrolls newborn infants aged 1 month or younger.,TRUE,A Phase III Study to Evaluate the Safety and Efficacy of Ganciclovir (Dihydroxypropoxymethyl Guanine [DHPG]) Treatment of Symptomatic Central Nervous System (CNS) Congenital Cytomegalovirus (CMV) Infections.,"The purpose of this study is to evaluate the benefits and safety of the antiviral drug ganciclovir (DHPG) given intravenously to treat newborn infants who are born infected with cytomegalovirus (CMV). CMV is a herpes virus that can infect most organs of the body, resulting in death in 10-30% of babies with symptoms of CMV. It can cause severe brain damage in a large percentage of surviving babies. Children in this study have a CMV infection of the central nervous system (CNS).",All,N/A,1 Month,"Inclusion Criteria:~Infants may be eligible for this study if they:~Were full term infants (at least 32 weeks gestation).~Are 1 month of age or younger (preferably less than 2 weeks).~Weighed at least 1,200 grams (2.5 lbs) at birth.~Have confirmed cytomegalovirus.~Have evidence of CMV infection of the CNS with or without evidence of other organ involvement.~Exclusion Criteria:~Infants will not be eligible for this study if they:~Have concurrent bacterial infection.~Have HIV infection.~Have mild symptoms or no symptoms of CMV infection at birth.~Have an abnormal brain development (hydranencephaly) or any devastating brain involvement.",1
102,NCT00000584,0,0,"The trial enrolls only neonates, specifically high-risk premature infants.",TRUE,NA,To evaluate the capacity of intravenously administered cytomegalovirus (CMV)-immune globin (CMVIG) to immunize high risk premature infants against CMV infections.,All,N/A,1 Year,"Neonates at high risk for transfusion-transmitted CMV infection. The neonates were either premature, of low birth weight, or had respiratory distress requiring the presence of an umbilical catheter.",1
103,NCT02577107,1,0,The trial enrolls both male and female patients but only those aged 50 years and older.,TRUE,"An Exploratory Single Site, Open Label, Randomized, Controlled Study to Evaluate Plasma Vascular Endothelial Growth Factor Levels After Intravitreal Injection of Ranibizumab (Lucentis) and Conbercept (Langmu) for nAMD","An exploratory single site, open label, randomized, controlled study evaluated plasma vascular endothelial growth factor levels after intravitreal injection of ranibizumab (Lucentis) and conbercept (Langmu) for neovascular age-related macular degeneration",All,N/A,N/A,"Inclusion Criteria:~Written informed consent must be obtained before any assessment is performed.~Male or female patient ≥ 50 years of age.~Subfoveal CNV secondary to nAMD.~BCVA score must be between 73 and 24 letters as measured by ETDRS chart~Exclusion Criteria:~For both eyes~Any active periocular or ocular infection or inflammation~Uncontrolled glaucoma~Neovascularization of the iris or neovascular glaucoma. For study eye~Choroidal neovascularization of any other cause than wet AMD~Ocular disorders present that may confound interpretation of study results,~Previous treatment with verteporfin PDT (Visudyne®), external-beam radiation therapy, focal laser photocoagulation, vitrectomy, submacular surgery, or transpupillary thermotherapy.~Structural damage within 0.5 disc diameter of the center of the macula~Atrophy or fibrosis involving the center of the fovea.~Inability of obtaining required lab report. Ocular medical history~History of intravitreal injection with any anti-VEGF drugs within 3 months. Exclusion criteria for systemic medical conditions and treatment~Any type of systemic disease or its treatment~Any patients diagnosed with tumor.~Stroke or myocardial infarction less than 3 months.~Known hypersensitivity to indocyanine green, fluorescein, or any component of the investigational drug formulation.~Use of any systemic anti-VEGF drugs within 6 months. Exclusion criteria for patient~Patients who have participated in other investigational drug study within 60 days.~Pregnant or nursing (lactating) women.~Inability to comply with study or follow-up procedures.",1
104,NCT03511976,1,0,"The trial enrolls children entering grades 1-5, which includes both boys and girls, but does not include individuals aged 18-45.",TRUE,Adaptive Response to Intervention (RTI) for Students With ADHD,"Purpose: The primary purpose of the proposed project is to investigate the efficacy of Tier 1 and Tier 2 interventions delivered through a Response to Intervention (RTI) framework for children with attention-deficit/hyperactivity disorder (ADHD). Further, for children who do not respond to initial Tier 2 strategies, the proposed study will assess which additional course of intervention is most effective: (1) enhanced Tier 2 strategies or (2) stimulant medication. The majority of youth with ADHD are in general education settings, whether classified as special education students or not. Thus, experimentally evaluating the efficacy of well-developed and evidence-based behavioral interventions within a problem-solving framework such as RTI would significantly inform practice within school-based behavioral intervention teams.~Project Activities: This study will employ a sequential multiple assignment randomized trial design (SMART). Prior to the beginning of the academic year, students will be randomly assigned to one of two conditions: (1) Business as Usual in which children receive whatever sequence of academic supports and interventions their teachers, school, and parents would typically put into place throughout the entire academic year and (2) an RTI approach to begin with Tier 1 classroom-wide management strategies with opportunities to add Tier 2 strategies for youth who do not respond to the initial Tier 1 approach.",All,N/A,N/A,Inclusion Criteria:~Child meets DSM-V diagnostic criteria for Attention-Deficit/Hyperactivity Disorder~Child will be entering grades 1 - 5~Exclusion Criteria:~Child or sibling living in the same home has history of sustained successful treatment of ADHD with stimulant medication~Child currently has a special education placement involving placement in reduced ratio classroom or having a part or full-time aid due to behavior problems~Child has an IQ less than 70~Child has psychosis or a pervasive developmental disorder~Child is in a classroom that already has a study participant~Child is home-schooled,1
