NCT_ID,Any_women,Enrolls 18-45,Reason,Either
NCT00409591,1,1,The trial enrolls HIV-positive pregnant women aged 18 years and older.,FALSE
NCT00200824,0,1,"The study is focused on individuals scheduled for prostatectomy, which implies only men are enrolled. There are no age restrictions mentioned, so it is assumed that individuals aged 18-45 can participate.",TRUE
NCT00075855,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE
NCT00097110,1,1,"The trial enrolls pregnant women with chronic hypertension or a history of preeclampsia/eclampsia, which includes women aged 18-45.",FALSE
NCT00231556,1,1,"The trial includes both pediatric and adult patients with epilepsy, with no gender restrictions and includes adults aged 18-45.",FALSE
NCT00075972,0,1,"The trial is restricted to veterans, and there is no indication that it includes women. It includes adults, which likely includes those aged 18-45.",TRUE
NCT02133573,1,1,The trial enrolls pregnant women aged 24-39 weeks gestational age.,FALSE
NCT01529944,1,1,The trial does not specify gender restrictions and includes participants from a previous trial which likely included a broad age range.,FALSE
NCT00398684,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT02948582,1,0,"The trial includes both male and female patients aged 40 through 75 years, but does not include individuals aged 18-45.",TRUE
NCT05487300,1,1,"The trial does not specify any gender restrictions and includes adults with Parkinson's disease, which typically includes the age range of 18-45.",FALSE
NCT02132884,1,1,"The trial includes women of childbearing potential who must use contraception and does not exclude based on age, thus enrolling people aged 18-45.",FALSE
NCT00067340,1,1,"The trial enrolls pregnant Alaska Native mothers of all ages, which includes women aged 18-45.",FALSE
NCT00500890,1,1,"The trial does not exclude women based on gender, and it includes adults as there are no age restrictions specified.",FALSE
NCT00489203,1,1,"The trial excludes pregnant or breastfeeding women but allows other women to enroll. The trial does not specify an upper age limit and includes adults, so it likely includes people aged 18-45.",FALSE
NCT00000130,1,1,Men and women were eligible for entry into the EVS if they had clinical signs and symptoms of bacterial endophthalmitis in an eye that had cataract surgery or lens implantation within 6 weeks of onset of infection.,FALSE
NCT00000262,1,1,"The trial does not specify gender or age restrictions, so it is assumed to enroll both men and women, including those aged 18-45.",FALSE
NCT00255463,1,0,"The trial enrolls only postmenopausal women, which excludes women aged 18-45.",TRUE
NCT03845127,1,1,"The inclusion and exclusion criteria do not specify any gender restrictions, and the age range is not restricted to exclude people aged 18-45.",FALSE
NCT04462523,1,1,"The trial includes any adult patient aged 18-99 years and excludes only pregnant women, allowing non-pregnant women to enroll.",FALSE
NCT04589819,1,1,"The trial enrolls soldiers actively enlisted in the U.S. Army who are skeletally mature, which includes both men and women, and the age range includes individuals aged 18-45.",FALSE
NCT00269620,1,1,"The trial enrolls premenopausal women who are currently or recently using oral contraceptives and are in good general health. There are no specific age restrictions mentioned, but the criteria imply that participants are of reproductive age, which typically includes ages 18-45.",FALSE
NCT00074399,1,1,"The trial enrolls HIV-infected pregnant women, which includes women aged 18-45.",FALSE
NCT01050647,1,1,The trial enrolls women aged 18 and older with a gestational age between 24+0 and 33+5 weeks.,FALSE
NCT00076232,1,1,"The trial enrolls women who are not pregnant and men who have sex with men. It includes adults without specifying an upper age limit, thus including the 18-45 age range.",FALSE
NCT00283036,0,1,"Excludes non-surgically sterilized women or non-menopaused women, but includes adults with mild or moderate hypertension.",TRUE
NCT00283699,1,1,The trial excludes pregnant women but allows non-pregnant women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT00067808,1,1,The trial excludes only pregnant and nursing women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT00111462,1,1,The trial excludes pregnant or breastfeeding women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT00003934,1,1,"The trial does not exclude women except for those who are pregnant or nursing. It includes adults with acute promyelocytic leukemia, which typically includes the age range 18-45.",FALSE
NCT00003322,1,1,"The trial enrolls women with primary peritoneal or stage III epithelial ovarian cancer. There are no specific age restrictions mentioned, so it is assumed that women aged 18-45 can enroll.",FALSE
NCT04158713,1,1,"The trial enrolls HIV-infected pregnant women between 16-28 weeks' gestation, which includes women aged 18-45.",FALSE
NCT00292435,1,1,"The trial enrolls both male and female patients, and there are no age restrictions mentioned that would exclude people aged 18-45.",FALSE
NCT04733157,1,1,"The trial enrolls women undergoing caesarean section, which includes women of reproductive age (18-45).",FALSE
NCT00310921,1,1,"The trial enrolls women who are pregnant and desiring termination, which includes women aged 18-45.",FALSE
NCT00386230,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT00312910,1,1,"The trial does not specify any gender restrictions and includes adults with liver cirrhosis, which can include people aged 18-45.",FALSE
NCT01302379,1,0,"The trial enrolls only postmenopausal breast cancer survivors, which typically excludes women aged 18-45.",TRUE
NCT05288023,1,0,"The trial enrolls children aged 1-11 months old, which includes both male and female infants. However, it does not include individuals aged 18-45.",TRUE
NCT00270296,1,1,"The trial specifically targets HIV-infected pregnant women, which includes women and individuals aged 18-45.",FALSE
NCT00299000,1,0,"The trial enrolls infants under the age of one year, including both male and female infants. It does not enroll individuals aged 18-45.",TRUE
NCT01220687,0,0,The trial only enrolls infants aged 25 0/7 - 31 6/7 weeks gestation.,TRUE
NCT01457521,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT02755064,1,1,"The study includes non-pregnant, non-breastfeeding female volunteers and does not specify an age restriction that excludes individuals aged 18-45.",FALSE
NCT00085826,1,1,"The trial does not specify gender restrictions and includes adults, which typically includes ages 18-45.",FALSE
NCT02346201,1,0,"The trial includes post-menopausal women or those who have had a hysterectomy, but does not enroll individuals aged 18-45.",TRUE
NCT00332293,1,1,"The trial enrolls all individuals over 1 month of age, including women and people aged 18-45.",FALSE
NCT00395876,1,1,"The trial includes both adult and pediatric patients, and it only excludes pregnant or breastfeeding women, allowing other women to enroll.",FALSE
NCT00331201,0,0,"The trial enrolls only neonates with feeding intolerance, with no mention of including adults or specifying gender restrictions.",TRUE
NCT03438227,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT02717858,1,1,"The trial includes both males and females aged 18-64 years, excluding only pregnant or breastfeeding women.",FALSE
NCT00135707,1,1,"The trial enrolls pregnant women between 9 and 16 weeks gestation, which includes women aged 18-45.",FALSE
NCT03548194,1,0,"The trial enrolls elderly patients, which includes both men and women, but does not include individuals aged 18-45.",TRUE
NCT00346489,1,1,"The trial does not specify any gender or age restrictions, so it is assumed to include both women and people aged 18-45.",FALSE
NCT00093002,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE
NCT03729375,1,1,"The trial does not specify any gender or age restrictions, so it is assumed to include both women and individuals aged 18-45.",FALSE
NCT00620828,1,1,The trial does not specify any gender or age restrictions that would exclude women or individuals aged 18-45.,FALSE
NCT00628628,1,1,"The trial includes women who are not pregnant or breastfeeding and includes adults with hematological malignancies, which typically includes the age range of 18-45.",FALSE
NCT00687830,1,1,"The trial includes all patients attending the GI Clinic who are prescribed colonoscopy, with no gender or specific age restrictions mentioned.",FALSE
NCT00590018,0,0,"The trial exclusively enrolls neonates under 1 month of age, excluding any adults or older children.",TRUE
NCT00099164,1,1,"The trial enrolls pregnant women with twin or triplet pregnancies, which includes women aged 18-45.",FALSE
NCT00133029,1,1,"The trial enrolls pregnant women undergoing cesarean section, which includes women aged 18-45.",FALSE
NCT00102635,1,1,"The trial does not exclude women except for those who are pregnant or breastfeeding. The age criteria are not explicitly stated, but there are no restrictions that would exclude individuals aged 18-45.",FALSE
NCT00137748,1,1,"The trial does not specify gender restrictions and includes adults, which likely includes the age range 18-45.",FALSE
NCT00779558,1,0,"The trial enrolls infants less than one year of age, excluding the age range of 18-45.",TRUE
NCT01258049,0,0,"The trial exclusively enrolls children weighing between 5.00 kg and 15.00 kg, with no mention of enrolling adults or specifying gender restrictions.",TRUE
NCT00144456,1,0,"The trial includes women who are three years or more after menopause and men, but does not include individuals aged 18-45.",TRUE
NCT04185402,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT01472549,1,1,"The trial enrolls women undergoing cesarean delivery, which includes women aged 18-45.",FALSE
NCT00461422,1,1,"The trial enrolls women (indicated by 'Female') and does not specify any age restrictions, so it is assumed to include women aged 18-45.",FALSE
NCT02267044,1,1,"The trial enrolls patients 18 years or older and excludes only pregnant women, allowing non-pregnant women to participate.",FALSE
NCT00633659,1,1,"The trial includes adult male or female patients who are surgically sterile or post-menopausal, and there are no age restrictions that exclude people aged 18-45.",FALSE
NCT00869128,1,1,"The trial does not specify any gender restrictions and includes diabetic patients with insomnia, which can include adults aged 18-45.",FALSE
NCT00500188,1,1,The trial does not exclude women except for those who are pregnant or nursing. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT00147303,1,1,The trial includes women who are not pregnant or breastfeeding and includes participants aged 20 and above.,FALSE
NCT00140361,1,1,"The trial includes adult patients on a limited basis and does not exclude women except for those who are pregnant or breastfeeding a child less than 8 weeks of age. It also includes children < 5 years of age, and in one site, patients of all ages are eligible.",FALSE
NCT00135902,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT00153192,1,1,"The trial includes women who are not pregnant and not breastfeeding, and it does not specify any age restrictions that exclude people aged 18-45.",FALSE
NCT02459964,1,1,The trial excludes only pregnant or breastfeeding women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT00139100,1,1,"The trial does not specify gender restrictions and includes adults who are part of the lymphedema treatment program, which likely includes individuals aged 18-45.",FALSE
NCT00139217,0,0,"The trial enrolls only newborn infants, excluding any adults or older children.",TRUE
NCT00139256,1,1,The trial enrolls pregnant women who are scheduled for a Cesarean section and are at least 34 weeks gestation. This includes women aged 18-45.,FALSE
NCT00506311,1,1,"The trial excludes pregnant or lactating women but allows other women to enroll. There are no specific age restrictions mentioned, so it is assumed to include adults, including those aged 18-45.",FALSE
NCT05705427,1,1,The trial enrolls pregnant women who are 18 years or older.,FALSE
NCT00156780,1,1,The study does not specify gender or age restrictions that would exclude women or individuals aged 18-45.,FALSE
NCT01099202,1,1,"The trial excludes only pregnant or lactating women but allows other women to enroll. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT02384460,1,1,"The trial includes participants 1 month and older, and it excludes only pregnant or breastfeeding women, allowing other women to enroll.",FALSE
NCT04588259,1,1,"The trial includes both men and women aged 18 years and older, excluding only pregnant or breastfeeding women.",FALSE
NCT04770532,1,1,"The trial includes both men and women aged 18 years and older, excluding only pregnant or breastfeeding women.",FALSE
NCT01231412,1,1,"The trial includes both men and women, excluding only pregnant or breastfeeding women. It also includes individuals aged 18-45 as it allows patients <= 50 years of age.",FALSE
NCT01232504,1,1,The trial includes both men and women aged 14-60 years old.,FALSE
NCT01898117,1,1,"The trial enrolls women with advanced triple negative breast cancer, which includes women of reproductive age (18-45).",FALSE
NCT01260662,1,1,The trial includes adult patients undergoing procedural sedation in the Emergency Department without gender restrictions and includes adults aged 18-45.,FALSE
NCT01614990,1,1,"The trial includes subjects ≥18 years of age and does not exclude women except those who are pregnant, breastfeeding, or not practicing contraception.",FALSE
NCT05559099,1,1,The study includes men and non-pregnant women of reproductive potential and has no age restriction.,FALSE
NCT03140423,1,1,"The trial includes all patients within adult ICUs, which includes women and individuals aged 18-45.",FALSE
NCT05799105,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT05610085,0,0,"The trial exclusively enrolls neonates (corrected gestational age between 35 and 44 weeks, postnatal age less than 28 days) and does not include any adults.",TRUE
NCT00988507,1,1,"The trial includes adults and adolescents aged 14 years and older, and does not exclude women except those who are breastfeeding or not willing to use contraceptives.",FALSE
NCT02631174,1,0,"The trial enrolls neonates and infants up to 1 year of age, which excludes the 18-45 age group.",TRUE
NCT03978767,1,1,"The trial specifically enrolls women with preeclampsia, which includes women of reproductive age (18-45).",FALSE
NCT00158730,1,1,"The trial excludes only pregnant or lactating women but allows other women to enroll. The inclusion criteria do not specify age restrictions, so it includes people aged 18-45.",FALSE
NCT02305277,1,1,The trial includes both male and female subjects aged 18 to 45 years. Women of childbearing potential are allowed if they use effective non-hormonal contraception and have negative pregnancy tests.,FALSE
NCT00405236,1,1,"The trial does not specify gender restrictions and includes adults with COPD, which can include individuals aged 18-45.",FALSE
NCT03781375,1,0,"The trial enrolls children with polyarticular course juvenile rheumatoid arthritis, including both boys and girls. However, it does not enroll individuals aged 18-45 as it is specifically for pediatric patients.",TRUE
NCT02363322,1,1,"The trial includes males and females with documented positive PCR for Ebola virus infection within 10 days of enrollment, and there are no age restrictions mentioned that would exclude people aged 18-45.",FALSE
NCT00521248,1,0,"The trial enrolls newborns only, but there are no gender restrictions.",TRUE
NCT00527137,1,0,The trial enrolls both male and female pediatric subjects aged 1 to 18 years. It excludes pregnant or breastfeeding women but allows other women to enroll. The age range does not include individuals aged 18-45.,TRUE
NCT00492778,1,1,"The trial enrolls women with recurrent endometrial cancer and does not specify any age restrictions, thus including women aged 18-45.",FALSE
NCT02944825,1,1,"The trial includes both men and women aged 18 and older, excluding only pregnant women.",FALSE
NCT00001131,1,1,"The trial does not specify any gender restrictions and does not exclude women. The age range is not specified, but there are no restrictions that would exclude people aged 18-45.",FALSE
NCT00585247,1,1,"The trial includes male and female subjects of any age who are in good health, excluding only pregnant or lactating women.",FALSE
NCT04674761,1,1,The trial does not specify any gender restrictions and does not exclude adults aged 18-45.,FALSE
NCT01948310,1,1,"The trial does not specify any gender restrictions and includes adults with documented CAD diagnosis and stable angina, which typically includes the age range of 18-45.",FALSE
NCT00405392,1,0,"The trial enrolls only postmenopausal women, which typically excludes women aged 18-45.",TRUE
NCT02987270,1,1,"The trial includes women who are not pregnant and includes participants aged >1 month, which encompasses the 18-45 age range.",FALSE
NCT00002937,1,1,"The trial enrolls patients with metastatic breast cancer, which includes women. There are no age restrictions specified, so it includes people aged 18-45.",FALSE
NCT02432807,1,1,The trial includes women who are not pregnant or breastfeeding and enrolls participants aged 1 year and older.,FALSE
NCT00002985,1,1,"The trial does not specify gender restrictions other than excluding pregnant or nursing women, and it does not specify age restrictions, implying it includes adults of all ages.",FALSE
NCT00160082,1,1,"The trial includes both male and female subjects aged 18 to 75 years. It excludes only pregnant or lactating women, but allows other women to enroll.",FALSE
NCT01783561,1,0,"The trial enrolls premature infants only, not adults aged 18-45.",TRUE
NCT02509481,1,1,The trial excludes pregnant and breastfeeding women but allows other women to enroll. There are no specific age restrictions that exclude people aged 18-45.,FALSE
NCT02040844,1,1,"The trial does not specify any gender or age restrictions, and it is a follow-up study for participants who completed a previous study.",FALSE
NCT00577096,1,1,"The inclusion and exclusion criteria do not specify any gender or age restrictions, indicating that women and individuals aged 18-45 can participate.",FALSE
NCT00164099,1,0,The trial includes patients over 65 years old and does not specify inclusion of younger adults.,TRUE
NCT00409695,1,1,"The trial excludes only pregnant or breastfeeding women but allows other women to enroll. There are no age restrictions specified, so it includes people aged 18-45.",FALSE
NCT00506779,1,1,The trial enrolls women with uterine papillary serous carcinoma and does not specify an age restriction that excludes individuals aged 18-45.,FALSE
NCT03355326,1,0,"The trial enrolls neonates aged 1 day to 1 year, which excludes individuals aged 18-45. There are no gender restrictions mentioned, so women can enroll.",TRUE
NCT00006011,1,1,"The trial enrolls women with advanced endometrial carcinoma, which includes women aged 18-45.",FALSE
NCT02348879,1,1,The trial enrolls healthy men and women of non-child bearing potential between the ages of 18 and 55 inclusive.,FALSE
NCT01973036,1,1,The trial enrolls women of reproductive age with gestational age ≥ 34 weeks.,FALSE
NCT02062801,1,1,The trial enrolls women who are pregnant and within the age range of 18-45.,FALSE
NCT00560599,1,1,"The trial includes all individuals aged 1 month and older, without gender restrictions.",FALSE
NCT02717507,1,1,"The trial includes both males and females who had a cancer diagnosis before the age of 22, irrespective of their current age. Therefore, it includes women and people aged 18-45.",FALSE
NCT01367002,1,1,"The trial enrolls women with advanced or recurrent Uterine Serous Papillary Carcinoma and does not specify age restrictions, thus including women aged 18-45.",FALSE
NCT04760626,1,1,"The trial includes both males and females aged 18 years and older, excluding only pregnant or breastfeeding women.",FALSE
NCT00590785,1,1,The trial enrolls women with high-risk primary breast cancer and does not exclude based on age within the 18-45 range.,FALSE
NCT00185939,1,1,"The trial includes all patients including children and adults, with no gender restrictions.",FALSE
NCT01308541,1,1,The trial includes nonsmoking male and female subjects aged 18-45 years old.,FALSE
NCT01958476,1,1,"The trial enrolls infants, but the inclusion criteria specify that the mother must be able to provide informed consent, implying that women are involved. The age of the mothers is not restricted, so it is assumed that women aged 18-45 can participate.",FALSE
NCT03339297,1,1,The trial includes participants aged ≥1 year and does not exclude women except for those who are pregnant or lactating.,FALSE
NCT00694967,1,1,"The trial enrolls pregnant women with specific cervical conditions and does not specify any age restrictions, thus including women aged 18-45.",FALSE
NCT03829488,1,1,"The trial includes adults and children with End-Stage Kidney Disease, without gender restrictions, and includes individuals aged 18-45.",FALSE
NCT00789828,1,1,"The trial includes all ages and only excludes pregnant or breastfeeding women, allowing women who are not pregnant or breastfeeding to enroll.",FALSE
NCT00774306,1,1,"The inclusion and exclusion criteria do not specify any gender or age restrictions, allowing for the enrollment of women and individuals aged 18-45.",FALSE
NCT00845897,1,1,"The trial allows women who are not pregnant and agree to use contraception. There are no age restrictions specified, so it includes people aged 18-45.",FALSE
NCT00004317,1,0,The trial includes pregnant women but does not enroll individuals aged 18-45 who are not pregnant.,TRUE
NCT04117477,1,1,"The trial enrolls patients of any age undergoing SCT, without gender restrictions.",FALSE
NCT02569658,1,1,"The trial includes any patient scheduled for a primary anatomic or reverse TSA, excluding only pregnant or breastfeeding women, and does not specify age restrictions that would exclude people aged 18-45.",FALSE
NCT00237861,1,1,The trial does not exclude women and does not have age restrictions.,FALSE
NCT00737100,1,1,The trial includes male and female patients with Cystic Fibrosis and does not exclude women except those who are pregnant or lactating. It also does not specify an age range that excludes individuals aged 18-45.,FALSE
NCT00240513,1,1,"The trial includes either sex and any age, excluding only pregnant or breastfeeding women.",FALSE
NCT03751631,1,1,The trial does not exclude women except for those who are pregnant or lactating. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT00241449,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE
NCT00219908,1,1,"The trial includes both men and women aged 18-45 years. It excludes only pregnant and breastfeeding women, but allows other women to enroll.",FALSE
NCT00369434,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE
NCT02598440,1,1,"The trial enrolls ambulatory women with postmenopausal osteoporosis, which includes women aged 18-45 who are postmenopausal.",FALSE
NCT02766673,0,0,The trial enrolls only infants up to one year of age.,TRUE
NCT02777749,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT05179057,1,1,"The trial enrolls both pediatric and adult participants, including women who are not pregnant or lactating. There are no age restrictions that exclude individuals aged 18-45.",FALSE
NCT04970654,1,0,The trial enrolls prepubertal children aged 2 years and 26 weeks to 11 years for boys and 2 years and 26 weeks to 10 years for girls. It does not include individuals aged 18-45.,TRUE
NCT00251823,1,1,The trial does not exclude women except for those who are pregnant. The inclusion criteria do not specify an age range that excludes individuals aged 18-45.,FALSE
NCT05201144,1,0,"The trial enrolls neonates, which includes both male and female infants, but does not include individuals aged 18-45.",TRUE
NCT03113760,1,1,The trial includes women of childbearing potential who are not pregnant or nursing and requires them to use highly effective birth control methods. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT00572377,1,0,"The trial enrolls post-menopausal women only, which typically excludes women aged 18-45.",TRUE
NCT02822599,1,0,"The trial enrolls infants aged 1 day to 1 year, which does not include the age range 18-45.",TRUE
NCT00229775,1,1,"The trial includes both men and women, excluding only pregnant or breastfeeding women with children less than 8 weeks of age. The age criteria include children and adults, which encompasses the 18-45 age range.",FALSE
NCT00732537,1,0,"The trial enrolls term and near-term infants, which includes female infants, but does not include individuals aged 18-45.",TRUE
NCT03315455,1,1,"The trial includes women of childbearing potential who agree to use contraception and enrolls participants aged 12 years and older, which includes the 18-45 age range.",FALSE
NCT00738777,1,1,"The trial enrolls women with invasive adenocarcinoma of the breast and does not exclude based on age, including those of childbearing potential who must use non-hormonal contraceptive measures.",FALSE
NCT00171340,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE
NCT00235352,1,1,The trial includes both men and women aged 18-65 years. It excludes pregnant or nursing women but allows other women to enroll.,FALSE
NCT05125549,1,1,"The trial enrolls healthy male and non-pregnant, non-breastfeeding female volunteers aged 18-50.",FALSE
NCT00776139,1,1,"The trial includes healthy adult human subjects aged 18-50 years, including women who are not pregnant or nursing.",FALSE
NCT00414128,1,1,The trial excludes only pregnant or breastfeeding women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT04574999,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE
NCT01342146,1,0,"The trial enrolls children with growth hormone deficiency, including both boys and girls, but does not include adults aged 18-45.",TRUE
NCT02156076,0,1,Excludes women of childbearing potential but does not specify age restrictions that exclude people aged 18-45.,TRUE
NCT00424645,1,1,"The trial does not specify any gender restrictions and includes patients with solid tumors and hematologic malignancies, which can affect adults aged 18-45.",FALSE
NCT02175966,1,1,The trial includes both males and females aged 18 years and older.,FALSE
NCT05594745,1,1,The study includes adult patients aged 18 or older of any sex.,FALSE
NCT05660382,1,1,"The trial includes non-pregnant, non-lactating females and does not specify an age restriction that excludes individuals aged 18-45.",FALSE
NCT04045964,1,1,"The trial enrolls mothers of any age, which includes women, and does not specify any age restrictions that would exclude individuals aged 18-45.",FALSE
NCT00377546,1,1,"The trial includes both males and females and does not specify any age restrictions, thus it includes people aged 18-45.",FALSE
NCT05064735,1,1,"The trial includes both men and women aged 18 and above, excluding only pregnant or breastfeeding women.",FALSE
NCT03705845,1,0,"The trial enrolls only postmenopausal women, which typically excludes women aged 18-45.",TRUE
NCT00284076,1,1,The trial does not specify any gender or age restrictions that would exclude women or individuals aged 18-45.,FALSE
NCT00378716,1,1,"The trial does not specify gender restrictions other than excluding pregnant women, and there are no age restrictions specified.",FALSE
NCT04233216,1,1,The trial allows women who are not pregnant or breastfeeding to enroll and includes adults aged 18-45.,FALSE
NCT00000188,1,1,"The trial is open to all genders and does not specify age restrictions, implying it includes adults aged 18-45.",FALSE
NCT04296396,1,1,"The trial enrolls women who have had a cesarean delivery, which includes women aged 18-45.",FALSE
NCT01680406,0,1,"The trial excludes pregnant or breastfeeding women but includes women who are not pregnant or breastfeeding. It enrolls patients aged above 1 year, including those aged 18-45.",TRUE
NCT00287742,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is focused on Alzheimer's disease, which typically affects older adults, and does not explicitly include people aged 18-45.",TRUE
NCT00001100,0,0,The trial only enrolls newborn infants aged 1 month or younger.,TRUE
NCT00000584,0,0,"The trial enrolls only neonates, specifically high-risk premature infants.",TRUE
NCT00288444,1,1,The trial includes both men and women of childbearing potential and requires a negative pregnancy test for women. The age eligibility starts from 18 years.,FALSE
NCT02866643,1,1,"The trial enrolls pregnant women who intend to breastfeed and desire a contraceptive implant, which includes women aged 18-45.",FALSE
NCT06146881,1,1,"The trial does not specify any gender restrictions and includes adults undergoing cataract surgery, which typically includes individuals aged 18-45.",FALSE
NCT00416403,1,1,"The trial enrolls women with ductal carcinoma in situ (DCIS) or stage I breast cancer, and there are no age restrictions specified that would exclude women aged 18-45.",FALSE
NCT04972045,1,1,The trial enrolls both male and female subjects aged 18 to 55 years old.,FALSE
NCT02577107,1,0,The trial enrolls both male and female patients but only those aged 50 years and older.,TRUE
NCT03511976,1,0,"The trial enrolls children entering grades 1-5, which includes both boys and girls, but does not include individuals aged 18-45.",TRUE
NCT05534984,1,1,The trial includes non-pregnant people of reproductive potential and adults aged ≥18 years.,FALSE
NCT00523107,1,1,The trial includes women who are not pregnant or breastfeeding and enrolls participants aged 18 and older.,FALSE
NCT02970318,1,1,The trial includes both men and women aged 18 and older.,FALSE
NCT04869709,1,1,"The trial enrolls women with singleton pregnancies and does not specify any age restrictions, thus including women aged 18-45.",FALSE
NCT00403273,1,1,The trial includes both male and female subjects aged 18 years or older. It excludes only pregnant or breastfeeding women but allows other women to enroll.,FALSE
NCT03244228,1,1,"The trial includes both male and female participants aged 18-55 and 65+ years old. It excludes only pregnant or lactating women, but allows other women to enroll.",FALSE
NCT00627393,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT00892450,1,1,"The trial does not specify any gender restrictions and includes adults with idiopathic Parkinson's disease, which can include individuals aged 18-45.",FALSE
NCT00383396,1,1,"The trial does not specify any gender or age restrictions, so it is assumed to include both women and people aged 18-45.",FALSE
NCT03335072,1,1,"The trial includes all individuals in the community, which encompasses women and people aged 18-45.",FALSE
NCT00004931,1,1,The trial does not exclude women except for those who are pregnant or lactating. The inclusion criteria do not specify an age range that excludes individuals aged 18-45.,FALSE
NCT00002707,1,1,The trial enrolls women of any age with operable carcinoma of the breast.,FALSE
NCT03115476,1,1,"The inclusion and exclusion criteria do not specify any gender or age restrictions, indicating that both men and women of any age, including those aged 18-45, can participate.",FALSE
NCT05690841,1,1,The trial includes women who are not pregnant or breastfeeding and includes individuals aged 18-45.,FALSE
NCT00848991,1,1,The trial excludes only pregnant women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT03258281,1,1,"The trial excludes pregnant women but does not exclude all women. There are no specific age restrictions mentioned, so it is assumed to include adults aged 18-45.",FALSE
NCT00388297,1,1,"The trial enrolls pregnant women, which implies they are of reproductive age, typically 18-45.",FALSE
NCT00957346,1,1,"The trial enrolls women for second trimester medical abortion, which typically includes women aged 18-45.",FALSE
NCT00684996,1,1,"The trial does not exclude women except for those who are pregnant or nursing, and it does not have age restrictions that exclude individuals aged 18-45.",FALSE
NCT02206984,1,0,"The trial enrolls only postmenopausal women, excluding those aged 18-45.",TRUE
NCT00004993,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE
NCT00004399,1,1,"The trial enrolls women with severe preeclampsia, which typically affects women of childbearing age, including those aged 18-45.",FALSE
NCT00307515,1,1,"The trial includes both male and female subjects requiring non-emergent retroperitoneal or intra-abdominal surgical procedures. It excludes only pregnant or nursing women, and does not have age restrictions that would exclude individuals aged 18-45.",FALSE
NCT01601847,1,0,"The trial enrolls preterm infants, which includes both male and female infants, but does not include individuals aged 18-45.",TRUE
NCT04101721,1,0,"The trial enrolls infants with retinopathy of prematurity, thus excluding adults aged 18-45.",TRUE
NCT03808922,1,1,"The trial allows women who are not pregnant or breastfeeding to enroll. The trial includes adults aged 18 and older, which encompasses the 18-45 age range.",FALSE
NCT00316329,1,1,"The trial includes adults and children weighing ≥ 10 kg, and it excludes only pregnant or breastfeeding women, allowing other women to enroll. It also includes patients aged 5 years and over, which covers the 18-45 age range.",FALSE
NCT02375971,0,0,The trial enrolls only preterm infants with specific conditions and does not include any adults.,TRUE
NCT00609609,1,1,"The trial does not exclude women and includes adults with new onset, clinical grade II-III acute or late-acute GVHD. There are no specific age restrictions that exclude individuals aged 18-45.",FALSE
NCT05378477,1,1,"The trial includes both males and females, including women of childbearing potential who are not pregnant or nursing. The age range starts from 12 months, which includes the 18-45 age group.",FALSE
NCT00000311,1,1,"The trial does not specify any gender or age restrictions, indicating that it enrolls both men and women, including those aged 18-45.",FALSE
NCT00349921,1,1,"The trial excludes pregnant women but allows other women to enroll. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT01054027,0,0,The trial enrolls only premature infants.,TRUE
NCT03093870,1,1,"The trial does not exclude women except for those who are pregnant or breastfeeding. The inclusion criteria specify that participants must be of or older than the legal age in the respective countries, which includes individuals aged 18-45.",FALSE
NCT00776022,1,1,The trial includes healthy adult subjects aged 18-50 years and allows women who are not pregnant or nursing to enroll.,FALSE
