,nct_id,official_title,summary,criteria,Postpartum_GPT,Postpartum_quote.x,Enrolls_postpartum,Postpartum_intervention,Postpartum_quote.y,Review
58,NCT00119210,Bupropion for Smoking Cessation in Postpartum Women,"The purpose of this small preliminary study is to determine whether it is feasible to recruit women smokers who have just delivered a baby and are not breastfeeding into a study that would test whether starting bupropion, a smoking cessation medication, after a baby's birth helps a postpartum woman to stop smoking.","Inclusion Criteria:~Postpartum women who:~Smoked >1 cigarette in last month of pregnancy~Deliver a baby at Brigham and Women's Hospital in Boston, MA~Do not breastfeed or plan to breastfeed.~Want to attempt to stop smoking~Exclusion Criteria:~Age <18 years;~Current use of bupropion or antidepressant;~Current major depression or other severe psychiatric illness (e.g., schizophrenia, mania);~Contraindication to use of bupropion;~Illegal substance use in past 6 months;~>1 drink/day of alcohol during pregnancy;~Newborn with major congenital anomaly or <25 weeks' gestation;~Inability to speak or read English;~No telephone.",Enrolls postpartum,Postpartum women who: Smoked >1 cigarette in last month of pregnancy,1,1,"Postpartum women who:~Smoked >1 cigarette in last month of pregnancy~Deliver a baby at Brigham and Women's Hospital in Boston, MA~Do not breastfeed or plan to breastfeed.~Want to attempt to stop smoking",
59,NCT01112371,"A Prospective, Single-center, Randomized, Parallel Group Trial to Investigate the Efficacy of Contractubex® Gel, Containing Extractum Cepae, Allantoin, and Heparin, in Scars After Abdominal Caesarean Section","The purpose of this study is to investigate the efficacy of Contractubex® Gel, containing extractum cepae, allantoin and heparin, in the treatment of scars after abdominal Caesarean section compared to untreated scars after abdominal Caesarean section.","Inclusion Criteria:~Females having given birth via elective abdominal Caesarean section for the first time within the last 5 to 10 days who had their suture removed (removed at screening).~Age: 18 years or older.~The subject must be willing and must be able to complete the entire course of the trial and to comply with the trial instructions.~Written informed consent has been obtained from the subject.~Females using suitable contraceptions.~Exclusion Criteria:~Use of any inadmissible medication, e.g. systemic corticosteroids, systemic immunosuppressants (such as cytostatics, therapy with antibodies, biologics, interferone, mykophenolatmofetil, methotrexate, cyclosporine, azathioprine). Any additional topical treatment in the area of the lower abdomen, regardless of the mode of action.~Any other planned topical treatment in the lower part of the abdomen during the course of the trial.~Any infection or wound in the area to treat.~History of keloids or hypertrophic scars.~Any severe or uncontrolled systemic disease (e.g. cardiac, renal, pulmonary, hepatic, or gastrointestinal), malignant tumor, or medical history of HIV infection.~Any tumor diseases in the abdominal region independent of their dignity.~Females having given birth via emergency abdominal Caesarean section.~Psychiatric problems which, in the investigator's opinion, are severe enough to interfere with the trial results.~Participation in another clinical trial within 30 days prior to screening.~Evidence or suspicion that the subject might not comply with the study directives and/or that she is not reliable or trustworthy.~Evidence or suspicion that the subject is not willing or unable to understand the information given to her as part of the informed consent, in particular regarding the risks and discomfort to which she would agree to be exposed.~Previous participation in this clinical study.~Known allergy or hypersensitivity to the study drug(s) or one of the ingredients of the formulation.~Subjects who are imprisoned or are lawfully kept in an institution.~Employees or direct relatives of an employee of the CRO, the study center or Merz Pharmaceuticals.",Enrolls postpartum,Females having given birth via elective abdominal Caesarean section for the first time within the last 5 to 10 days who had their suture removed (removed at screening).,1,1,Females having given birth via elective abdominal Caesarean section for the first time within the last 5 to 10 days who had their suture removed (removed at screening).,
60,NCT00159510,A Controlled Prospective Randomized Open-Label Study of Methylene Blue and Inhaled Nitric Oxide in Patients With Septic Shock and Acute Lung Injury,"Nitric oxide (NO) plays a pivotal role in maintenance of normal vascular tone. However, in sepsis the excessive production of NO results in myocardial depression, vasoplegia, and cytotoxic effects, thus promoting shock and multiple organ dysfunction. A recently completed study from our group showed advantageous cardiovascular effects of continuously infused methylene blue (MB), an inhibitor of NO pathway, in human septic shock. In another investigation, we have found that the combination of inhaled NO and continuously infused MB attenuates endotoxin-induced acute lung injury (ALI) in sheep. Our intention is, in a new study, to test the hypothesis that the combination of MB and NO (MB+NO) improves both cardiovascular and pulmonary functions as well as clinical outcome in patients with septic shock and ALI. Forty mechanically ventilated patients diagnosed with hyperdynamic septic shock and ALI, will be randomized to groups receiving~Conventional treatment (control group)(n =10);~MB infusion in addition to conventional treatment (n=10);~Inhaled NO in addition to conventional treatment (n=10);~MB infusion combined with inhaled NO (MB+NO) in addition to conventional treatment (n=10).","Inclusion Criteria:~Informed written consent from the patient, or a written consent from a relative together with a the doctor responsible for the treatment of the patient~Aged 18 years or above.~Severe sepsis diagnosed less than 72 h prior to randomization.~Septic shock defined as a syndrome characterized by severe sepsis in association with either:~a MAP <70 mm Hg for at least 30 consecutive minutes despite fluid resuscitation or,~a requirement for vasopressor support with a constant dose rate of either epinephrine >0,05 mcg/kg/min and/or norepinephrine >0.05 mcg/kg/min and/or dopamine >5 mcg/kg/min and/or phenylephrine >0.5 mcg/kg/min for at least 30 consecutive minutes to maintain a MAP >90 mm Hg~Cardiac index (CI) must be >3.5 l/min/m2, pulmonary artery occlusion pressure (PAOP) must be between 8 and 18 mm Hg, and in the opinion of the investigator the patient must be adequately fluid resuscitated~A 4 French Pulsiocath thermodilution catheter (Pulsion Medical Systems, München, Germany) in place in one of the femoral arteries and a 7 French thermistor-tipped balloon floatation catheter (Swan Ganz) in the pulmonary artery for determination of hemodynamics, including extravascular lung water index (EVLWI).~A dedicated intravenous line for infusion of MB~A respirator with a device for delivery of gaseous NO to the inspiration gas and equipped with analysis tools for lung mechanics~The patients will be treated in intensive care units with the possibility to provide full life support for the whole duration of the study~In female patients a negative pregnancy test will be requires before inclusion unless the patient is either in the post-partum period or known to have undergone prior tubal ligation or hysterectomy, or be postmenopausal~Exclusion Criteria:~1) Patients who have received vasopressor infusion therapy as described in the definition of septic shock either intermittently or continuously for a period of more than 24 h prior to randomization 2) The use of any vasoactive drug infusion other than epinephrine, norepinephrine, dopamine, phenylephrine and dobutamine, at the time of study entry 3) Patients in whom either vasodilators or dobutamine are contraindicated 4) Patients who cannot have their MAP managed safely within the range of 70-90 mm Hg (e.g. patients with raised intracranial pressure) 5) Shock due to any cause other than severe sepsis (e.g. drug reaction or drug overdose, adrenal insufficiency, pulmonary embolus, burn injury etc.) 6) Patients that are immunocompromised due to any of the following:~known corticosteroid therapy either greater than or equal to a total daily dose equivalent to 1 mg/kg or greater than 70 mg/day of oral prednisolone for at least 7 consecutive days within one month prior to study entry,~clinically suspected or known to have Acquired Immunodeficiency Syndrome (AIDS),~granulocyte count less than 1000/mm3 due to a cause other than severe sepsis (e.g. metastatic or hematological malignancies or chemotherapy),~immunosuppressant therapy (e.g. due to an organ or bone marrow transplant), 7) Underlying disease, exclusive of septic shock, which is expected to cause death within 1 month from study entry 8) Within 30 days prior to this study, the patient should not have been included in any other randomized therapeutic study of an agent not licensed, or administration of any other investigational agent for the treatment of sepsis and/or septic shock. Patients must not participate in such studies for at least 30 days after enrolment into this study.~9) Pregnant women, pregnancy test required of any fertile women.",Neither,0,1,0,"In female patients a negative pregnancy test will be requires before inclusion unless the patient is either in the post-partum period or known to have undergone prior tubal ligation or hysterectomy, or be postmenopausal",
61,NCT04343235,Postpartum Management of Gestational Hypertensive Disorders Using Furosemide: A Randomized Controlled Trial,"The main purpose of this study is to learn if incorporating a loop diuretic such as furosemide along with labetalol in the routine management of postpartum gestational hypertensive disorders could lower the need for additional anti-hypertensive agents to control blood pressures, improve blood pressures (as measured by systolic blood pressure, diastolic blood pressure and mean arterial blood pressures), shorten hospital stays and decrease readmissions for patients with gestational hypertensive disorders.~Based on a study by Veena et al1, there is reason to believe that the addition of furosemide to other anti-hypertensives may help decrease the need to add or increase the dose of medication to control blood pressures. There may be potential to shorten hospital stays and decrease readmissions, as well. Collecting data will be done using a prospective, randomized 1:1 controlled study assigning postpartum patients with a gestational hypertensive diagnosis to either labetalol alone or labetalol plus furosemide.~The study will be performed in the postpartum wing of Miami Valley Hospital Main Campus and would use patients who have consented to participate in the study with enrollees coming from the OB Staff population.",Inclusion Criteria:~Postpartum women delivering at Miami Valley Hospital~Diagnosis of gestational hypertension or preeclampsia~Able to provide written informed consent~Exclusion Criteria:~Diagnosis of chronic hypertension~Allergy to study medications~Unable to understand English,Enrolls postpartum,Postpartum women delivering at Miami Valley Hospital,1,1,The main purpose of this study is to learn if incorporating a loop diuretic such as furosemide along with labetalol in the routine management of postpartum gestational hypertensive disorders could lower the need for additional anti-hypertensive agents to control blood pressures.,
62,NCT02545127,"A Randomized, Double-blind, Placebo-controlled, Multicenter Trial Exploring the Efficacy and Safety of Intra-nasal Administration of Merotocin in Increasing Milk Production in Maternal Subjects With Preterm Delivery and Inadequate Milk Production",Induction and support of lactation in women with preterm delivery and inadequate milk production.,"Inclusion Criteria:~Delivered at the hospital system associated with the trial center~Delivered preterm singleton gestational age 24 weeks + 0 days to 34 weeks + 2 days~Willing to express milk at least 5 times every 24 hours during the observation period and 6 to 8 times every 24 hours during the treatment and post-treatment follow up~Produced < 200 mL milk in 24 hours prior to randomization~Delivered 96 to 192 (+4) hours prior to randomization~Exclusion Criteria:~Pre-pregnancy body mass index (BMI) > 50 kg/m^2~Mastitis~History of breast trauma, breast surgery, nipple piercing~Prolactin-releasing pituitary tumor, history of Sheehan's syndrome, pituitary surgery/radiation therapy~Pre-pregnancy insulin-dependent diabetes mellitus, polycystic ovarian syndrome. Note: gestational diabetes is allowed (also when requiring the use of insulin for treatment)~Unstable thyroid disease~Moderate or severe renal or hepatic impairment~Mental illness~Significant nasal congestion or mucous production~Use of anti-psychotic drugs within past 12 months",Enrolls postpartum,Delivered preterm singleton gestational age 24 weeks + 0 days to 34 weeks + 2 days,1,1,Delivered 96 to 192 (+4) hours prior to randomization,
63,NCT01798394,Progesterone & Postpartum Relapse to Smoking,The primary goal of this project is to investigate the potential efficacy of exogenous progesterone (with supplemental relapse prevention counseling) on postpartum relapse in new mothers. Also to determine the feasibility of enhanced compliance monitoring and identification of collateral factors effecting outcomes.,"Inclusion Criteria:~Woman~18-35 years old~Zero CPD for past 4 weeks~5 or more CPD for at least 6 out of past 12 months~Motivated to remain abstinent (7 or higher out of 10)~Stable physical/mental health~Established prenatal care~Stable physical/mental health~Willing to take Progesterone~Willing to use double-barrier protection if sexually active~English fluency~Able to provide informed consent~Exclusion Criteria:~Psychotropic medications~Illicit drugs~Other types of tobacco, NRT, smoking cessation medications~Pregnancy complications (Diabetes, Anomaly, Fetal growth restriction, HTN, Hx of >2 miscarriages)~Current use of: Finasteroid (propecia), Efavirenz, Red Clover, Ketoconazole, CYP3A4 Inhibitors~History of: Thrombophelitis, Deep vein thrombosis, Pulmonary embolus, Clotting disorder, Bleeding disorder, Heart disease, Diabetes, Stroke, Peanut allergy, Liver dysfunction, Hypersensitivity to progesterone",Postpartum intervention,The primary goal of this project is to investigate the potential efficacy of exogenous progesterone (with supplemental relapse prevention counseling) on postpartum relapse in new mothers.,1,1,The primary goal of this project is to investigate the potential efficacy of exogenous progesterone (with supplemental relapse prevention counseling) on postpartum relapse in new mothers.,
64,NCT03556761,Furosemide for Accelerated Recovery of Blood Pressure Postpartum,"A randomized, double-blind, placebo-controlled single center investigation of furosemide's effect on postpartum blood pressure control in pregnancies affected by hypertensive disorders of pregnancy","Inclusion Criteria:~Hypertensive disorder of pregnancy diagnosed antepartum or intrapartum~Gestational hypertension~Pre-eclampsia with or without severe features~Superimposed pre-eclampsia with or without severe features~New diagnosis of HDP within 24 hours from delivery~Postpartum, delivery ≥ 20 weeks estimated gestational age~Age ≥18 years old~Exclusion Criteria:~History of allergic reaction to furosemide~High risk comorbidities for which treatment may be indicated or contraindicated: class C or higher diabetes mellitus, chronic kidney disease or baseline creatinine >1.2, cardiac disorders including cardiomyopathy, congenital heart disease, angina or coronary heart disease, rheumatic disease (lupus), sickle cell disease~Baseline labs with K <3~Use of furosemide or other diuretics antepartum or intrapartum~Use of ototoxic agents including aminoglycosides (ie, Gentamicin for >1 dose), cephalosporins (ie Ancef >1 dose),~Patient unstable for protocol per investigator's judgement",Postpartum intervention,"New diagnosis of HDP within 24 hours from delivery~Postpartum, delivery ≥ 20 weeks estimated gestational age",1,1,New diagnosis of HDP within 24 hours from delivery,
65,NCT00181077,Hypertonic Saline Use for Volume Expansion in Postpartum Preeclampsia,To compare hypertonic saline to Lactated Ringer's solution and assess whether one speeds up the process of getting rid of extra body water faster in women with preeclampsia.,"Inclusion Criteria:~Women must have satisfied conditions for the diagnosis of preeclampsia (BP > 140/90, proteinuria ≥ 2+ or 300 mg in 24 hours)~Women must have creatinine level below 1.6 mg/dL~Women must have delivered their infant(s) prior to initiating therapy~Women must be English-speaking~Women must be medically stable at the time of entry into the study~Women must be over the legal consenting age of 18 years~Women must be consented prior to the administration of narcotics or other medications that may interfere with ability to give informed consent~If not consented at the time of admission to Labor and Delivery, women must be comfortable enough with their contractions to complete the informed consent process without duress, or must be comfortable with regional anesthesia~Women on magnesium sulfate will be eligible for entry after assessment of level of consciousness is deemed sufficient to give informed consent~Exclusion Criteria:~Women not able to understand the study because of language barriers or significant learning impairment~Women less than 18 years of age~Women who are medically unstable prior to recruitment or in whom expeditious delivery is warranted~Women who have developed eclampsia (or seizures as a result of their preeclamptic condition)~Women who have not consented prior to the administration of narcotics or other medications that may interfere with their ability to give informed consent~Women whose pain severity in labor is such that they cannot participate in informed consent~Women with a pre-existing cardiomyopathy~Women with a sodium level < 130, or > 150 mEq/L~Women with a creatinine level greater than 1.6 mg/dL~Women with co-morbid conditions that affect renal function i.e. lupus nephritis, diabetic nephropathy, or pre-existing hypertensive kidney disease~Women whose level of consciousness on magnesium sulfate is deemed insufficient to give informed consent",Enrolls postpartum,Women must have delivered their infant(s) prior to initiating therapy,1,1,Women must have delivered their infant(s) prior to initiating therapy,
66,NCT04965116,Progestin-Only Pill Use and Breastfeeding Study,"This study will assess the impact of early initiation (less than one week postpartum) and delayed initiation (4 weeks postpartum) of two types of progestin-only contraceptive pills (POPs) on maternal, breastmilk, and infant outcomes.","Inclusion Criteria:~13 years of age and older~Desires to use POPs for 3 months~Speak English or Spanish~Had a vaginal or cesarean delivery of a singleton full term (≥37 weeks) infant less than 168 hours prior~Intends to breastfeed exclusively for 6 months~Exclusion Criteria:~Desire another pregnancy in less than 6 months~Do not intend to exclusively breastfeed~Do not have access to a telephone~Have any medical contraindication to POPs~Have any contraindication to breastfeeding, including maternal illegal drug use, history of augmentation or reduction, infant with major congenital anomaly~Cognitively impaired~Currently incarcerated",Enrolls postpartum,Had a vaginal or cesarean delivery of a singleton full term (≥37 weeks) infant less than 168 hours prior,1,1,less than one week postpartum,
67,NCT03482440,Role of Angiotensin II and Chronic Inflammation in Persistent Microvascular Dysfunction Following Preeclamptic Pregnancy,"Women who develop preeclampsia during pregnancy are more likely to develop cardiovascular disease later in life, even if they are otherwise healthy. The reason why this occurs is unclear but may be related to blood vessel damage and increased inflammation that occurs during the preeclamptic pregnancy and persists postpartum. The purpose of this investigation is to 1) determine the mechanisms contributing to this lasting blood vessel damage and chronic inflammation, and to 2) identify factors (both physiological and pharmacological) that mitigate these negative effects in order to inform better clinical management of cardiovascular disease risk in women who have had preeclampsia.","Inclusion Criteria:~Post-partum women who have delivered within two years and who have had a preeclamptic pregnancy diagnosed by their obstetrician before 34 weeks of gestation and confirmed according to the American College of Obstetricians and Gynecologists criteria for severe preeclampsia. [This information will be self-reported by the subjects.]~Post-partum women who have delivered within two years and who have had a normal pregnancy.~18 years and older.~Exclusion Criteria:~skin diseases~current tobacco use~diagnosed or suspected hepatic or metabolic disease~statin or other cholesterol-lowering medication~history of hypertension prior to pregnancy~history of gestational diabetes~current pregnancy~allergy to aspirin or NSAIDs or known allergy to materials used during the experiment (e.g. latex)~renal disease, bleeding disorders and history of gastrointestinal bleeding.~Known allergies to study drugs~Taking blood thinners, aspirin or NSAIDS.~Women who choose to breastfeed will not participate in any parts of the project that include salsalate.",Enrolls postpartum,Inclusion Criteria: Post-partum women who have delivered within two years and who have had a preeclamptic pregnancy diagnosed by their obstetrician before 34 weeks of gestation and confirmed according to the American College of Obstetricians and Gynecologists criteria for severe preeclampsia.,1,1,Post-partum women who have delivered within two years and who have had a preeclamptic pregnancy diagnosed by their obstetrician before 34 weeks of gestation and confirmed according to the American College of Obstetricians and Gynecologists criteria for severe preeclampsia.,
68,NCT00066040,Prevention of Transmission of Mutans Streptococci From Mother to Child,The purpose of this study is to control the levels of bacteria that causes cavities in mothers by a combination of treatments that include fluoride and chlorhexidine varnishes and xylitol-chewing gum before the appearance of teeth in the mouth of their children. By doing that we expect to reduce the acquisition of the bacteria that causes cavities (the mutans streptococci) by the children which in turn will reduce the development of cavities.,Inclusion/Exclusion Criteria:~Mother~20 teeth~Medically healthy~First-time mother~High levels of the mutans streptococci~No fluoride exposure in the previous 6 months.~Infant~Medically healthy~No cognitive impairment,Neither,0,1,0,Mother~20 teeth~Medically healthy~First-time mother~High levels of the mutans streptococci,
69,NCT03472521,Prevention of Persistent Pain and Opioid Use in Mothers - POMS,"Our previous work has identified the group of women at risk for prolonged pain, opioid use and poor functional recovery after childbirth. The optimal intervention to mitigate this risk is unknown. We propose to test an analgesic adjutant that is commonly used for post-operative pain compared to placebo to improve post-partum recovery.","Inclusion Criteria:~Delivery within 5 days, able to provide informed consent, English speaker~Exclusion Criteria:~Opiate use disorder",Enrolls postpartum,Delivery within 5 days,1,1,We propose to test an analgesic adjutant that is commonly used for post-operative pain compared to placebo to improve post-partum recovery.,
70,NCT02962427,Treatment of Post-dural Puncture Headache in Postpartum Parturients: Comparing Sphenopalatine Ganglion Block to Epidural Blood Patch.,The purpose of this research study is to compare the effectiveness of a sphenopalatine ganglion block to an epidural blood patch for post-dural puncture headache relief in randomized postpartum parturients over a 48 hour period.,Inclusion Criteria~Age 18 years or age or greater~Postpartum obstetric parturient who was previously admitted to UCH.~Diagnosis of post-dural puncture headache based on the International Classification of Headache Disorders:~Dural puncture has been performed~Headache has developed within 5 days of the dural puncture~Not better accounted for by another ICHD-3 diagnosis.~Occurring immediately or within seconds of assuming an upright position and resolving quickly (within 1 minute) after lying horizontally.~Exclusion Criteria~Refusal to participate in the study~Placement of an EBP within the past 5 days~Allergy and/or intolerance to any the study materials~Contraindications to an EBP~Plan for therapeutic anticoagulation post-partum,Enrolls postpartum,Postpartum obstetric parturient who was previously admitted to UCH.,1,1,Postpartum obstetric parturient who was previously admitted to UCH.,
71,NCT04592783,"Postpartum Hypertension, Tight vs Liberal Control: A Randomized Controlled Trial",To determine if treatment of less severe hypertension in the postpartum period results in a lower frequency of maternal morbidity.,"Inclusion Criteria:~Postpartum women aged 18-55 during delivery hospitalization.~Diagnosis of gestational hypertension, preeclampsia without severe features, or chronic hypertension without requiring antihypertensive therapy who have Blood Pressure at/above 140/90 mmHg on 2 or more occasions more than 4 hours apart and do NOT meet criteria for preeclampsia with severe features and have not received any antihypertensive therapy during their hospitalization~Exclusion Criteria:~History of chronic hypertension requiring antihypertensive therapy prior to or during pregnancy.~Diagnosis and/or treatment of preeclampsia with severe features before trial enrollment~Postpartum patients enrolled in another antihypertensive study (e.g CHAPS)~Medical comorbidities including: Active connective tissue disease, chronic renal insufficiency, known cardiac disease or cerebrovascular disease.",Enrolls postpartum,Postpartum women aged 18-55 during delivery hospitalization.,1,1,Postpartum women aged 18-55 during delivery hospitalization.,
72,NCT05049616,Oral Combined Hydrochlorothiazide/Lisinopril Versus Oral Nifedipine for Postpartum Hypertension: A Comparative Effectiveness Pilot Randomized Controlled Trial,"The purpose of this study is to see if a combined pill of Angiotensin-converting enzyme (ACE) inhibitors (a medication that helps relax your veins and arteries to lower your blood pressure) with diuretics (sometimes called water pills, help rid your body of salt and water) will control blood pressure better than a different blood pressure medication of calcium channel blocker (lower your blood pressure by preventing calcium from entering the cells of your heart and arteries). Both medications are part of our usual care for high blood pressure after delivery.",Inclusion Criteria:~Postpartum women at ≥ 18 years of age~Postpartum diagnosis of persistent hypertension (2 measurements of Systolic BP ≥150 and/or diastolic BP ≥ 100 or systolic BP ≥140 and/or diastolic BP ≥ 90 for people with diabetes) requiring an oral medication based on the ACOG criteria or~Hypertensive disorder of pregnancy diagnosed antepartum or intrapartum requiring blood pressure medication in the postpartum~Chronic hypertension requiring blood pressure medication postpartum~Exclusion Criteria:~Urine output < 30 cc/h prior to screening for eligibility~Creatinine > 1.4 during current admission~End-stage renal disease~Hypersensitivity to ACE inhibitors or sulfa drugs~Idiopathic/hereditary angioedema~Hyperkalemia (serum potassium >5 mEq/L) during current admission~Pulmonary edema,Enrolls postpartum,Postpartum women at ≥ 18 years of age,1,1,Postpartum women at ≥ 18 years of age~Postpartum diagnosis of persistent hypertension,
73,NCT01977898,Incidence of Post-Dural Puncture Headache Following Unintentional Dural Puncture: A Randomized Trial of Intrathecal Morphine Versus Saline,"The purpose of this study is to evaluate the use of intrathecal morphine administration following an unintentional dural puncture, to decrease the incidence of post dural puncture headaches (PDPH) in obstetric patients.",Inclusion Criteria:~Postpartum patients following vaginal delivery~Unintentional dural puncture~Functioning intrathecal catheter~Patients must be 18 years of age or older~English speaking.~Exclusion Criteria:~History of previous PDPH~Body mass index BMI > 40 kg/m2~History of obstructive sleep apnea (OSA)~Morphine allergy~Patients who receive Cesarean delivery,Enrolls postpartum,Inclusion Criteria: Postpartum patients following vaginal delivery,1,1,Postpartum patients following vaginal delivery,
74,NCT00213096,"A Randomized, Open-Label Study Comparing the Effect of a Contraceptive Vaginal Ring Delivering Daily Doses of 150 Micrograms Nestorone and 15 Micrograms Ethinyl Estradiol to an Oral Contraceptive Containing 150 Micrograms of Levonorgestrel and 30 Micrograms of Ethinyl Estradiol Per Tablet on Hepatic Factors Including Coagulation Factors","The purpose of this 3-month (cycle) study was to evaluate the effects of hormonal contraceptives containing a progestin and an estrogen on liver proteins and coagulation factors that are sensitive to estrogen. In this study, a contraceptive vaginal ring containing Nestorone® (a progestin with no androgenic properties) and ethinyl estradiol was compared to an oral contraceptive containing levonorgestrel (an androgenic progestin) and ethinyl estradiol.","Inclusion Criteria:~Healthy women, aged 18-34 years, who did not wish to become pregnant for 3 months (or 5 months if first discontinuing oral contraceptives~Intact uterus and at least 1 ovary~Have regular menstrual cycles (28 ± 7 days) or 2 regular cycles after parturition or abortion~Willing to use condoms while having sexual intercourse during the 3 month study (or 5 months if discontinuing oral contraceptives), or~Willing to continue use of a specified non-hormonal method of birth control including permanent sterilization, non-hormone-containing IUD, male condoms, or abstinence during the study or to use condoms if discontinuing one of these methods~Willing and able to comply with the protocol~Willing and able to sign informed consent prior to entry into the study and prior to discontinuing another method of contraception~Easy venous access~Exclusion Criteria:~Pregnancy~Known hypersensitivity to estrogens or progestins~Known hypersensitivity to silicone rubber~Undiagnosed vaginal discharge or vaginal lesions or abnormalities~Smoking status: >15 cigarettes per day~Breastfeeding~Current or past thrombophlebitis or thromboembolic disorders~Family history of venous thrombosis or embolism (1st degree relatives <55 years of age)~Known history of Factor V Leiden or positive screening test for APC-resistance~Current or past cerebrovascular or coronary artery disease~Carcinoma (hormone-dependent tumor; past history of any carcinoma not in remission for >5 years)~Medically diagnosed severe depression~Headaches with focal neurological symptoms~Undiagnosed abnormal genital bleeding~History of cholestatic jaundice of pregnancy or jaundice with prior steroid use~Benign or malignant liver tumors; active liver disease~Diastolic/systolic BP ≥90/140 mmHg after 5 min. rest~Known or suspected alcoholism (>2 drinks/day)or drug abuse~Positive for hepatitis B & C and/or HIV 1 or 2, abnormal screening CBC, serum chemistry values (including fasting, total cholesterol and triglycerides), abnormal Pap smear, abnormal findings on dipstick urinalysis, or an abnormal electrocardiogram (ECG)~Participation in a clinical trial within last 3 months or more than 1 trial in the last year~BMI (kg/m2) >28~Use of injectable contraceptives in last 6 months (e.g. cyclofem or DMPA)~Unwilling to stop oral contraceptives for 2 months prior to study initiation~Use of implanted hormonal contraceptives, including Mirena or Implanon, in last 2 years~Not living in the catchment area of the clinic*Severe cystoceles or rectoceles",Neither,0,1,0,2 regular cycles after parturition,
75,NCT05139238,Oral Nifedipine Versus Intravenous Labetalol for Postpartum (PP) Hypertensive Emergency: A Randomized Clinical Trial (RCT),The purpose of this study is to assess which blood pressure medication (intravenous labetalol or oral nifedipine) works better in treating severely elevated blood pressure in women who have just delivered a baby.,"Inclusion criteria~Patients admitted to labor and delivery (L&D) with blood pressure (BP) in severe range, defined as a systolic ≥160 mm Hg and/or diastolic ≥110 mm Hg~Postpartum, immediately to 6 weeks postpartum~With a prior diagnosis of chronic hypertension (not on medication) or hypertensive disorder of pregnancy~Exclusion criteria~They may not have previously had exposure to either study medication within the previous 24-hour period.~Patients with a known atrial-ventricular heart block or moderate to severe bronchial asthma will be excluded, or other contraindication to receiving either study medication",Enrolls postpartum,"Postpartum, immediately to 6 weeks postpartum",1,1,"Postpartum, immediately to 6 weeks postpartum",
76,NCT03478163,Antibiotics During Intrauterine Balloon Tamponade Placement,The goal of this study is to identify whether antibiotics given at the time of placement of an intrauterine balloon tamponade (IBT) will result in reduction of the risk of endometritis. The investigators hypothesize that antibiotics given at the time of intrauterine balloon tamponade will reduce the likelihood of postpartum endometritis.,"Inclusion Criteria:~Female~Able to give consent~Gestational age > 24 weeks~Postpartum~Placement of an IBT within the last 2 hours with plans for it to remain in situ for at least 2 hours~Primary obstetrician amenable to proceeding with either method of management during the study period.~Exclusion Criteria:~Age < 18 years old~IBT removed within 2 hours of placement~Chorioamnionitis~Insufficient documentation of demographics, delivery outcomes, or peripartum events including postpartum hemorrhage, infectious outcomes",Enrolls postpartum,Inclusion Criteria:~Female~Able to give consent~Gestational age > 24 weeks~Postpartum~Placement of an IBT within the last 2 hours with plans for it to remain in situ for at least 2 hours,1,1,postpartum endometritis,
77,NCT02365909,A Prospective Randomized Double-Blind Placebo Controlled Study Evaluating Sphenopalatine Ganglion Block (SPGB) for Treatment of Postdural Puncture Headache (PDPH),"Postdural puncture headaches (PDPH) are a consequence of spinal and epidural anesthesia in approximately 1% of cases when performed in obstetric patients. The gold standard treatment for a PDPH is currently an epidural blood patch (EBP), which involves placing a needle back into the epidural space of the neuraxium and then injecting 20 ml of the patient's own blood through the needle and into the epidural space to form a clot over the insult in the tissue layer that causes the headaches. The investigators want to test the efficacy of using a less invasive procedure, called a sphenopalatine block (SPGB), for treatment of PDPH. SPGB has been used for many years in the treatment of migraines and cluster headaches, and there are several case reports of its use to successfully treat PDPH as well. SPGB simply involves applying a local anesthetic to the mucosa in the back of each nostril to numb the nerves that cause the headache. The investigators hope that the SPGB will reduce the number of PDPH patients that require and EBP.",Inclusion Criteria~Active postdural puncture headache within 7 days after neuraxial analgesia/anesthesia~Age ≥ 18 years.~ASA physical status ≤ 3~Exclusion Criteria~Known coagulopathy~Known nasal septal deviation or abnormalities~Medical conditions contraindicated to bupivacaine or the nasal applicator (according to the product labeling),Neither,0,1,1,Active postdural puncture headache within 7 days after neuraxial analgesia/anesthesia,
