,nct_id,official_title,summary,criteria,conditions,Nonviable_GPT,Nonviable_quote,Review,
21,NCT02852434,Self-administered Lidocaine Gel for Pain-control During Cervical Preparation for Dilation and Evacuation: A Randomized Controlled Trial,This study seeks to compare self-administered lidocaine gel for pain control during cervical preparation for dilation and evacuation (D&E) to paracervical block.,Inclusion Criteria:~Women 18 and older~Intrauterine pregnancy ≥16 weeks gestation~English speaking competency~Willing and able to sign consent forms~Agree to comply with study procedures~Exclusion Criteria:~Women less than 18 years of age~IV conscious sedation~Known allergy to study medication (lidocaine)~Any women not meeting inclusion criteria above will be excluded from participation,"pain management, cervical preparation",1,This study seeks to compare self-administered lidocaine gel for pain control during cervical preparation for dilation and evacuation (D&E) to paracervical block.,1,
22,NCT01011634,"A Double Blinded, Placebo-controlled Randomized Control Trial Comparing Intravenous Moderate Sedation and Oral/Sublingual Analgesia/Anxiolysis for First Trimester Surgical Abortions","In the United States, the majority of first-trimester surgical abortions are performed in outpatient clinics that utilize a wide variety of oral and intravenous regimens for pain control. The specific aim of this study is to evaluate the equivalency of intravenous moderate sedation (fentanyl 100 mcg and midazolam 2 mg) versus oral analgesia/anxiolysis (lorazepam 2 mg sublingual, hydrocodone/acetaminophen 5/500 mg, and ibuprofen 800 mg) for first-trimester surgical abortions. The investigators hypothesize that oral moderate sedation and intravenous moderate sedation will be equivalent in controlling pain as measured by a difference of +/- 10 on a 100-point (range 0-100) visual analog pain scale.",Inclusion Criteria:~Intrauterine pregnancy <12 weeks gestation (as confirmed by ultrasound)~Ability to undergo outpatient abortion without an anesthesiologist~Age ≥ 16 years old~Informed consent prior to participation in study~English or Spanish language capacity (or staff or professional translator available for all study procedures)~Exclusion Criteria:~Possible ectopic pregnancy~Known allergy to study medications or misoprostol~Current unstable psychiatric disorder~Current alcohol/drug/narcotic/benzodiazepine/barbituate dependence within the previous 2 months~Weight < 50 kg,undesired intrauterine pregnancy~first trimester pregnancy,1,first trimester surgical abortions,1,
23,NCT00310921,"A Randomized Study of Cervical Priming With Misoprostol Prior to Elective First Trimester Pregnancy Termination: Effects on Pain, Ease of Procedure and Complications",The purpose of this study is to determine whether misoprostol administered prior to elective first trimester pregnancy has an effect on pain and ease of procedure and complications.,"Inclusion Criteria:~Subjects must meet the following inclusion criteria: after completion of a full history and physical exam each subject must be judged physically and mentally stable by the enrolling practitioner; subjects must be between 7 and 11 weeks pregnant and desiring termination. Gestation dating must be based on a reliable menstrual history consistent with a bimanual exam or ultrasound. All subjects must give informed consent after the study has been explained.~Exclusion Criteria:~Subject must not have a physical or mental health condition which could be adversely affected by the study drug, including a history of allergy to prostaglandins or, specifically, to misoprostol.","abortion, therapeutic",1,The purpose of this study is to determine whether misoprostol administered prior to elective first trimester pregnancy has an effect on pain and ease of procedure and complications.,1,
24,NCT00121329,4% Intrauterine Lidocaine Infusion for Pain Management in First Trimester Abortions,"Recent studies have investigated the use of local anesthetics (i.e. lidocaine, mepivacaine) to lessen the pain experienced with minor gynecologic procedures such as endometrial biopsy and office hysteroscopy. Local anesthetic injected into the uterine cavity has been demonstrated effective in some studies at decreasing patient pain associated with these intrauterine procedures at an anesthetic concentration of at least 2%. Based on this evidence, we hypothesized that an intrauterine lidocaine infusion may reduce patient pain during first trimester abortions.",Inclusion Criteria:~Age > 18 years old~Good general health~English speaking~Confirmation of gestational age by ultrasound~Body weight > 100 lbs.~Pregnancy < 11 weeks,pain,1,we hypothesized that an intrauterine lidocaine infusion may reduce patient pain during first trimester abortions.,1,
25,NCT01457521,PAIN CONTROL IN FIRST TRIMESTER MEDICAL ABORTION: A Randomized Trial,This trial will compare two oral analgesic regimens in women undergoing first trimester medical abortion with mifepristone and misoprostol. The primary study outcome is pain.,Inclusion Criteria:~Pregnant women with a gestational age of 63 days or less~Desire a medical abortion with mifepristone and misoprostol~Exclusion Criteria:~- Have contraindications to ibuprofen,pain,1,This trial will compare two oral analgesic regimens in women undergoing first trimester medical abortion with mifepristone and misoprostol.,1,
26,NCT03604341,Cannabinoid Analgesia for Medical Abortion: A Randomized Controlled Trial,"The objective of this study is to determine if a synthetic cannabis derivative, dronabinol, in addition to ibuprofen, decreases maximum pain scores compared to ibuprofen and placebo in women undergoing medical abortion. Results of this study will help providers counsel patients regarding cannabis use during medical abortion.","Inclusion Criteria:~Aged 21 years or older~Consented for elective medical abortion~Pregnancy with intrauterine gestational sac up to 10 0/7 weeks, dated by ultrasound~Able and willing to receive text messages via phone~English speaking~Able and willing to give informed consent and agree to the study terms~Have assistance at home; no motor vehicle use while taking study medications~Exclusion Criteria:~Desires to continue pregnancy or currently breastfeeding~Lack of access to cell phone and texting capabilities~Prior participation in this study~Early pregnancy failure~Contraindications to the study medications: Marinol or marijuana derivatives, sesame oil, Ibuprofen~Contraindications to medical abortion with Mifepristone or Misoprostol~History of methadone, buprenorphine or heroin use within the last year~History of a seizure disorder~Used marijuana 5 or more days in the last week~History of any adverse effects associated with prior use of recreational or medical marijuana products, or sensitivity/allergy to Marinol.",medical abortion~pain,1,"The objective of this study is to determine if a synthetic cannabis derivative, dronabinol, in addition to ibuprofen, decreases maximum pain scores compared to ibuprofen and placebo in women undergoing medical abortion.",1,
27,NCT02755090,Nitrous Oxide Versus Intravenous Sedation for Anesthesia,"This study is a multi-site, double-blinded, randomized, non-inferiority clinical trial of inhaled nitrous oxide with oxygen (N2O/O2) versus intravenous (IV) sedation, with fentanyl and midazolam, for pain management in adult women having a pregnancy termination procedure between 12 and 16 weeks gestational age.","Inclusion Criteria:~18 years old or older~pregnancy termination at gestational age of 12-16 weeks~able to read and understand either English or Spanish~able to obtain reliable post-procedure transportation~Exclusion Criteria:~contraindications to outpatient pregnancy termination~contraindications to nitrous oxide use (such as pernicious anemia, current treatment with bleomycin chemotherapy, active upper respiratory illness, or COPD)~intrauterine fetal demise~chronic narcotic use~known adverse reaction to nitrous oxide, Fentanyl, or Versed",pregnancy termination in second trimester,1,pregnancy termination procedure between 12 and 16 weeks gestational age,1,
28,NCT01436279,Mifepristone Versus Osmotic Dilator Insertion for Cervical Preparation Prior to Surgical Abortion at 15-18 Weeks,"In this study the investigators plan to compare mifepristone and misoprostol use to osmotic dilator use for cervical preparation for 15-18 week surgical abortion. Mifepristone would be given 24 hours prior to abortion, and misoprostol 400 mcg would be administered buccally 2 hours prior to abortion. Osmotic dilators are the method currently used in our institution, and are placed 24 hours prior to abortion. The primary outcome will be the length of the procedure. Secondary outcomes will include amount of dilation achieved, ease of procedure, participant's assessment of discomfort before mifepristone or dilators, discomfort during the abortion procedure, acceptability to participants, and acceptability to staff.","Inclusion Criteria:~Women 18-50 years of age undergoing surgical termination of pregnancy~English or Spanish speaking~Gestational age between 15 and 18 weeks gestation on day of abortion (inclusive), by ultrasound dating~Eligible for a dilation and evacuation abortion with local anesthesia and sedation~Ultrasound for dating purposes done within the last two weeks~Exclusion Criteria:~Intrauterine infection~Fetal demise~Ruptured membranes~Multiple gestation~Uterine anomaly or significant distortion of the uterus with fibroids~BMI greater than 45~Inability to place osmotic dilators~Active substance abuse or intoxication~Adrenal failure, chronic corticosteroid use, anticoagulant usage~Severe cervicitis, until treated and resolved~Prior Cesarean section",cervical preparation,1,In this study the investigators plan to compare mifepristone and misoprostol use to osmotic dilator use for cervical preparation for 15-18 week surgical abortion.,1,
29,NCT01048658,Sevoflurane as an Anesthetic During Dilation and Evacuation Procedures: Does it Increase Blood Loss and Interventions for Blood Loss and Why Do Anesthesiologists Choose to Use It?,"Sevoflurane is an FDA-approved anesthetic drug commonly used for anesthesia during second trimester abortion procedures. It has a few advantages, including ease of use by the anesthesia provider. However, the literature suggests that when used in doses higher than those used at Oregon Health & Science University (OHSU) and Lovejoy, it is associated with an increase in the risk of bleeding. The investigators study aims to test whether the lower dose used at OHSU and Lovejoy during second trimester abortion procedures causes any difference in blood loss, when compared to similar abortion procedures for which this drug is not used.","Inclusion Criteria:~Voluntarily requesting pregnancy termination~Estimated gestational age of 18 weeks - 23 weeks, 6 days gestational age as calculated by fetal biparietal diameter on clinic ultrasound.~Be able and willing to sign an informed consent and agree to terms of the study~Exclusion Criteria:~Known severe maternal respiratory disease or upper respiratory infection or sinus blockage~Anticoagulation use: within 24 hours if Lovenox, or within 12 hours if heparin, (Must have a documented normal international normalized ratio (INR) prior to procedure if on anticoagulation)~Multiple pregnancy~Fetal demise, if more than 2 weeks difference exists between known gestational age (by previous US dating) and gestational size on current ultrasound.~Known allergy/sensitivity to sevoflurane or any other inhaled anesthetic agents",blood loss~anesthesia,1,Sevoflurane is an FDA-approved anesthetic drug commonly used for anesthesia during second trimester abortion procedures.,1,
30,NCT00383032,Randomized Controlled Trial of Mifepristone Versus Laminaria for Cervical Ripening In Midtrimester Induction,"Data from other countries have suggested that oral mifepristone used as a cervical ripening agent may decrease induction to delivery time in midtrimester inductions. To our knowledge, there are no trials comparing mifepristone to laminaria in a standard clinical setting with standardized misoprostol induction protocol to examine the issue of induction to delivery time. We hypothesize that mifepristone will work at least as well as laminaria for midtrimester cervical ripening prior to induction of labor with misoprostol.","Inclusion Criteria:~pregnant women with fetal anomalies, aneuploidy, or demise at 15-22 weeks gestation~age greater than 16~able to speak English~Exclusion Criteria:~prior uterine scar or~allergy or history of bad reaction to any of the study drugs or~history of chronic adrenal failure or~porphyria or~concurrent long-term corticosteroid treatment","abortion, induced",1,"Inclusion Criteria: pregnant women with fetal anomalies, aneuploidy, or demise at 15-22 weeks gestation",1,
31,NCT05819619,Prophylactic Analgesic and Antiemetic Regimen for Medical Abortion < 70 Days,Randomized trial which will aim to evaluate whether prophylactic use of ondansetron and ibuprofen will decrease side effects associated with medical abortion and increase patient satisfaction.,"Inclusion Criteria:~Healthy~English speaking~female volunteers undergoing medical abortion whether for voluntary interruption of pregnancy or missed abortion~Gestational age </= 70 days confirmed via ultrasound~Access to a time keeping device~Willingness to complete a telephone or in-clinic follow up~Exclusion Criteria:~chronic medical problems including but not limited to cardiac conditions, malignancy or organ damage~Failed medical abortion resulting in surgical management~Known intrauterine infection~Known allergy to ondansetron or ibuprofen~Subjects chronically receiving analgesic drugs~Subjects unable to give consent~Subjects taking medications that interact with ondansetron or ibuprofen",nausea~pain,1,female volunteers undergoing medical abortion whether for voluntary interruption of pregnancy or missed abortion,1,
32,NCT01595282,Intramuscular Ketorolac Versus Oral Ibuprofen for Pain Relief in First Trimester Suction Curettage: a Randomized Clinical Trial.,The aim of this study is to compare the effect of pre-procedural ketorolac to ibuprofen on immediate post-procedural pain scores in patients undergoing first trimester suction curettage with local anesthesia only.~Our primary hypothesis is that IM ketorolac compared to oral ibuprofen will result in an approximate 30% reduction in pain scores on a 21-point numerical rating scale immediately after the procedure.~Secondary hypotheses include:~Pain scores on the 21-point scale will also be significantly lower in the ketorolac group immediately after cervical dilation and 15 minutes post-procedure.~Fewer patients in the ketorolac group will rate their pain as severe on a subjective pain rating scale.~Patients in the ketorolac group will be more satisfied with their pain control.~Side effects will be similar between groups.,"Inclusion Criteria:~Women age 18 or older seeking suction curettage at Planned Parenthood League of Massachusetts (PPLM)~Gestational age less than or equal to 11+6, confirmed by ultrasound~Eligible for suction curettage according to PPLM protocols~Choice of local anesthesia~Exclusion Criteria:~Choice of IV sedation for pain control~Hypersensitivity to NSAIDs or lidocaine~Contraindications to NSAIDs:~Active renal disease Active hepatic disease Gastric ulcer disease or gastritis Long-term NSAID or aspirin use Bleeding disorder~NSAIDs taken < 8 hours prior to procedure~Need for cervical ripening with either misoprostol or mechanical priming agent (laminaria/Dilapan)~Long-term narcotic use~Unable or unwilling to complete required study procedures~Previous participation in the study",pain,1,The aim of this study is to compare the effect of pre-procedural ketorolac to ibuprofen on immediate post-procedural pain scores in patients undergoing first trimester suction curettage with local anesthesia only.,1,
33,NCT00337792,A Randomized Clinical Trial Comparing Oral Conscious Sedation With Intravenous Conscious Sedation for First Trimester Surgical Abortion,"The main objective of this study is to determine the equivalency of oral conscious sedation and intravenous conscious sedation for first trimester surgical abortion. We hypothesize that oral conscious sedation will be equivalent to intravenous conscious sedation for pain control. Additional objectives include describing subject satisfaction with each method of pain control and characteristics of each method such as side effect profile, recovery room time, and postoperative pain.","Inclusion Criteria:~Age 18 or older.~Undesired pregnancy between 6 0/7-12 6/7 weeks gestation.~Has already signed consent for pregnancy termination.~Eligible for IV sedation per clinic protocol.~Exclusion Criteria:~Under 120 lbs.~Allergies to any of the drugs being studied.~Chronic narcotics, barbiturates or benzodiazepine use within the past year.~History of IV drug use within the last year.~Inability to give informed consent.~Does not speak English or Spanish and does not have translator for all study procedures~Previously participated in study",undesired pregnancy,1,The main objective of this study is to determine the equivalency of oral conscious sedation and intravenous conscious sedation for first trimester surgical abortion.,1,
34,NCT01636063,Mifepristone Versus Misoprostol for Cervical Preparation Prior to Surgical Abortion Between 11 to 15 Weeks,"Surgical abortion in the late first trimester and early second trimester is usually performed with the aid of a cervical preparing agent, which helps to open up the uterine cervix for the procedure. Routine use of cervical preparants is recommended by several organizations during this period of pregnancy before surgical abortion, especially in younger women or those who have not delivered a baby, because their cervices may be more difficult to dilate without a preparant.~The standard medication used for cervical preparation is misoprostol. Unfortunately, misoprostol may cause uncomfortable uterine cramping and vaginal bleeding in patients who use it. Another medication called mifepristone has been shown to dilate the cervix better than misoprostol in the first trimester, but little information exists about using mifepristone in the late first trimester and early second trimester.~The investigators plan to perform a prospective, double-blind, randomized trial to evaluate if mifepristone is a better cervical preparant than misoprostol. A total of 110 participants who are pregnant women desiring pregnancy termination 11 to 15 weeks gestational age will be recruited. Half will receive mifepristone and the other half misoprostol. The investigators will measure the amount of cervical dilation achieved right before a surgical abortion to determine if mifepristone is significantly different than misoprostol as a cervical preparant at this stage of pregnancy. The investigators expect that mifepristone will work better than misoprostol for this purpose.~The investigators hope to generate information about mifepristone so that women and their health care providers can know more about mifepristone as an option for cervical preparation before surgical abortion.","Inclusion Criteria:~Age greater or equal to 18 years~Fluency in English or Spanish~Intrauterine pregnancy between 11 0/7 and 15 0/7 on the day of the abortion procedure~Desire for pregnancy termination~Ability to return for abortion procedure 24-48 hours after the preoperative visit~Exclusion Criteria:~Allergy or contraindication to study agents~Requirement of general anesthesia to perform the abortion~Diagnosis of missed abortion, spontaneous abortion, incomplete abortion, or threatened abortion at time of initial preoperative evaluation",induced abortion~abortion techniques~mifepristone~misoprostol,1,"The investigators plan to perform a prospective, double-blind, randomized trial to evaluate if mifepristone is a better cervical preparant than misoprostol. A total of 110 participants who are pregnant women desiring pregnancy termination 11 to 15 weeks gestational age will be recruited.",1,
35,NCT02704481,Non-surgical Alternatives to Treatment of Failed Medical Abortion: A Randomized Controlled Double-blind Trial,The primary outcome of this study is to compare the effectiveness of a second complete course of 200 mg mifepristone and 800 mcg misoprostol for ongoing pregnancy following mifepristone-misoprostol medical abortion.,Inclusion Criteria:~Have ultrasound evidence of an ongoing pregnancy (embryo with cardiac activity) <= 77 days gestational age at follow-up after using a mifepristone-misoprostol regimen for termination of pregnancy~Agree to comply with study procedures~Able to consent to study participation~Exclusion Criteria:~Have an ongoing pregnancy but did not take an initial course of mifepristone and misoprostol at the study site~Are < 18 years old in US and Canadian sites~Present with other medical abortion outcomes including persistent non-viable pregnancies or empty sac~Are unable to provide contact information for follow-up purposes,abortion failure,1,Exclusion Criteria:~Present with other medical abortion outcomes including persistent non-viable pregnancies or empty sac,1,
36,NCT00193674,"Oral Dydrogesterone Treatment During the First Trimester of Pregnancy in Women With Recurrent Miscarriage: A Double-Blind, Prospectively Randomized, Placebo-Controlled, Parallel Group Trial",The purpose of this clinical study is to demonstrate the shift from inflammatory cytokines to non-inflammatory cytokines in women suffering from habitual abortion treated with dydrogesterone (Duphaston).,"Inclusion Criteria~Women with a history of idiopathic recurrent miscarriage, based on a documented history of at least three spontaneous consecutive miscarriages before 20 weeks gestation with the same partner Exclusion Criteria~Any verifiable cause of the recurrent miscarriages apart from luteal phase defect (e.g. systemic lupus erythematosus [SLE], infections with chlamydia or mycoplasma)~Any gynecological neoplasias or anatomical abnormalities that oppose pregnancy~Concurrent infertility treatment/superovulation protocol",recurrent miscarriage,1,The purpose of this clinical study is to demonstrate the shift from inflammatory cytokines to non-inflammatory cytokines in women suffering from habitual abortion treated with dydrogesterone (Duphaston).,0,
37,NCT00177333,Serum Levels of Doxycycline at the Time of Abortion With Two Dosing Regimens,"This is a randomized double-blind, controlled trial comparing two regimens of pre-abortion doxycycline. The aims of the study are to determine the serum levels of doxycycline when administered pre-operatively 4 hours or approximately 18 hours before a dilation and evacuation (D & E) abortion. The hypotheses being tested are that subjects who receive doxycycline with food the night before an abortion will have adequate serum levels, but less nausea and vomiting compared to women who take the doxycycline on an empty stomach on the morning of the abortion. Subjects will either take 200mg doxycycline on the night before and 2 caps placebo with a sip of water on the morning of surgery or 2 caps placebo the night before and 200mg doxycycline on the morning of surgery with a sip of water. All capsules will look identical. Diaries, questionnaires and a 10cc sample of blood for doxycycline levels will be collected from the subjects at the time of surgery.","Inclusion Criteria:~Gestational age 15-23 weeks by ultrasound.~Willing and able to sign an informed consent.~Placement of cervical dilators. Dilators must be placed before giving any subject doxycycline in order to ensure that all subjects who receive doxycycline will have an abortion.~Willing to comply with the study protocol.~Age at enrollment of 18 years or more.~Exclusion Criteria:~Need for an urgent D & E. Indications for this include ruptured membranes, advanced cervical dilation, infection, and fetal demise.~Allergy to doxycycline or any tetracycline~Exposure to or treatment for gonorrhea or chlamydia within the past 90 days.~Current or recent (within the past week) use of any other antibiotic.~Prior cardiac valve surgery or cardiac valve replacement. These patients should all receive alternative antibiotics for endocarditis prophylaxis.~Active use of alcohol, heroin, or cocaine. Active use of alcohol will be defined as more than 2 drinks per day. Any use of heroin or cocaine will be considered exclusionary.","abortion, induced~vomiting",1,The aims of the study are to determine the serum levels of doxycycline when administered pre-operatively 4 hours or approximately 18 hours before a dilation and evacuation (D & E) abortion.,1,
38,NCT03480009,Dextromethorphan as a Novel Non-opioid Adjunctive Agent for Pain Control in Medication Abortion: a Randomized Controlled Trial,"This study evaluates dextromethorphan as a non-opioid adjunctive medication for pain control during medication abortion. This is double-blinded, four-arm randomized controlled trial enrolling 156 women over a period of 9-12 months: Receiving narcotics+dextromethorphan, narcotics and placebo (microcrystalline cellulose), no narcotics and dextromethorphan and no narcotics and placebo (microcrystalline cellulose).","Inclusion Criteria:~Women aged 18 and over~Willing to give voluntary consent~English-speaking~Eligible for medication abortion per Planned Parenthood of Western Pennsylvania protocol~Self-reported reliable cellular phone access for the duration of study participation~Able to receive and reply to a test text at time of consent~Willing to comply with the study protocol~Exclusion Criteria:~Use of selective serotonin reuptake inhibitors or monoamine oxidase inhibitors due to risk of Serotonin Syndrome~Allergy to any component of the medication abortion regimen or study drug~Has any other condition that, in the opinion of the investigator, would preclude informed consent, make study participation unsafe, complicate the interpretation of the study outcome data, or otherwise interfere with achieving the study objectives~Anticipated use of dextromethorphan during study period",abortion in first trimester,1,This study evaluates dextromethorphan as a non-opioid adjunctive medication for pain control during medication abortion.,1,
39,NCT01224509,Cervical Prostaglandin EP3 Receptor mRNA Expression 48 Hours After Administration of Mifepristone,"The purpose of this study is to determine the effect of mifepristone on the expression of three cervical EP3 receptor isoforms (EP3-2, EP3-3 and EP3-6) in pregnant women ≤63 days gestational age.","Inclusion Criteria:~good general health~≥18 years old~seeking termination of a viable intrauterine pregnancy of ≤63 days, without any evidence of a threatened or spontaneous abortion~Exclusion Criteria:~medical problems~confirmed or suspected ectopic pregnancy~having taken medications in the seven days prior to enrollment that would affect PG synthesis or metabolism of mifepristone",cervical prostaglandin ep3 receptors~pregnancy,1,"seeking termination of a viable intrauterine pregnancy of ≤63 days, without any evidence of a threatened or spontaneous abortion",1,
40,NCT00475228,Immediate Versus Delayed Insertion of the Levonorgestrel-Releasing Intrauterine Device Following Dilation and Evacuation: A Randomized Controlled Trial,"This study is a randomized controlled trial of insertion of the levonorgestrel-releasing intrauterine device (LNG-IUD) immediately following dilation & evacuation (D&E) compared to delayed insertion 3-6 weeks post-D&E. Eighty-eight women undergoing D&E between 15 0/7 and 23 6/7 weeks gestation will be enrolled at Magee-Womens Hospital, Pittsburgh, PA. The primary outcome is LNG-IUD usage six months following enrollment. We hypothesize that more women receiving immediate insertion will be using the LNG-IUD 6 months after the D&E procedure than women receiving delayed insertion. Secondary outcomes include the proportion receiving an IUD, continuation rate, complication rates, subject satisfaction, and quality of life. The utility of ultrasonography in predicting expulsion will also be examined. Anticipated problems include poor subject follow-up and coordinating the intra-operative study procedures.","Inclusion Criteria:~Gestational age from 15 weeks 0 days to 23 weeks 6 days at enrollment (time of D&E), confirmed by ultrasound~Has already consented to a D&E~Desires to use the LNG-IUD (Mirena) for contraception for 12 months or more~Willing and able to sign an informed consent~Willing to comply with the study protocol~Age greater than or equal to 18 years~Primary residency in Allegheny, Beaver, Washington, Westmoreland, Butler, Armstrong, Indiana, Fayette, Greene, or Lawrence counties of Pennsylvania~Exclusion Criteria:~Allergy to either polyethylene or levonorgestrel~Urgent need for termination of pregnancy (active bleeding or infection)~Exposure to or treatment for gonorrhea or Chlamydia within the past 90 days~Diagnosis of pelvic inflammatory disease within the past year~Presence of one or more leiomyomata greater than 3 centimeters in diameter~Uterine anomaly (other than a repaired septate uterus)~Current participation in any other intervention trial~Post-Enrollment Pre-Randomization Exclusion criteria (to be assessed at the completion of the D&E. These criteria will be used to define a group not eligible for immediate insertion. Since these complications contraindicate immediate insertion, the issue of whether immediate and delayed insertion is preferable is no longer in question.)~Uterine perforation~Hemorrhage as defined by one of the following: (1) need for transfusion; (2) estimated blood loss greater than 500 cc; (3) intrauterine placement of a Foley catheter; or (4) the use of 3 or more doses of uterotonic medications~Evidence of infection at the time of the D&E, including fever (temperature ≥ 38°C) or pus at the cervical os~Subject no longer desires a LNG-IUD",contraceptive usage,1,This study is a randomized controlled trial of insertion of the levonorgestrel-releasing intrauterine device (LNG-IUD) immediately following dilation & evacuation (D&E) compared to delayed insertion 3-6 weeks post-D&E.,1,"after D&E, but still think the classification is sensible"
41,NCT02408965,A Randomized Controlled Trial of Methylergonovine Prophylaxis After Dilation and Evacuation Abortion,"Excessive bleeding after dilation and evacuation (D&E) requiring interventions is common, occurring in approximately 30% of cases at one large abortion-providing clinic. Uterotonic prophylaxis at the time of D&E, particularly with methylergonovine maleate (MM), is a common practice among D&E providers despite nearly no evidence for its efficacy. Finding ways to decrease excessive bleeding after D&E has the potential both to improve patient safety and to reduce costs of provider-initiated interventions. The investigators propose a randomized, controlled trial to investigate the efficacy of MM prophylaxis versus placebo in decreasing excessive bleeding measured by a composite outcome among women undergoing D&E at 20 to 24 weeks.",Inclusion Criteria:~Between 20 wks 0 days gestation and 24 wks 0 days gestation~English or Spanish speaking~BP before injection 140/90 or below~18 years old or over~Exclusion criteria:~hypertension either on the preoperative or operative day (defined as systolic blood pressure greater than 140 mmHg or diastolic blood pressure greater than 90 mmHg)~D&E procedures with more than one day of cervical preparation with dilators~use of protease inhibitors~known coagulopathy~known morbidly adherent placenta,hemorrhage,1,"The trial involves dilation and evacuation (D&E) abortions, which are nonviable pregnancies.",1,
42,NCT02944656,Gabapentin as an Adjunct to Paracervical Block for Perioperative Pain Management for Surgical Abortion: a Randomized Controlled Trial,"This is a randomized controlled trial of gabapentin 600 mg compared to placebo given 1-2 hours preoperatively in conjunction with perioperative paracervical block for surgical abortion. The researchers hypothesize that adding gabapentin to local anesthesia will reduce perioperative and postoperative pain associated with surgical abortion. Additionally, the researchers hypothesize that gabapentin will reduce nausea, vomiting, anxiety, and consumption of pain medication.","Inclusion Criteria:~Women >=18 years-old~Presenting for a surgical abortion~Fluency in English and able to provide informed consent~Has a driver to take them home following the procedure~Exclusion Criteria:~Allergy, sensitivity or contraindication to gabapentin~Severe renal disease~Currently using gabapentin or pregabalin~Contraindication to outpatient abortion under local anesthesia",pain,1,surgical abortion,1,
43,NCT02454296,Paracervical Block for Pain Associated With Laminaria Insertion,To assess if paracervical block is effective at reducing discomfort during placement of intracervical laminaria for pre-operative cervical preparation.,Inclusion Criteria:~Pregnant women between the ages of 18-49 years~Desiring surgical termination of pregnancy or surgical management of a fetal demise~Treatment plan involves cervical preparation with laminaria~Participant able to provide informed consent in English and willing to participate in the study~Exclusion Criteria:~Unable to read/speak/understand English~Contraindications to receiving lidocaine,pain,1,Desiring surgical termination of pregnancy or surgical management of a fetal demise,1,
44,NCT02620904,"Mifepristone Induction for Fetal Demise, a Randomized Control Trial","Methods: Double blinded, randomized controlled trial with 1:1 allocation of mifepristone or placebo at initiation of induction of labor for fetal demise 20 weeks estimated gestational age or greater.~Hypothesis: Mifepristone will expedite time to delivery of fetus among demise patients, when compared to placebo, and in conjunction with other pharmacologic methods for induction of labor.~Expected outcomes: The addition of a progesterone receptor modulator will expedite time to delivery of the fetus and ultimately improve the experience associated with induction of labor for fetal demise.",Inclusion Criteria:~Intrauterine fetal death as confirmed by absence of cardiac motion on ultrasound by Attending physician at the time of admission to the hospital.~Estimated gestational age greater than 20 weeks~Hemodynamically stable and appropriate for induction of labor as per primary clinical health team in house~Women with one prior low transverse cesarean delivery~Exclusion Criteria:~History of 2 or more low transverse cesarean deliveries~Prior classical cesarean delivery~History of abdominal myomectomy~Known or suspected allergic reaction to mifepristone~Known or suspected adrenal gland disease~Known or suspected bleeding diatheses or coagulopathies~Known or suspected use of QTc-prolonging medication~Known maternal medical or physical conditions that prohibits vaginal delivery,intrauterine fetal demise~fetal death,1,"Mifepristone Induction for Fetal Demise, a Randomized Control Trial Methods: Double blinded, randomized controlled trial with 1:1 allocation of mifepristone or placebo at initiation of induction of labor for fetal demise 20 weeks estimated gestational age or greater.",1,
45,NCT06029673,Cabergoline for Lactation Inhibition After Early Second-Trimester Abortion or Pregnancy Loss: A Randomized Controlled Trial,"Breast pain following second-trimester abortion is common. Breast engorgement and milk leakage following second-trimester perinatal loss and abortion can cause both physical pain and emotional distress. Dopamine agonists have previously been shown to be effective in lactation inhibition for third-trimester fetal/neonatal loss or contraindications to breastfeeding. The investigator's prior work demonstrated that compared to placebo, a single dose of cabergoline was effective in preventing breast symptoms after abortion or loss 18-28 weeks. As lactogenesis starts as early as 16 weeks gestation, the investigators hope to determine the efficacy of cabergoline earlier in the second trimester,16-20 weeks.","Inclusion Criteria:~Pregnant people, ages 18 years or older~Intrauterine pregnancy between 16/0-19/6 weeks of gestation age (by ultrasound dating performed prior to or same day of enrollment visit)~Consented for an induced, elective abortion or undergoing management of fetal demise~English or Spanish speaking~Able to consent for a research study, literate in English or Spanish~Willing to comply with study procedures and follow-up~Access to smart phone throughout study~Exclusion Criteria:~18 Years Female No No~Inclusion Criteria:~Pregnant people, ages 18 years or older~Intrauterine pregnancy between 18/0-28/0 weeks of gestation age (by ultrasound dating performed prior to or same day of enrollment visit)~Consented for an induced, elective abortion or undergoing induction for demise~English or Spanish speaking~Able to consent for a research study, literate in English or Spanish~Willing to comply with study procedures and follow-up~Access to smart phone throughout study~Exclusion Criteria:~Prior mastectomy (breast reduction or chest masculinization surgery acceptable)~Currently breastfeeding~Currently receiving dopamine agonist or antagonist therapy for other indication leg syndrome)~Contraindication to cabergoline (as per package insert)~Uncontrolled hypertension - defined as baseline BP > 160/110, or chronic hypertension requiring more than one baseline medication, or current pregnancy-induced hypertension spectrum disorders (gestational hypertension, preeclampsia, eclampsia)~History of cardiac valvular disorders or valvular repair~History of pulmonary, pericardial, or retroperitoneal fibrotic disorders",lactation suppressed,1,"Consented for an induced, elective abortion or undergoing management of fetal demise",1,
