,nct_id,official_title,summary,gender,minimum_age,maximum_age,criteria,AnyPregGPT_updated2,Summary.x,Summary_quote,Preg_Only_GPT.x,Nonviable_GPT,Nonviable_quote,Category,Secondary.category,Code,Summary.y,AnyPreg_Rev,Preg_Only_Rev,Postpartum_Rev,Category_Rev
81,NCT00158743,"A Parallel, Double-blind, Placebo Controlled, Randomized Comparison of an Anti-digoxin Antibody (Digibind) Versus Placebo for the Treatment of Antepartum Patients With Severe Preeclampsia","The purpose of this study is to determine whether a commercially available anti-digoxin antibody, Digibind, can delay delivery in patients with severe pre-eclampsia. If so, this would allow more time for maternally administered steroids to prevent the development of respiratory complications in premature infants.",Female,N/A,N/A,"Inclusion Criteria:~A subject with a diagnosis of severe preeclampsia will be eligible for inclusion if she meets the following criteria:~In the opinion of the investigator delivery is considered to be probably required within a 72 hour time period and, therefore, corticosteroid administration is needed.~Meets both American College of Obstetricians (ACOG) criteria for preeclampsia (modified to limit selection to patients with the required severity)~A systolic blood pressure of 140 mm Hg or higher or a diastolic blood pressure of 90 mm Hg or higher occurring after 20 weeks of gestation in a woman whose blood pressure has previously been normal;~Proteinuria, with excretion of 0.3 g or more of protein in a 24-hour urine specimen or a urine dipstick reading of 1+ or more.~Meets at least one of the following ACOG criteria for severe preeclampsia (modified to limit selection to patients with the required severity)~. Proteinuria of 5 grams or higher in a 24-hour specimen or 3+ or greater on 2 random urine samples collected at least 4 hours apart~A systolic blood pressure of 160 mm Hg or higher or a diastolic blood pressure of 110 mm Hg or higher on two occasions six or more hours apart in a pregnant woman who is on bed rest;~Oliguria, with excretion of less than 500 ml of urine in 24 hours or average of ≤ 25 ml/hour over a 3 hour period;~Pulmonary edema;~Impairment of liver function [AST(SGOT) > 72 U/L or ALT(SGPT) > 72 U/L or LDH > 600 U/L or Total Bilirubin >1.2 mg/DL)];~Visual or cerebral disturbances;~Decreased platelet count (≥50,000/mm3 and ≤ 100,000/mm3).~Has a fetal gestational age of 23 5/7 to 34 weeks.~Exclusion Criteria:~Is in need of immediate delivery as soon as clinically appropriate~Eclampsia~Significant antecedent obstetrical problems which may interfere with study assessments or safe participation in the study~Evidence of non-reassuring fetal well being~Evidence of lethal fetal anomaly~Antecedent hypertension (hypertension secondary to preeclampsia, treated or untreated is allowed)~Antecedent renal, hepatic, or autoimmune disease~Medical or psychiatric disorder which is unstable or which might interfere with study assessments or safe participation in the study~Evidence on medical history/evaluation of use of or need for digitalis-like products currently or in the future~History of a severe allergic reaction to previous medication, severe asthma, or atopy. (Patients with a history of allergic reactions to antibiotics, papain, chymopapain, or other papaya extracts may be more susceptible to allergic reactions to Digibind®)~Prior use of antibodies/FAB fragments from sheep (e.g. Digibind®, DigiFab, CroFab)~Serum creatinine ≥ 1.5 mg/dl~Platelet count <50,000/mm3~Patient intends to breast feed and does not agree to wait for a minimum of seven days after the last Digibind® dose (a breast pump would be used for this seven day period)~Inability to understand and provide informed consent",Included,The trial explicitly includes pregnant individuals with severe preeclampsia and aims to delay delivery to allow for maternal administration of steroids to prevent respiratory complications in premature infants.,"A subject with a diagnosis of severe preeclampsia will be eligible for inclusion if she meets the following criteria: In the opinion of the investigator delivery is considered to be probably required within a 72 hour time period and, therefore, corticosteroid administration is needed.",1,0,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,HTN/Pre-eclampsia/Eclampsia,"The trial investigates the use of an anti-digoxin antibody (Digibind) to delay delivery in patients with severe pre-eclampsia, a condition specific to pregnancy. The inclusion criteria specify that participants must have severe pre-eclampsia, confirming that only pregnant individuals are enrolled. The primary focus is on managing pre-eclampsia, fitting the category of 'Hypertension/pre-eclampsia/eclampsia/HELLP syndrome.' There is no indication that the trial evaluates a pain management drug or intervention.",1,1,0,
82,NCT02121184,A Clinical Trial Evaluating the Interaction of Rapid Hydration and the Rate of Oxytocin Labor Augmentation on Fetal Heart Rate Changes and Maternal Fetal Outcomes,"Fetal heart rate patterns are an important parameter in the diagnosis of non-reassuring fetal status. Combined-spinal epidural analgesia is a method of initiating labor analgesia used by approximately 90% of the parturients at Prentice Women's Hospital. Optimizing the variables which could affect fetal heart rate patterns at the time of initiation of analgesia, such as fluid administration and oxytocin management, could help us provide better care for our patients and their fetuses.~Hypotheses: Patients who receive a 1000 mL fluid bolus and lower rates of oxytocin administration will have fewer non-reassuring fetal heart rate (FHR) changes.",Female,18 Years,60 Years,"Inclusion Criteria:~Age 18 and over~Healthy nulliparous or multiparous women~Term (>36 week gestation)~Singleton pregnancy~Spontaneous labor or spontaneous rupture of membranes~Receive oxytocin~Request neuraxial analgesia~Exclusion Criteria:~Under 18 years old~Presence of any systemic disease (ex: diabetes mellitus, hypertension, preeclampsia~Use of chronic analgesic medications~Prior administration of system opioid labor analgesia~Non-vertex presentation~Induction of Labor~Contraindication to neuraxial analgesia",Included,The trial explicitly includes pregnant individuals as it involves labor augmentation and fetal heart rate monitoring during labor. The inclusion criteria specify term pregnancy and labor conditions.,Healthy nulliparous or multiparous women~Term (>36 week gestation)~Singleton pregnancy~Spontaneous labor or spontaneous rupture of membranes~Receive oxytocin~Request neuraxial analgesia,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,Labor induction/management (non-C-section),"This trial evaluates the interaction of rapid hydration and oxytocin labor augmentation on fetal heart rate changes and maternal fetal outcomes. It involves pregnant individuals in labor, focusing on labor management and pain management through neuraxial analgesia. The primary category is labor management, and a secondary category is included due to the focus on nausea and vomiting during pregnancy.",1,1,0,
83,NCT04783051,Comparison of IST Using Ultra-sensitive Malaria Rapid Diagnostic Test and Pyronaridine - Artesunate - PYRAMAX®) to Standard IPT Sulfadoxine-pyrimethamine to Prevent Malaria in Pregnant Women Living in Endemic Areas,"In endemic settings Plasmodium falciparum (Pf) can sequester in the placenta resulting in low peripheral parasitemia and false negative malaria diagnosis in pregnant women. Intermittent Preventive Treatment in pregnant women with Sulphadoxine-Pyrimethamine (IPTp-SP) is one of the World Health Organization's recommended malaria control strategies in sub-Saharan African countries. The strategy overcomes the risk of misdiagnosis of malaria in pregnant women by treating them all with SP according to predetermined schedules, but the strategy is now threatened by the spread of Plasmodium parasite resistant strains. As a necessary alternative, Intermittent Screening and Treatment in pregnancy (ISTp), aims on the monthly screening of pregnant women with a malaria rapid diagnostic test (RDT) and the treatment of positive cases with artemisinin-based combination therapy (ACT) regardless of the presence of symptoms. The ISTp depends on the performance of the diagnostic tests, and the use of ultrasensitive RDTs (us-RDTs), which have a higher analytical sensitivity than conventional RDTs, should improve the efficacy of the strategy.~Unlike IPTp-SP, ISTp prevents overuse of antimalarials and thus limits drug pressure on malaria parasites. This advantage could be potentiated by using, for pregnant women, an ACT that is not yet used or should not be used in the field for other strata of the population. The recently approved new ACT combination, Pyronaridine - Artesunate (Pyramax®) is the ideal candidate for this purpose.~This study will compare the effects of the ISTp using an us-RDT and Pyramax® (ISTp-US-Py) with the standard IPTp-SP on maternal malaria indicators (malaria infection, parasite density), maternal anemia, spontaneous abortions or intrauterine deaths during pregnancy, fetal morbidity (preterm birth, low birth weight, small for gestational age) and neonatal mortality at delivery in both study groups through conducting a randomized clinical trial enrolling second trimester pregnant women in Maternité Esengo Health Center, located in Kisenso, Kinshasa, the Democratic Republic of the Congo (DRC), a malaria perennial transmission area.~The results generated from this study will be essential for the National Malaria Control Program in the selection and implementation of new malaria control policies and addresses the effectiveness of IPTp-SP decline among pregnant women in the DRC.",Female,18 Years,N/A,"Inclusion Criteria:~Gestation ≥16 weeks;~Age: ≥18 years;~Residence within the health facility catchment area;~Willing to adhere to study requirements and to deliver at the health facility.~Willing to provide written informed consent; if the woman is illiterate, she can choose an impartial witness, not related to the study, to accompany her during the informant consent process and they will both sign the informed consent form~Exclusion Criteria:~Known history of allergy to SP or to an ACT~An ongoing antibioprophylaxis with cotrimoxazole,~Current issue requiring hospital admission (including severe malaria as defined by WHO)~Pregnancy at high risk",Included,The trial explicitly includes pregnant women in the second trimester and aims to compare malaria treatment strategies in this population.,This study will compare the effects of the ISTp using an us-RDT and Pyramax® (ISTp-US-Py) with the standard IPTp-SP on maternal malaria indicators... through conducting a randomized clinical trial enrolling second trimester pregnant women.,1,0,0,5. Malaria (with or without HIV),6. Anemia,Malaria/TB,"This trial focuses on comparing two malaria prevention strategies in pregnant women, specifically targeting malaria in pregnancy. It also evaluates maternal anemia, making 'Malaria (with or without HIV)' the primary category and 'Anemia' the secondary category. Pregnant women are the sole participants, hence 'Preg_Only_GPT' is 1.",1,1,0,
84,NCT00014989,Randomized Clinical Trial of the Beneficial Effects of Antenatal Magnesium Sulfate (BEAM),"As many more premature infants survive, the numbers of these infants with health problems increases. The rate of cerebral palsy (CP) in extremely premature infants is approximately 20%. Magnesium sulfate, the most commonly used drug in the US to stop premature labor, may prevent CP. This trial tests whether magnesium sulfate given to a woman in labor with a premature fetus (24 to 31 weeks out of 40) will reduce the rate of death or moderate to severe CP in the children at 2 years. The children receive ultrasounds of their brains as infants and attend three follow-up visits over two years to assess their health and development.",Female,N/A,N/A,"Inclusion Criteria:~Pregnant with diagnosis of preterm labor~Membrane rupture or delivery definitely planned within 24 hours~Gestational age > 24.0 and < 31.6 wks, viable fetus~Exclusion Criteria:~Prior IV magnesium sulfate therapy within 12 hours of screening~Delivery expected <2 hrs~Cervical dilation > 8 cm~More than 2 fetuses~Known major fetal anomalies~Hypertension or preeclampsia~Maternal medical complications contraindicating magnesium sulfate treatment~Participation in any intervention study which influences infant neurological outcome~Previous participation in this trial",Included,"The trial explicitly includes pregnant individuals with a diagnosis of preterm labor and aims to test the effects of magnesium sulfate on preventing cerebral palsy in children. The intervention is given during pregnancy, labor, or delivery, and the children are followed up post-birth.",Inclusion Criteria: Pregnant with diagnosis of preterm labor,1,0,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,Pre-term labor/delivery,"This trial evaluates the use of magnesium sulfate to prevent cerebral palsy in premature infants, specifically targeting pregnant individuals in preterm labor. The primary focus is on preventing pre-term labor and its complications.",1,1,0,
85,NCT00271219,Maternal Opioid Treatment: Human Experimental Research,"Children born to women who abuse drugs have a high risk of being born with birth defects and developmental problems. Methadone is a drug that is commonly used for treating opioid dependence. However, its use by a pregnant woman can cause severe withdrawal symptoms in a newborn because of the prenatal exposure. The purpose of this study is to evaluate the effectiveness of buprenorphine, another drug, versus methadone in reducing withdrawal symptoms in children born to opioid-dependent women.",Female,18 Years,41 Years,"Inclusion Criteria:~Current opioid dependence~Current opioid use, as determined by a urine drug test~Pregnant with a single child with a gestational age of 6 to 30 weeks, as determined by a sonogram~Exclusion Criteria:~Current medical condition that would make study participation dangerous, as determined by study physician~Diagnosed with an acute, severe psychiatric illness~Current SCID I-E module diagnosis of benzodiazepine or alcohol abuse~Use of alcohol or benzodiazepines in the 30 days prior to study entry, as determined by the Addiction Severity Index~Pending legal action that may prohibit or interfere with study participation",Included,The study explicitly includes pregnant women who are opioid-dependent and evaluates the effectiveness of buprenorphine versus methadone in reducing withdrawal symptoms in children born to these women.,"Pregnant with a single child with a gestational age of 6 to 30 weeks, as determined by a sonogram",1,0,0,17. Opioid use disorder/Substance use disorder/OUD/SUD,None,Substance use/cessation,"The trial evaluates the effectiveness of buprenorphine versus methadone in reducing withdrawal symptoms in children born to opioid-dependent women. The study specifically targets pregnant women with opioid dependence, making it a clear fit for the category of opioid use disorder/substance use disorder. There is no indication that the trial involves pain management directly.",1,1,0,
86,NCT00017719,Randomized Trial of Protease Inhibitor-Including vs. Protease Inhibitor-Sparing Regimens for Women Who Initiate Therapy of HIV Infection During Pregnancy,"The best anti-HIV treatment regimen for pregnant women is not known. Protease inhibitors (PIs) are often used, but they have side effects that may be harmful for pregnant women. It is not known if treatment regimens that do not include PIs are as effective in pregnant women as those that include PIs. This trial will compare two anti-HIV treatment plans, one with and one without PIs, in women who start HIV treatment during pregnancy. The study will evaluate the effects of the anti-HIV drugs on the developing infant and prevention of mother-to-child HIV transmission during pregnancy.",Female,14 Years,N/A,"Inclusion Criteria:~HIV infected~10 to 30 weeks pregnant~Plan to continue pregnancy~CD4 count less than 250 cells/mm3 within 30 days of study entry~HIV RNA load greater than 1,000 copies/ml within 30 days of study entry~Antiretroviral naive (except ZDV for 8 weeks or less, including prior pregnancy)~Willing to follow study requirements and plan to continue receiving anti-HIV treatment for at least 2 years after delivery~Understand that NFV will not be supplied by the study (except for the first 12 women in Group A)~Understand the study drug NVP will not be supplied after 1 year following delivery and is reasonably certain that she can obtain NVP by prescription for the second year of the study~Access to a participating site~Willing to have infant followed until 24 weeks old~Parent or guardian willing to provide informed consent, if applicable~Exclusion Criteria:~Alcohol or drug abuse~Chemotherapy for an active cancer~Require certain medications~AIDS-related opportunistic infection and/or serious bacterial infection or unstable or serious medical condition within 14 days of study entry~Chronic malabsorption or diarrhea~Diabetes, unless it only occurs during pregnancy~Major fetal problem or abnormality~Abnormal amniotic fluid volume~Plan to breastfeed~Acute hepatitis within 90 days of study entry~Skin problems such as psoriasis or eczema that require systemic treatment~Any serious disease that, in the opinion of the study official, would compromise study participation",Included,The trial explicitly includes pregnant women who are HIV infected and are between 10 to 30 weeks pregnant. The study aims to compare anti-HIV treatment regimens during pregnancy.,10 to 30 weeks pregnant,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),This trial focuses on comparing anti-HIV treatment regimens in pregnant women to prevent mother-to-child transmission of HIV. The study specifically targets pregnant women and evaluates the effects of the treatments on both the mother and the developing infant.,1,1,0,
87,NCT03893630,Role of Aspirin in Maternal Endothelial Dysfunction and Uterine Artery Blood Flow in Women at Risk for Preeclampsia,"Endothelial dysfunction and defective placental vascularization are hypothesized to be significant causes of preeclampsia. In preeclampsia, due to vascular endothelial dysfunction, vasoconstriction and platelet activation can result in severe features which alter pregnancy outcomes. However, studies have shown that acetylsalicylic acid (Aspirin) can decrease endothelial dysfunction leading to decreased platelet aggregation which reduces adverse outcomes. The objective of our study is to determine if Aspirin has a dose-dependent response for modifying biomarkers reflective of maternal endothelial dysfunction when indicated for preeclampsia prevention in a cohort of women identified at risk for developing preeclampsia.~Pregnant women who are at risk for preeclampsia will be randomized to receive either 81mg Aspirin or 162mg Aspirin daily starting from 11-16 weeks of gestation until 36 weeks of gestation. A third, control group of women at low risk for preeclampsia will not receive aspirin. All women will be assessed with uterine artery Doppler studies and mean arterial blood pressures at three time points during pregnancy. Blood, urine, and cord blood samples will also be collected.",Female,18 Years,45 Years,Inclusion Criteria (control)~• No risk factors for preeclampsia~Inclusion Criteria (pre-eclampsia)~History of preterm preeclampsia~Chronic hypertension~Type 1 and Type 2 diabetes~Renal diseases~Autoimmune disease~Exclusion Criteria~Pregnant women younger than 18 years or older than 45 years~Multiple gestations~History of allergy (urticaria or anaphylaxis) to aspirin or aspirin-related products asthma that worsens after aspirin use~Patients with gastrointestinal or genitourinary bleeding~Patients with peptic ulcer disease~Patients with severe liver dysfunction~Patients who have undergone bypass surgery~Patients on anticoagulant medication(s)~Women with anomalous fetus,Included,The trial explicitly includes pregnant women at risk for preeclampsia and evaluates the effect of Aspirin on maternal endothelial dysfunction.,Pregnant women who are at risk for preeclampsia will be randomized to receive either 81mg Aspirin or 162mg Aspirin daily starting from 11-16 weeks of gestation until 36 weeks of gestation.,1,0,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,HTN/Pre-eclampsia/Eclampsia,"The trial focuses on the role of aspirin in preventing preeclampsia, a condition related to hypertension during pregnancy. Pregnant women at risk for preeclampsia are the primary participants, but the study also includes a control group of low-risk pregnant women. The study does not focus on pain management.",1,1,0,
88,NCT00292591,Evaluation of Vitamin D Requirements During Pregnancy,"The purpose of this study is to determine the effectiveness of vitamin D supplementation during pregnancy starting at the beginning of the second trimester. Mothers will be randomized to one of three vitamin D dosing groups: 400, 2,000 or 4,000 international units per day. It is hypothesized that the highest dosing regimen will result in a better vitamin D status of women regardless of their ethnicity or race.",Female,16 Years,45 Years,"Inclusion Criteria:~Women who are within the ages of 16-45 years~In good general health~Less than 12 weeks pregnant (based on last menstrual period)~Exclusion Criteria:~Mothers with preexisting type I or type II diabetes~Mothers with preexisting hypertension~Mothers with preexisting parathyroid disease or uncontrolled thyroid disease~Mothers with multiple fetuses (e.g., twins, triplets, etc.)",Included,The study explicitly includes pregnant women within the ages of 16-45 years and less than 12 weeks pregnant. It does not focus on nonviable pregnancies or postpartum interventions.,Inclusion Criteria:~Women who are within the ages of 16-45 years~In good general health~Less than 12 weeks pregnant (based on last menstrual period),1,0,0,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),None,Nutrition,"The trial evaluates the effectiveness of vitamin D supplementation during pregnancy, starting at the beginning of the second trimester. It involves pregnant women and focuses on vitamin D deficiency, fitting well into the category of nutrition supplementation.",1,1,0,
89,NCT02273115,Foley With Oxytocin Versus Foley no Oxytocin for Induction of Labor (NOFOX): a Randomized Control Trial,The overall purpose of this study is to determine if adding oxytocin to a Foley catheter for induction of labor will increase the rate of delivery within 24 hours stratified by parity.,Female,18 Years,N/A,"Inclusion Criteria:~Age greater than 18 years~Pregnant, singleton gestation, vertex presentation~Admitted for induction of labor between gestational ages 24 - 42 weeks~Bishop score <6~Exclusion Criteria:~Multiple gestation~Non-vertex presentation~Latex allergy or latex-free Foley catheter to be placed~Fetal death~Anomalous fetus~Placenta/vasa previa~Placental abruption (known or suspected)~Intrapartum bleeding~Non-reassuring fetal tracing with following criteria: category III tracing, OR minimal variability AND decelerations of any kind, OR late decelerations occurring >50% of contractions~2 or more previous cesarean section, myomectomy, or classical cesarean~Need to use ripening agents prior to Foley placement~Spontaneous labor~Active genital herpes~Inability to consent~Any contraindication to a vaginal delivery",Included,The study explicitly includes pregnant individuals as it is focused on induction of labor in pregnant women.,"Inclusion Criteria: Pregnant, singleton gestation, vertex presentation",1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,Labor induction/management (non-C-section),"The study focuses on the induction of labor using a Foley catheter with or without oxytocin, specifically targeting pregnant individuals admitted for labor induction. The primary aim is to evaluate the rate of delivery within 24 hours, making it relevant to labor management.",1,1,0,
90,NCT00086359,A Phase III Randomized Trial of the Safety and Antiretroviral Effects of Zidovudine/Lamivudine/Abacavir Versus Zidovudine/Lamivudine/Lopinavir/Ritonavir in the Prevention of Perinatal Transmission of HIV,"Pregnant women infected with HIV who take anti-HIV medications during pregnancy lower the risk of passing HIV to their infants. This study will compare how well two different combinations of anti-HIV medications control HIV in pregnancy, and whether these combinations of drugs are effective in preventing HIV from being transmitted from a pregnant woman to her baby. The two combinations are abacavir/lamivudine/zidovudine (ABC/3TC/ZDV) and zidovudine/lamivudine (ZDV/3TC) plus lopinavir/ritonavir (LPV/RTV).",Female,13 Years,N/A,"Note: The pharmacokinetics testing portion of this study has been discontinued in Version 2.0 of this protocol.~Inclusion Criteria for Mothers:~HIV infected~Between the 12th and 30th week of pregnancy~Intend to continue pregnancy~Viral load less than 55,000 copies/ml within 30 days of study entry~CD4 count greater than 350 cells/ml within 30 days of study entry~Have not previously taken anti-HIV medications (women who have taken 8 weeks or fewer of zidovudine are still eligible) OR have taken anti-HIV medication but have been off treatment for more than 180 days~Intend to stop taking anti-HIV medications after pregnancy~Willing to have her infant tested for HIV~Parent or guardian willing to provide informed consent, if applicable~Have access to a participating site and are willing to be followed for the duration of the study~Exclusion Criteria for Mothers:~Chemotherapy for active cancer~Active opportunistic infection or severe medical condition within 14 days of study entry~Chronic diarrhea within 1 month of study entry or unresolved acute diarrhea within 7 days of study entry~Certain abnormal laboratory values~Diabetes mellitus when not pregnant. Participants who have gestational diabetes are not excluded.~Current alcohol or other substance abuse that, in the opinion of the investigator, may interfere with the study~Acute hepatitis within 90 days of study entry~Major birth defects in infant~Severe skin disorder (e.g., eczema or psoriasis) requiring systemic treatment~Require certain medications~Medical condition that may, in the opinion of the investigator, interfere with the study~Intend to breastfeed",Included,The trial explicitly includes pregnant women infected with HIV to study the prevention of perinatal transmission of HIV using different combinations of anti-HIV medications.,Pregnant women infected with HIV who take anti-HIV medications during pregnancy lower the risk of passing HIV to their infants.,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"This trial focuses on the prevention of perinatal transmission of HIV by comparing two different combinations of anti-HIV medications in pregnant women. The study exclusively enrolls pregnant women with HIV, aiming to evaluate the effectiveness of these drug combinations in preventing mother-to-child transmission of HIV.",1,1,0,
91,NCT00097123,RCT of Misoprostol for Postpartum Hemorrhage in India,"Death rates for pregnant women in rural India are approximately forty-five times higher than in the United States. Bleeding after the birth of a child and underlying anemia are the primary causes of mothers' deaths and sickness in rural India. This study assesses the effectiveness of an oral drug, misoprostol, given in the late stage of labor to reduce the incidence of maternal bleeding following births assisted by midwives in selected sites in Belgaum District, Karnataka, India.",Female,N/A,N/A,"Inclusion Criteria:~Gestational age equal to or greater than 28 weeks pregnant~Planning to deliver at home or at a sub-center in the Belgaum District, Karnataka India~Anticipating a spontaneous vaginal delivery~Ability and willingness to provide informed consent~Exclusion Criteria:~Previous caesarian section~Scheduled for caesarian section~Hemoglobin level less than 8 Gms%~Episodes of antepartum bleeding during the current pregnancy~Blood pressure more than 140 mm of Hg systolic and 90 mm of Hg diastolic~In active labor and not previously screened, recruited, and consented~Absence of fetal heart sounds~Multiple pregnancy~Known history of bronchial asthma~Prior enrollment in this study during a previous pregnancy~History of complications (ante/postpartum hemorrhage/retained placenta/ acute inversion of uterus) during a previous pregnancy~High risk conditions including: diabetes, cardiac ailments, seizures, placenta previa or anticipated breech delivery.~Receiving injectable medicine at time of delivery",Included,"The study explicitly includes pregnant women who are at least 28 weeks pregnant and plans to deliver at home or a sub-center. The intervention, misoprostol, is given in the late stage of labor to reduce maternal bleeding postpartum.","Inclusion Criteria:~Gestational age equal to or greater than 28 weeks pregnant~Planning to deliver at home or at a sub-center in the Belgaum District, Karnataka India",1,0,0,28. Postpartum sepsis/hemorrhage/complications,6. Anemia,Labor induction/management (non-C-section),"This study evaluates the effectiveness of misoprostol in reducing postpartum hemorrhage, a major cause of maternal mortality in rural India. The trial exclusively enrolls pregnant individuals in the late stage of labor, aiming to prevent complications related to excessive bleeding and underlying anemia.",1,1,0,
92,NCT00579553,Comparing Intramuscular Versus Vaginal Progesterone for Prevention of Preterm Birth.,"This is a randomized controlled trial comparing weekly intramuscular injection of 17 alpha hydroxylprogesterone caproate with daily vaginal progesterone in women with singleton pregnancies and history of prior spontaneous preterm birth in terms of maternal, fetal and neonatal outcomes.~Our aim is to assess the effects on maternal, fetal and neonatal outcomes of antenatal progesterone administered intramuscularly versus vaginally in women with singleton pregnancy and a history of prior preterm birth.",Female,18 Years,45 Years,Inclusion Criteria:~Singleton pregnancies~History of spontaneous preterm brith (between 20 weeks and 36 weeks 6 days)~Gestational age between 16 weeks 0 days and 20 weeks 6 days.~Signed consent to participate in the trial~Exclusion Criteria:~Multiple Gestation~Prior elective fetal reduction or planned termination~Known spontaneous reduction to singleton~Major fetal anomaly or known fetal chromosomal abnormalities~Progesteone used this pregnancy,Included,The trial explicitly includes pregnant women with singleton pregnancies and a history of prior spontaneous preterm birth. It does not mention any exclusion based on pregnancy status.,"Inclusion Criteria: Singleton pregnancies, History of spontaneous preterm birth (between 20 weeks and 36 weeks 6 days), Gestational age between 16 weeks 0 days and 20 weeks 6 days.",1,0,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,Pre-term labor/delivery,"This trial compares the effects of intramuscular versus vaginal progesterone on maternal, fetal, and neonatal outcomes in women with singleton pregnancies and a history of prior spontaneous preterm birth. The primary focus is on preventing preterm birth, fitting well into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.'",1,1,0,
93,NCT01125696,Maternal Tenofovir-containing Combination Drug Regimen During the Second and Third Trimesters of Pregnancy for Prevention of Mother-to-child Transmission of HIV and HBV in HIV-HBV Co-infected Mothers,"The purpose of this study is to compare a regimen of tenofovir/lamivudine/lopinavir-ritonavir to the WHO-recommended and locally practiced standard of care regimen consisting of zidovudine/lamivudine/lopinavir-ritonavir during the second and third trimesters of pregnancy in HIV and HBV co-infected women. This is a phase II study evaluating the safety of the test regimen in pregnant women and their newborns. While the study is not powered to examine efficacy, preliminary estimates of transmission of HIV and HBV to the infants and of the rate of resistance development will be obtained.",Female,20 Years,N/A,Inclusion Criteria:~Serologically-confirmed HIV and HBV infection~Gestational age less than 28 weeks~Willingness to participate in a clinical trial~Age 20 years or over on the day of inclusion~Willingness to return for follow-up visits and to allow infant participation in the trial~Intent to remain in the clinic catchment area during the duration of the study~No serious current complications of pregnancy~No previous or current use of antiretrovirals including the HIVNET 012 regiment~Hemoglobin over 8 g/dL~Blood creatinine clearance greater than or equal to 60 mL/min estimated by the Cockroft-Gault formula for women~Exclusion Criteria:~Age less than 20~Pregnant woman refuses to sign the consent to participate~Unwillingness to adhere to visit schedule or maintain adherence with medications~Illnesses so severe as to likely require maternal hospitalization~Intend to breastfeed,Included,The study explicitly includes pregnant women in the second and third trimesters of pregnancy for the prevention of mother-to-child transmission of HIV and HBV.,The purpose of this study is to compare a regimen of tenofovir/lamivudine/lopinavir-ritonavir to the WHO-recommended and locally practiced standard of care regimen consisting of zidovudine/lamivudine/lopinavir-ritonavir during the second and third trimesters of pregnancy in HIV and HBV co-infected women.,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",21. Other infectious disease prevention/treatment (non-vaccine),HIV (PMTCT),"This study focuses on the prevention of mother-to-child transmission of HIV and HBV in HIV-HBV co-infected pregnant women. It compares two drug regimens during the second and third trimesters of pregnancy. The inclusion criteria specifically target pregnant women, and the study aims to evaluate the safety of the drug regimen in both mothers and their newborns.",1,1,0,
