,nct_id,official_title,summary,gender,minimum_age,maximum_age,criteria,AnyPregGPT_updated2,Summary.x,Summary_quote,Preg_Only_GPT.x,Nonviable_GPT,Nonviable_quote,Category,Secondary.category,Code,Summary.y,AnyPreg_Rev,Preg_Only_Rev,Category_Rev,Postpartum_Rev
423,NCT00802139,"A Prospective, Randomized, Multi-centered Trial to Compare the Efficacy and Safety of Intravenous Iron Sucrose (Venoferrum®) With Oral Iron Acetyl-transferrin Hydroglycerin (Bolgre®) in Pregnant Women With Iron Deficiency Anemia","multi-center, prospective, randomized, open-labeled, active-drug-controlled, two-parallel-group-comparison(venoferrun group vs Bolgre group)study",Female,18 Years,N/A,"Inclusion Criteria:~30~32nd weeks pregnant women aged over 18 years~Women who have Hb level of more than 10.0g/dL a week before study initiation~Patients who agree to participate in this study in writing~Exclusion Criteria:~Patients who have participated in another clinical study in recent 3 months~Patients who are prone to acute hemorrhage during pregnancy~Patients who have shown intolerance to iron therapy~Hemolytic anemia, hemoglobinopathies (thalassemia, sickle cell)~Bleeding tendency, hypersplenism~Chronic heart failure, Class II-IV heart disease, uncontrolled arterial hypertension (DBP ≥ 115mmHg), deep vein thrombosis, thrombocytosis, chronic renal disease~Severe renal failure patients (2.5 times or more higher plasma creatinine level than high limit of normal state)~Patients with severe liver dysfunction (2.5 times or more higher AST or ALT than high limit of normal state)~Patients with doubled or more CK level than high limit of normal state~Patients who are regarded as ineligible for this study by investigator",Included,"The study explicitly includes pregnant women with iron deficiency anemia, as indicated by the inclusion criteria specifying 30-32nd weeks pregnant women.",30~32nd weeks pregnant women aged over 18 years,1,0,0,6. Anemia,None,Nutrition,"This trial focuses on comparing the efficacy and safety of intravenous iron sucrose with oral iron acetyl-transferrin in pregnant women with iron deficiency anemia. The inclusion criteria specify that participants must be pregnant women aged over 18 years and between 30-32 weeks of gestation. The primary condition being studied is iron deficiency anemia, which fits into the category of 'Anemia'. There is no indication that the trial evaluates a pain management drug or intervention.",1,1,6. Anemia,
424,NCT00811421,Evaluation of the Safety and Efficacy of Mefloquine as Intermittent Preventive Treatment of Malaria in Pregnancy,"The study aims at comparing the safety, tolerability and efficacy of Mefloquine (MQ) to Sulfadoxine-Pyrimethamine (SP) as Interment Preventive Treatment in pregnancy (IPTp) for the prevention of malaria effects on the mother and her infant.",Female,N/A,N/A,"Inclusion Criteria:~Trial 1:~Permanent resident in the area~Gestational age at the first antenatal visit ≤ 28 weeks~Signed informed consent~Agreement to deliver in the study site's maternity(ies) wards~Trial 2:~Permanent resident in the area.~Gestational age at the first antenatal visit ≤ 28 weeks~HIV seropositive (after voluntary counseling and testing)~Indication to receive CTX prophylaxis (according to the national guidelines)~Signed informed consent~Agreement to deliver in the study site's maternity(ies) wards.~Exclusion Criteria:~Trial 1:~Residence outside the study area or planning to move out in the following 18 months from enrollment~Gestational age at the first antenatal visit > 28 weeks of pregnancy~Known history of allergy to sulfa drugs or mefloquine~Known history of severe renal, hepatic, psychiatric or neurological disease~MQ or halofantrine treatment in the preceding 4 weeks~HIV infection~Participating in other studies~Trial 2:~Residence outside the study area or planning to move out in the following 10 months from enrollment~Gestational age at the first antenatal visit > 28 weeks of pregnancy~Known history of allergy to CTX or MQ~Known history of severe renal, hepatic, psychiatric or neurological disease~MQ or halofantrine treatment in the preceding 4 weeks",Included,The study explicitly includes pregnant individuals as it aims to evaluate the safety and efficacy of Mefloquine as Intermittent Preventive Treatment of Malaria in Pregnancy. The inclusion criteria specify gestational age at the first antenatal visit ≤ 28 weeks.,"The study aims at comparing the safety, tolerability and efficacy of Mefloquine (MQ) to Sulfadoxine-Pyrimethamine (SP) as Interment Preventive Treatment in pregnancy (IPTp) for the prevention of malaria effects on the mother and her infant.",1,0,0,5. Malaria (with or without HIV),"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",Malaria/TB,"The trial evaluates the safety and efficacy of Mefloquine as an intermittent preventive treatment for malaria in pregnant women, comparing it to Sulfadoxine-Pyrimethamine. The study includes pregnant women up to 28 weeks of gestation and also considers HIV seropositive women for one of the trials. The primary focus is on malaria prevention, with a secondary focus on HIV prevention in pregnancy.",1,1,5. Malaria (with or without HIV),
425,NCT00474045,"A Randomised, Parallel-group, Open-labelled, Multinational Trial Comparing the Efficacy and Safety of Insulin Detemir (Levemir®) Versus Human Insulin (NPH Insulin), Used in Combination With Insulin Aspart as Bolus Insulin, in the Treatment of Pregnant Women With Type 1 Diabetes","This trial is conducted in Africa, Europe, North and South America and Oceania. The aim of this trial is to compare the effect and safety on blood glucose control in pregnant women with type 1 diabetes of a modern insulin analogue (insulin detemir) and human insulin (NPH insulin) given as long-acting insulin in combination with a short-acting insulin (insulin aspart).",Female,18 Years,N/A,"Inclusion Criteria:~Type 1 diabetes treated with insulin for at least 12 months~Planning to become pregnant and have a screening HbA1c (glycosylated haemoglobin) lesser than or equal to 9.0%, or~Pregnant with an intrauterine singleton living foetus, 8-12 weeks pregnant when joining the trial and a HbA1c lesser than or equal to 8.0% when pregnancy is confirmed~Exclusion Criteria:~Known or suspected hypersensitivity to the trial product(s) or related products~Untreated hyperthyroidism or hypothyroidism~Known or suspected abuse of alcohol or narcotics~Cardiac problems~Impaired kidney function~History of severe hyperemesis gravidarum~Treatment with in-vitro fertilisation or other medical infertility treatment~Impaired liver function~Uncontrolled hypertension~Proliferative retinopathy or maculopathy requiring acute treatment~Known to be HIV (human immunodeficiency virus) positive, Hepatitis B or Hepatitis C positive~Any concomitant medication contraindicated in pregnancy",Included,"The trial explicitly includes pregnant women with type 1 diabetes, as indicated by the inclusion criteria which specify that participants must be pregnant with an intrauterine singleton living fetus.","Pregnant with an intrauterine singleton living foetus, 8-12 weeks pregnant when joining the trial and a HbA1c lesser than or equal to 8.0% when pregnancy is confirmed",1,0,0,9. Diabetes (Type I or Type II ONLY),None,Asthma/Type I&II diabetes/ Hypothyroidism,"This trial focuses on comparing the efficacy and safety of insulin detemir versus human insulin in pregnant women with type 1 diabetes. The inclusion criteria specifically target pregnant women or those planning to become pregnant, making it clear that the trial is exclusively for pregnant individuals. The primary condition being studied is type 1 diabetes, fitting well into the category of 'Diabetes (Type I or Type II ONLY)'. There is no indication that pain management is a focus of this trial.",1,1,9. Diabetes (Type I or Type II ONLY),
426,NCT03088410,The Tshilo Dikotla Study: Metabolic Outcomes of Children HIV/ARV-Exposed Uninfected in Botswana (MOCHA),The purpose of this study is to assess the early longitudinal metabolic effects including insulin sensitivity in HIV-exposed uninfected (HEU) children compared to HIV-unexposed uninfected (HUU) children; as well as to determine differences in the effects of neonatal zidovudine (AZT) vs. nevirapine (NVP) prophylaxis on early longitudinal changes in insulin sensitivity in the first 3 years of life.,Female,18 Years,N/A,"Inclusion Criteria:~HIV-infected and uninfected pregnant women between 16-36 weeks GA are eligible for study enrollment.~Women must be 18 years of older and able to provide informed consent for themselves and their infant to participate in the study.~Participants must be Botswana citizens.~Women must have evidence of HIV infection status. Women NOT documented as HIV seropositive must have documentation of HIV seronegativity during the present pregnancy at or after 32 weeks GA. Women who have an initial negative HIV test during the present pregnancy which was done at <32 weeks GA will need to undergo repeat testing on or after 32 weeks GA in accordance with national guidelines.~HIV-uninfected women must be willing to undergo HIV pre-test counseling, rapid HIV testing and post-test counseling, referred to as HIV Testing and Counseling (HTC) during pregnancy.~Women must be willing to remain in study area with their infant and attend scheduled study visits as described above until the child's 3rd birthday.~For HIV-infected women, they must be on TDF/3TC or FTC/EFV or TDF/3TC or FTC/Dolutegravir at time of study enrollment or willing to initiate this treatment and continue throughout the period of breastfeeding, if not for their lifetime.~At enrollment, all women must be willing to breastfeed exclusively for the first six months of life.~Exclusion Criteria:~•Pre-existing maternal diabetes mellitus.",Included,The study explicitly includes pregnant women between 16-36 weeks gestational age and assesses metabolic outcomes in their children. It does not focus on nonviable pregnancies or postpartum interventions.,HIV-infected and uninfected pregnant women between 16-36 weeks GA are eligible for study enrollment.,1,0,0,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,HIV (non-PMTCT),"The study involves both HIV-infected and uninfected pregnant women and their infants, focusing on the metabolic outcomes of HIV-exposed uninfected children. It does not exclusively enroll pregnant individuals but includes them as part of the study population. The primary focus is on HIV and its effects on insulin sensitivity in children, fitting best under 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'.",1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",
427,NCT05487196,"Effectiveness of Clonidine, Dexmedetomidine, and Fentanyl Adjuncts for Labor Epidural Analgesia: A Randomized Controlled Quadruple Blinded Non-Inferiority Trial (CLASSIER Trial)","The purpose of this randomized controlled trial is to compare the effectiveness of epidural clonidine, dexmedetomidine, or fentanyl adjuncts for labor analgesia.",Female,18 Years,65 Years,"Inclusion Criteria:~Greater than 18 years of age~American Society of Anesthesiologists (ASA) Physical Status 2 or 3~Term pregnancy (greater than 37 gestational weeks)~Planning epidural labor analgesia~Singleton pregnancy~Vertex presentation~Planned vaginal delivery~Exclusion Criteria:~Pre-eclampsia with or without severe features~New initiation of antihypertensive agent within 24 hours prior to enrollment~Uncontrolled systemic comorbidities [i.e., diabetes, hepatic, renal or cardiac]~Known or suspected fetal abnormalities~Allergy to study agents~Contra-indication to neuraxial anesthesia~Inability to communicate or participate in study procedures",Included,The trial explicitly includes pregnant individuals as it is focused on labor analgesia for term pregnancies.,Inclusion Criteria:~Term pregnancy (greater than 37 gestational weeks)~Planning epidural labor analgesia~Singleton pregnancy~Vertex presentation~Planned vaginal delivery,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,Labor induction/management (non-C-section),"This trial focuses on comparing the effectiveness of different adjuncts for labor epidural analgesia, which is directly related to labor management. The inclusion criteria specify term pregnancy and planned vaginal delivery, indicating that only pregnant individuals are enrolled. The trial evaluates pain management drugs (clonidine, dexmedetomidine, and fentanyl) for labor analgesia.",1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",
428,NCT06049160,A Comparative Study Between Preoperative and Postoperative Rectal Misoprostol in the Reduction of Blood Loss During and After Elective Cesarean Section : A Double Blinded Randomized Controlled Trial,"Cesarean delivery (CD) is the most common major surgical procedure undergone by women around the world. Over the past two decades, there has been a witnessed increase in rates of caesarean deliveries, which continues to rise, achieving 30% in resource-rich countries and exceeding 60% in resource-limited countries. According to a Lancet report 2014, Egypt is one of the countries with the highest rates of caesarean delivery, in which the rate had reached 55.5%. The rate is almost double to three times the ideal rate of 10%-15%",Female,18 Years,40 Years,"Inclusion Criteria:~Gestational age ( 37 to 41 weeks).~Singleton healthy fetus.~Scheduled for elective lower segment caesarean delivery under spinal anaesthesia.~Body mass index of (25-30 Kg/m2).~Normal coagulation profile.~Normal amniotic fluid volume assessed by amniotic fluid index.~Exclusion Criteria:~Maternal comorbidity: Hypertension; diabetes; heart, kidney, or liver disorders.~Contraindication to use of misoprostol like known allergy to misoprostol or asthmatic patients.~Women who had undergone any previous uterine surgery such as myomectomy because it is considered upper uterine segment operation with more destruction in myometrium but caesarean section is a lower segment uterine operation with minimal destruction in myometrium.~Women at higher risk of intraoperative blood loss or PPH, such as those with hemoglobin levels less than 9 g/dl, history of PPH, or uterine fibroids.~Antepartum hemorrhage ( placenta previa and placental abruption).~Women who will undergo caesarean section because of failure of induction of labor.",Included,"The trial explicitly includes pregnant individuals as it involves elective cesarean sections, which are performed on pregnant women.",Gestational age (37 to 41 weeks).,1,0,0,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,C-sections,"The trial focuses on the use of rectal misoprostol to reduce blood loss during and after elective cesarean sections. It exclusively involves pregnant individuals undergoing cesarean delivery, making it a clear fit for the 'C-section/caesarean' category. The secondary category 'Postpartum sepsis/hemorrhage/complications' is relevant due to the focus on blood loss management. Pain management is not a primary focus of this trial.",1,1,15. C-section/caesarean,
429,NCT05745935,Role of Local Skin Incision Infiltration by Oxytocin On Wound Healing of Caesarean Section Scar in Primiparous Women A Double Blind Randomized Controlled Study,"caesarean section rate in Egypt has reached about 60% between primgravidae.~Wound complications are of the most common morbidities following cesarean section. The prevalence of wound infection and disruption after cesarean has been reported as 3-15%, averagely speaking 6% and 2-42% in various studies.~These complications affect mother's quality of life due to stress, anxiety, delay in mother's ability and health recovery",Female,20 Years,35 Years,"Inclusion Criteria:~Primigravidae women,~Age group from 20- 35 years old.~Gestational age 37-41 weeks, and~Elective caesarean section due to obstetrics indication.~The patient signed an Informed Consent Form authorizing their inclusion~Exclusion Criteria:~Multiparous women,~Assisted vaginal delivery,~Normal vaginal delivery,~Emergency caesarean section,~Preterm pre labour rupture of membrane,~Primiparous women with age above 35 years old,~Primiparous women with known connective tissue disease and~Women suffering from chronic diseases such as diabetes, hypertension, cardiovascular diseases, psychiatric diseases, cancer~Smoking Women",Included,The trial explicitly includes pregnant women (primigravidae) undergoing elective caesarean section.,"Inclusion Criteria:~Primigravidae women,~Age group from 20- 35 years old.~Gestational age 37-41 weeks, and~Elective caesarean section due to obstetrics indication.",1,0,0,15. C-section/caesarean,None,C-sections,"The trial focuses on the role of local skin incision infiltration by oxytocin on wound healing of caesarean section scars in primiparous women. It specifically targets pregnant women undergoing elective caesarean sections, making it a clear fit for the category 'C-section/caesarean'. There is no indication that the trial evaluates a pain management drug or intervention.",1,1,15. C-section/caesarean,
430,NCT03651531,Comparison of Insulin Alone to Insulin With Metformin to Treat Gestational Diabetes Mellitus,"This study is a prospective, unmasked randomized clinical trial comparing the use of insulin vs combination insulin and metformin for treatment in women diagnosed with gestational diabetes mellitus (GDM). The investigator's hypothesis is that the combination of metformin and insulin will be superior to insulin alone to achieve tight glucose control during pregnancy.",Female,18 Years,N/A,"Inclusion Criteria:~Able to read and write English and/or Spanish and give written consent~Diagnosis of GDM, defined as an abnormal glucose tolerance test performed after 12 weeks gestation using 1 of the 2 criteria below:~50 gram 1 hour oral diabetes screening testing yielding a result of > 200 mg/dL~A 100 gram 3 hour oral glucose tolerance testing yielding >2 abnormal values (normal values defined as fasting blood glucose < 95, 1 hour < 180, 2 hour < 155 and 3 hour < 140)~Singleton gestation~Gestational age between 12 and 34 weeks and 6 days determined by last menstrual period (LMP) confirmed by ultrasound using criteria set forth by the ACOG (Committee on Obstetric Practice). If LMP is unknown then gestational age must be set by ultrasound prior to 20 weeks gestation.~Exclusion Criteria:~Pre-existing DM either by diagnosis preceding pregnancy or hemoglobin A1c >6.5 collected during the current pregnancy~Uncontrolled chronic hypertension, as this may alter maternal and perinatal outcomes measured.~Multiple gestations~Major fetal anomalies anticipated to require NICU admission~Contraindication to metformin (allergy, history of lactic acidosis, pre-existing renal disease (Cr >1.5 mg/dL), active liver disease, current alcohol abuse).~Vitamin B12 deficiency, as metformin reduces intestinal absorption of vitamin B12~Medications known to effect glucose metabolism other than insulin and metformin as this may mask any effect between the two treatments.~Known inability to tolerate metformin.",Included,The study explicitly includes pregnant women diagnosed with gestational diabetes mellitus (GDM) and aims to compare the use of insulin vs combination insulin and metformin for treatment during pregnancy.,"This study is a prospective, unmasked randomized clinical trial comparing the use of insulin vs combination insulin and metformin for treatment in women diagnosed with gestational diabetes mellitus (GDM).",1,0,0,10. Gestational diabetes,None,Gestational diabetes,"This study focuses on comparing insulin alone to a combination of insulin and metformin for treating gestational diabetes mellitus (GDM) in pregnant women. The inclusion criteria specifically target pregnant individuals diagnosed with GDM, and the study aims to achieve better glucose control during pregnancy.",1,1,10. Gestational diabetes,
431,NCT01488526,Tenofovir Disoproxil Fumarate in Late Pregnancy to Prevent Vertical Transmission of Hepatitis B Virus in Highly Viremic Mothers,"Immunoprophylaxis failure of hepatitis B virus (HBV) leading to vertical transmission remains a concern and has been reported in approximately 8-15% of infants born to hepatitis B e antigen (HBeAg) positive mothers with high levels of HBV DNA. Maternal HBV DNA > 6log10 copies/mL (or >200,000 IU/mL) is the major risk for the mother-to-child transmission. Prior observational studies have shown that antiviral therapy including lamivudine or telbivudine use during late pregnancy can safely reduce the rate of vertical transmission in this special population compared to untreated patients.~Tenofovir Disoproxil (TDF), a pregnancy category B medication, reduces HBV DNA and normalizes serum alanine aminotransferase (ALT) in chronic hepatitis B patients (CHB) with few adverse effects. Two aspects on tenofovir use in pregnancy will be evaluated prospectively in this study:~The data on its tolerability and safety in HBeAg+ pregnant women with HBV DNA > 6log10 copies/mL (or > 200,000 IU/mL) during late pregnancy and infants.~Its efficacy in the reduction of HBV vertical transmission rate.",Female,20 Years,35 Years,"Inclusion Criteria:~documented CHB infection with HBsAg positive > 6 months~HBeAg+ CHB pregnant women~gestational age between 30-32 weeks~HBV DNA > 6 log10 copies/mL (or >200,000 IU/mL)~both mother and father of the child are willing to consent for the study~Major Exclusion Criteria:~co-infection with hepatitis A, C, D, E, HIV-1 or sexually transmitted disease (STD)~decompensated liver disease or significant co-morbidity~history of abortion, or diagnosis of fetal defect, or congenital malformation in prior pregnancy~antiviral used within six months prior to this pregnancy, or history of renal or tubular function impairment due to adefovir.~requirement for other medication during pregnancy to manage other chronic disease(s) or concurrent treatment with immune-modulators, cytotoxic drugs, or steroids~the biological father of the child had CHB~clinical signs of threatened miscarriage in early pregnancy~evidence of hepatocellular carcinoma~maternal alanine aminotransferase (ALT) > or = 5 x upper limit of normal (U/mL), or Total Bilirubin > or = 2, or glomerular filtration rate (GFR) < 100, or Albumin < 25 g/L~evidence of fetal deformity by ultrasound examination~patient is participating other clinical study",Included,The study explicitly includes pregnant women with chronic hepatitis B infection and high levels of HBV DNA to evaluate the safety and efficacy of Tenofovir Disoproxil Fumarate in preventing vertical transmission of HBV.,HBeAg+ CHB pregnant women~gestational age between 30-32 weeks,1,0,0,21. Other infectious disease prevention/treatment (non-vaccine),None,Other infectious diseases,"This trial evaluates the use of Tenofovir Disoproxil Fumarate in late pregnancy to prevent vertical transmission of Hepatitis B Virus (HBV) in highly viremic mothers. The study focuses on pregnant women with high levels of HBV DNA and aims to assess the drug's safety and efficacy in reducing HBV transmission to infants. The trial exclusively enrolls pregnant women, making it a 'Preg_Only_GPT' study. The primary category is 'Other infectious disease prevention/treatment (non-vaccine)' as it deals with preventing HBV transmission.",1,1,21. Other infectious disease prevention/treatment (non-vaccine),
432,NCT02300948,Optimizing Periconceptional and Prenatal Folic Acid Supplementation,"There are three objectives in this study:~To assess the serum folate pharmacokinetics of ingesting a single dose of PregVit-Folic5® versus a single dose of PregVit® (a multivitamin containing 1.1 mg folic acid)~To assess the steady-state red blood cell (RBC) and serum folate concentrations achieved in non-pregnant, fertile women who supplement daily with PregVit-Folic5® versus PregVit®~To assess the steady-state RBC and serum folate concentrations achieved before and during pregnancy in women planning a pregnancy or early in pregnancy (<6 weeks gestation) who supplement daily with PregVit-Folic5® versus PregVit®.",Female,18 Years,45 Years,"Inclusion Criteria:~Any healthy, non-pregnant, fertile woman between 18 and 45 years of age.(Part 1 and 2)~Have not taken multivitamins or folic acid supplements in the past 6 months. (Part 1 and 2)~Healthy women between 18 to 45 years of age.(For Part 3)~Planning a pregnancy, or within the first 2 weeks of missing a menstrual period, or within the first 6 weeks of pregnancy.(Part 3)~Have not taken multivitamins or folic acid supplements in the past 6 months.(Part 3)~Exclusion Criteria:~Have hypersensitivities to the ingredients in PregVit-folic 5® or PregVit®. (Part 1, 2 and 3)~Have chronic medical conditions (i.e. hypertension, diabetes, epilepsy, irritable bowel syndrome, hypo/hyper-thyroidism, depression). (Part 1, 2 and 3)~Chronic use (i.e. long-term, specifically prescribed dose) of oral medications (i.e. oral contraceptives, anticonvulsants, antibiotics, antidepressants).(Part 1, 2 and 3)~Have a family history or previous pregnancy affected by NTDs.(Part 1, 2 and 3)~Do not agree to the protocol.(Part 1, 2 and 3)",Included,"The study includes women who are planning a pregnancy or are early in pregnancy (<6 weeks gestation), explicitly including pregnant individuals.","Planning a pregnancy, or within the first 2 weeks of missing a menstrual period, or within the first 6 weeks of pregnancy.",0,0,0,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),None,Nutrition,"The study focuses on optimizing periconceptional and prenatal folic acid supplementation, assessing folate pharmacokinetics and concentrations in non-pregnant and pregnant women. It includes both non-pregnant women and those planning or early in pregnancy, indicating that pregnant individuals can enroll but it is not exclusive to them. The primary focus is on folic acid supplementation.",1,0,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),
433,NCT00109590,Phase II Study of the Pharmacokinetics of Nevirapine and the Incidence of Nevirapine Resistance Mutations in HIV-Infected Women Receiving a Single Intrapartum Dose of Nevirapine With the Concomitant Administration of Zidovudine/Didanosine or Zidovudine/Didanosine/Lopinavir/Ritonavir,The purpose of this study is to determine which of 3 different anti-HIV drug regimens given to HIV infected pregnant women during and after their pregnancies is most effective in reducing the incidence of nevirapine (NVP) resistance mutations. Blood levels of NVP and lopinavir/ritonavir (LPV/r) will also be studied.~Study hypothesis: NVP resistance following single-dose NVP can be prevented with the concomitant administration of additional antiretroviral therapy (ART).,Female,18 Years,N/A,"Inclusion Criteria for Mothers:~HIV infected~Pregnant with a viable fetus~Between 28 and 38 weeks of pregnancy~CD4 count greater than 250 cells/mm3 within 30 days prior to study entry~Able to receive oral ART during labor~Willing to use acceptable forms of contraception while on study treatment~Able to provide written informed consent~Exclusion Criteria for Mothers:~Known allergy or hypersensitivity to ddI, LPV, NVP, ritonavir (RTV), or ZDV~Any ART other than ZDV during a previous pregnancy or the current pregnancy~Certain medications~Planning to receive additional ART during the first 8 weeks postpartum~Planning to breastfeed~Unlikely to comply with postpartum study requirements, in the opinion of the investigator~Certain abnormal laboratory values within 30 days prior to study entry",Included,"The study explicitly includes pregnant women with HIV and evaluates the effectiveness of different anti-HIV drug regimens during and after pregnancy. It also requires participants to use contraception while on study treatment, indicating a focus on pregnant individuals.",Pregnant with a viable fetus,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"This study focuses on the effectiveness of different anti-HIV drug regimens in reducing nevirapine resistance mutations in HIV-infected pregnant women. The inclusion criteria specifically target pregnant women, and the study aims to prevent mother-to-child transmission of HIV.",1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",
434,NCT02777190,A Comparison of Oral Misoprostol and Vaginal Misoprostol for Cervical Ripening and Induction of Labor,"The purpose of this study is to study if misoprostol administered orally is at least as effective as misoprostol administered vaginally for cervical ripening and the induction of labor. The main purpose is to show that oral misoprostol administration is non-inferior to vaginal misoprostol administration with respect to the time interval from misoprostol administration to onset of active phase of labor. The study is a non-inferiority, prospective randomized controlled trial comparing oral misoprostol given as 25 mcg every 2 hours versus vaginal misoprostol given as 25 mcg every 4 hours.",Female,18 Years,N/A,"Inclusion Criteria:~Pregnant Female Patients greater than or equal to 18 years of age~Induction of labor for a single live intrauterine pregnancy~Greater than or equal to 37 weeks gestational age~Cephalic presentation~20 minute reassuring fetal heart rate (reactive nonstress test (NST))~Bishop score based on sterile vaginal exam of less than or equal to 6, for which the cervical dilation is less than or equal to 2 cm.~Equal to 3 or less uterine contractions over 10 minutes~Exclusion Criteria:~Previous uterine scar~Contraindication to vaginal delivery~Patients with preeclampsia~Grand multiparty - greater than or equal to 5 live births or stillbirths~Premature rupture of membranes~Suspected intrauterine growth restriction~Fetal anomalies~Contraindication to misoprostol (history of allergy to prostaglandins, glaucoma)",Included,"The study explicitly includes pregnant females for the induction of labor, making it clear that pregnant individuals are included.",Inclusion Criteria: Pregnant Female Patients greater than or equal to 18 years of age,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,Labor induction/management (non-C-section),"The trial focuses on comparing oral and vaginal misoprostol for cervical ripening and induction of labor, which directly relates to labor management. The inclusion criteria specify pregnant individuals, and the study does not involve pain management.",1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",
435,NCT04028765,POM PROM: Pitocin or Oral Misoprostol for PROM IOL in Nulliparous Women With Unfavorable Cervical Exams,"Premature rupture of membranes (PROM) is a common occurrence of pregnancies at term. A delay from PROM to labor is associated with an increased risk of intrauterine infection and associated maternal and fetal morbidity; therefore, induction of labor (IOL) is recommended. The ideal agent for IOL is not known, particularly among specific subpopulations. The primary aim of this study is to determine if oxytocin (Pitocin) or oral misoprostol results in a shorter interval to delivery after the start of induction among nulliparous women with unfavorable cervical exams with term PROM.",Female,18 Years,N/A,Inclusion Criteria:~English Speaking~PROM </= 24 hours with no evidence of labor~>/= 36 weeks gestation~Agreeable to induction of labor~Nulliparous~Singleton pregnancy~Vertex presentation~Cervical dilation </=2 cm AND Bishop score < 8~Exclusion Criteria:~Prior cesarean section~Other contraindication to vaginal delivery~Intrauterine Fetal Demise~Major Congenital Anomaly~Intraamniotic infection diagnosed at time of admission~36 weeks - 36 weeks and 6 days with unknown Group B Strep (GBS) status,Included,The study explicitly includes pregnant individuals as it focuses on induction of labor (IOL) for nulliparous women with term PROM.,The primary aim of this study is to determine if oxytocin (Pitocin) or oral misoprostol results in a shorter interval to delivery after the start of induction among nulliparous women with unfavorable cervical exams with term PROM.,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,Labor induction/management (non-C-section),"The trial focuses on the induction of labor (IOL) in nulliparous women with term premature rupture of membranes (PROM). It compares the effectiveness of oxytocin (Pitocin) and oral misoprostol in reducing the interval to delivery. The primary category is labor induction/management, and a secondary category is prevention of pre-term labor due to the focus on PROM.",1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",
436,NCT01549587,A Randomized Controlled Clinical Trial to Evaluate Late First to Mid-Second Trimester Introduction of Advanced Daily Oral Hygiene on Gingivitis and Maternity Outcomes,This study will track changes in oral health in pregnant women. Subjects will be assigned to either regular oral care or advanced oral care and be given oral care products to use until they deliver. A comparison between the two groups (regular and advanced oral care) will be made to see if the oral care products impacted oral health and maternity variables.,Female,18 Years,N/A,"Inclusion Criteria:~provide written informed consent prior to participation and be given a signed copy of the informed consent form;~be at least the age of legal consent;~be between 8 and 24 weeks of pregnancy;~have at least 20 natural teeth;~have moderate-to-severe gingivitis during pregnancy, including at least 30 intraoral sites with evidence of marginal gingival bleeding.~Exclusion Criteria:~evidence of multiple gestations;~history of HIV infection, AIDS, autoimmune disease, or diabetes other than gestational diabetes;~indication for use of antibiotic pre-medication prior to dental procedures;~systemic corticosteroid or immunosuppressive therapy within 1 month of Baseline;~severe periodontal disease, rampant untreated dental caries, or other oral conditions that necessitate immediate dental care;~ongoing dental care that in the opinion of the investigator could impact study participation;~a history of allergies or hypersensitivity to mouth rinse products containing CPC;~any disease or condition that in the opinion of the investigator could interfere with the safe completion of the study;~randomization to a treatment in study 2011001 during a prior pregnancy.",Included,The study explicitly includes pregnant women between 8 and 24 weeks of pregnancy to evaluate the impact of oral care products on oral health and maternity outcomes.,be between 8 and 24 weeks of pregnancy,1,0,0,30. Other - maternal/parental/pregnant person disease or injury,None,Other (parental),"This study focuses on evaluating the impact of advanced oral hygiene on gingivitis and maternity outcomes in pregnant women. The inclusion criteria specifically require participants to be pregnant, and the study aims to track changes in oral health during pregnancy. Therefore, it fits best under '30. Other - maternal/parental/pregnant person disease or injury.' There is no indication that the study involves pain management.",1,1,30. Other - maternal/parental/pregnant person disease or injury,
