"","nct_id","post_year","official_title","summary","criteria","conditions","Fertility","Fertility_summary","Fertility_quote"
"113","NCT02213029",2014,"Study IVF116828:A Multi-Cohort Phase I Study to Investigate the Pharmacokinetics, Pharmacodynamics and Tissue Concentrations of Epelsiban (GSK557296) in Healthy Female Volunteers During Control and Challenge States With and Without Oxytocin","This multi-cohort phase I study is designed to assess the pharmacokinetics (PK) and pharmacodynamics (PD) of oxytocin and to evaluate epelsiban (GSK557296) potential to reduce subendometrial contractractility induced by oxytocin in healthy female subjects. Additionally tissues concentrations of epelsiban will be determined from endometrial tissue biopsies. Data from this study will inform the identification of the doses of epelsiban to be used in future in-vitro fertilization (IVF) clinical studies. Expected number of subjects to be randomized are: Cohort 1- 10 subjects, Cohort 2a- 10 subjects for each epelsiban arm 25 milligrams (mg), 200mg, 5 for placebo, Cohort 2b- 10 subjects per arm with dose to be determined, cohort 3- 6 subjects. Cohorts 1 and 2 will be double blind (sponsor unblinded) placebo controlled cohorts. Cohort 3 will be an open label cohort, cohort 4 will be a double blind (sponsor unblinded) placebo controlled cohort.","Inclusion Criteria:~For ultrasound training cohort~Female volunteers of childbearing potential; with a negative pregnancy test as determined by human chorionic gonadotropin (hCG) testing at screening and prior to study initiation.~Age between 18 and 35 years old (inclusive).~Body weight >=50 kilograms (kg) and body mass index (BMI) within the range 18-30 kg/meter (m)^2 (inclusive).~Normal ovarian and uterine anatomy as assessed by transvaginal ultrasonography.~Capable of giving written informed consent, which includes compliance with the requirements and restrictions listed in the consent form.~Is in good physical and mental health as determined by a responsible and experienced physician, based on a medical evaluation including medical history, and physical examination.~For Cohorts 1, 2A, 2B, 2C, 3~Female volunteers of childbearing potential; with a negative pregnancy test as determined by hCG testing at screening and prior to study initiation.~Agrees to use one of the contraception methods for 2 weeks prior to the start of study to minimize the risk of pregnancy. Female subjects must agree to use contraception until at least 48 hours have passed after the last dose of study drug. OR has only same-sex partners, when this is her preferred and usual lifestyle. Oral contraceptive (OC) pill naive or have discontinued OC at least 2 months prior to study entry.~Age between 18 and 35 years old.~Body weight >=50 kg and BMI within the range 18-30 kg/m^2 (inclusive).~Capable of giving written informed consent, which includes compliance with the requirements and restrictions listed in the consent form as signed consent form; and is in good physical and mental health as determined by a responsible and experienced physician, based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring. A subject with a clinical abnormality or laboratory parameter(s) which is/are not specifically listed in the inclusion or exclusion criteria, outside the reference range for the population being studied may be included only if the Investigator in consultation with the GlaxoSmithKline (GSK) Medical Monitor if required agree and document that the finding is unlikely to introduce additional risk factors and will not interfere with the study procedures.~Subjects with a blood sample with simultaneous follicle stimulating hormone (FSH) > 40 milli international unit (MI)U/milliliter (mL) and estradiol <40 picogram/mL (<147 picomoles/Liter) should always be excluded from enrolment.~based on single or averaged corrected QTc values of triplicate ECGs obtained over a brief recording period: QTc <450 milliseconds (msec); or QTc <480 msec in subjects with Bundle Branch Block.~Exclusion Criteria:~For Training Cohort~Ultrasonographic evidence of uterine anomalies, including but not limited to intramural or submucosal leiomyomas (fibroids) cysts, endometrial polyps, American Society for Reproductive Medicine (ASRM) Class I-VI uterine malformations or intrauterine fluid collections.~Pregnancy (suspected or diagnosed) or lactation.~Has had a prior partial or total hysterectomy or tubal ligation.~Currently using and intrauterine device (IUD) for any reason.~History or suspicion of drug or alcohol abuse. Criteria Based Upon Medical Histories For Training Cohort~Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones).~History of regular alcohol consumption within 6 months of the study defined as: An average weekly intake of >7 drinks. One drink is equivalent to 12 grams of alcohol: 12 ounces (360 mL) of beer, 5 ounces (150 mL) of wine or 1.5 ounces (45 mL) of 80 proof distilled spirits.~Criteria Based Upon Diagnostic Assessments For Training Cohort~A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening.~A positive pre-study drug/alcohol/; and.~A positive test for human immune virus (HIV) antibody. For Cohorts 1, 2A, 2B, 2C, 3~Female with an abnormal obstetric profile (average durations <27 days or > 31 days;Any contraindication for oral contraception use; Is using hormone replacement therapy (HRT); Ultrasonographic evidence of ovarian dysfunction, such as Polycystic Ovary Syndrome (PCOS) or ovarian anomalies such as dermoid or hemorrhagic cysts; Ultrasonographic evidence of uterine anomalies, including but not limited to intramural or submucosal leiomyomas (fibroids) cysts, endometrial polyps, ASRM Class I-VI uterine malformations or intrauterine fluid collections.~Pregnancy (suspected or diagnosed) or lactation.~Has had a prior partial or total hysterectomy or tubal ligation.~Has had prior surgical procedures to the cervix (cryoablation, loop electrical excision procedure [LEEP] or other similar procedures).~Currently using an IUD for any reason.~Potential volunteers who are at high risk of developing complications while taking oral contraceptives will not be entered into the study in accordance with normal standards of good clinical practice.~History or suspicion of drug or alcohol abuse. Criteria Based Upon Medical Histories For Cohorts 1, 2, 3~Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones).~History of regular alcohol consumption within 6 months of the study defined as: An average weekly intake of >7 drinks. One drink is equivalent to 12 grams of alcohol: 12 ounces (360 mL) of beer, 5 ounces (150 mL) of wine or 1.5 ounces (45 mL) of 80 proof distilled spirits.~History of sensitivity to any of the study medications, or components thereof or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.~History of hypertension, use of an anti-hypertensive, or any systolic blood pressure >=140 millimeter of mercury (mmHg) or diastolic blood pressure >=90 mmHg.~Criteria Based Upon Diagnostic Assessments For Cohorts 1, 2, 3~A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening.~A positive pre-study drug/alcohol/cotinine screen.~A positive test for HIV antibody. Other Criteria~The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 30 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).~Exposure to more than four new chemical entities within 12 months prior to the first dosing day.","embryo transfer",1,"The study investigates the pharmacokinetics and pharmacodynamics of epelsiban, with the goal of informing future IVF clinical studies. This indicates that the intervention is related to assisted reproductive techniques aimed at promoting fertility.","Data from this study will inform the identification of the doses of epelsiban to be used in future in-vitro fertilization (IVF) clinical studies."
"114","NCT03758885",2018,"A Phase 3, Double-blind, Randomized, Placebo-controlled Study to Assess the Safety and Efficacy of a Single Oral Administration of Nolasiban to Increase On-going Pregnancy Rate Following Fresh Single Blastocyst Transfer Resulting From IVF","The primary objective of this study is to confirm the efficacy of a single oral 900 mg dose of nolasiban versus placebo to increase the ongoing clinical pregnancy rate at 10 weeks post-embryo transfer (ET) day.","Inclusion Criteria:~Indicated for IVF/ICSI in the context of assisted reproductive technology (ART)~Follow a gonadotropin releasing hormone (GnRH) antagonist protocol, single injection of human chorionic gonadotropin (hCG) for triggering final follicular maturation and luteal support with vaginal micronized progesterone.~Single fresh D5 embryo transfer~Exclusion Criteria:~Frozen-thawed embryo transfer~Donor egg in the current transfer~More than 20 oocytes in the current controlled ovarian hyperstimulation (COH) cycle~Serum P4 greater than 1.5 ng/mL prior to hCG administration","infertility",1,"This study is focused on increasing the ongoing pregnancy rate following a fresh single blastocyst transfer resulting from IVF, which is a form of assisted reproductive technology aimed at individuals trying to conceive.","The primary objective of this study is to confirm the efficacy of a single oral 900 mg dose of nolasiban versus placebo to increase the ongoing clinical pregnancy rate at 10 weeks post-embryo transfer (ET) day. Female 18 Years 37 Years Inclusion Criteria:~Indicated for IVF/ICSI in the context of assisted reproductive technology (ART)"
"115","NCT04045821",2019,"Endometrial Response Following Use of the Stem Cell Mobilizing Agent AMD3100 in a Population of Infertile Women With a Thin Endometrial Lining","To evaluate the response of the endometrial lining after subcutaneous administration of the medication AMD3100. This medication mobilizes stem cells and will be used in a population of infertile women with a thin endometrium who are undergoing frozen-thawed embryo transfer. The investigators will assess associations between response to stem cell mobilization and pregnancy outcomes.","Inclusion Criteria:~Patients planning to undergo a frozen-thawed embryo transfer cycle using a single euploid blastocyst.~Patients who have previously undergone at least 2 unsuccessful frozen-thawed embryo transfer cycles, defined as failure to achieve a clinical pregnancy (visualization of intrauterine gestational sac on ultrasound) or a cancelled embryo transfer cycle due to inadequate endometrial thickness.~Patients with a diagnosis of thin endometrial lining (less than 6 mm maximum thickness) during at least one prior unsuccessful embryo transfer cycle.~Initiation of the most recent unsuccessful frozen-thawed embryo transfer cycle with a thin endometrial lining must have occurred after January 1, 2017.~Exclusion Criteria:~Fewer than 2 prior unsuccessful frozen-thawed embryo transfer cycles.~Most recent unsuccessful frozen-thawed embryo transfer prior to January 1, 2017.~No euploid embryos available for transfer.~Mullerian anomalies, excluding arcuate uterus~Submucosal fibroids~History of uterine surgery, excluding polypectomy, D&C, and Cesarean section~Communicating hydrosalpinx without plans for surgical correction prior to study enrollment.~Failure of patient to agree to enrollment in study with written consent.~History of drug sensitivity or adverse reaction to AMD3100 (plerixafor).~Pregnancy","infertility of uterine origin",1,"The study focuses on infertile women with a thin endometrial lining who are undergoing frozen-thawed embryo transfer, which is an assisted reproductive technique aimed at promoting conception.","To evaluate the response of the endometrial lining after subcutaneous administration of the medication AMD3100. This medication mobilizes stem cells and will be used in a population of infertile women with a thin endometrium who are undergoing frozen-thawed embryo transfer."
"116","NCT01718444",2012,"Optimizing Fertility Treatment in Women With Polycystic Ovary Syndrome (PCOS) - A Randomized Controlled Trial: The Role of Progestin-induced Endometrial Shedding in PCOS (PIES in PCOS)","Progestin-induced endometrial shedding (PIES) followed by clomiphene citrate is fertility treatment of choice in anovulatory women with polycystic ovary syndrome (PCOS). However, some preliminary data suggest that skipping PIES could result in a higher live birth rate. The investigators are performing the first randomized controlled trial to find out if skipping the use of progestin during fertility treatment of anovulatory PCOS women is associated with improved pregnancy and live birth rates compared to the traditional approach of using progestin prior to use of clomiphene citrate.","Inclusion~Women aged 18 - 40, desiring pregnancy~Established diagnosis of PCOS confirmed by the Rotterdam criteria~Oligo or anovulatory, with menstrual cycles > 35 days apart or less than 9 menstrual cycles per year~Normal vaginal ultrasound with endometrial stripe < 12 mm~Normal thyroid stimulating hormone (TSH) within past one year~Normal prolactin (PRL) within past one year~For women with previous successful Clomid treatment, a washout period of at least 2 months is required~Exclusion~Regular menstrual cycles occurring less than 35 days apart~Evidence of other infertility factors such as endometriosis, tubal factor or male infertility~Prior unsuccessful Clomiphene citrate ovulation cycles~Abnormal vaginal ultrasound findings such as endometrial polyps, submucous myomas, synechiae~Uterine anomaly such as unicornuate or bicornuate uterus~Presence of hydrosalpinx~Evidence of active endocrinopathy, such as thyroid disorder or hyperprolactinemia~Partner with abnormal semen analysis (count < 15 million sperm /ml)","polycystic ovary syndrome~infertility",1,"The study investigates the effectiveness of fertility treatments in women with PCOS who are desiring pregnancy, specifically comparing the use of progestin-induced endometrial shedding followed by clomiphene citrate to skipping progestin.","Progestin-induced endometrial shedding (PIES) followed by clomiphene citrate is fertility treatment of choice in anovulatory women with polycystic ovary syndrome (PCOS)."
"117","NCT05206448",2022,"Randomized Controlled Trial of Combined Letrozole and Clomid (CLC II) Versus Letrozole Alone for Women With Anovulation","This study evaluates the addition of clomiphene citrate (CC) to letrozole for the treatment of infertility in women with polycystic ovary syndrome across a course of two treatment cycles with stair step dosing of letrozole similar to standard of care. Half of the participants will receive letrozole and CC in combination, while the other half will receive letrozole alone.","Inclusion Criteria:~Willing to comply with all study procedures and be available for the duration of the study~Diagnosis of infertility: Inability of couple to achieve successful pregnancy after 12 months of regular time unprotected intercourse in women less than 35 years of age; and after 6 months of regular intercourse without use of contraception in women 35 years and older. Women that have anovulation or oligomenorrhea are also considered to meet diagnosis of infertility, without meeting the time constraints described above.~Diagnosis of polycystic ovary syndrome based on Revised Rotterdam criteria.~Ability to have regular intercourse during the ovulation induction phase of the study.~Partner with a normal sperm concentration of 15 million/mL and with normal motility of >40% according to World Health Organization cutoff points or greater than 10 million total motile sperm count OR has fathered a pregnancy in the past.~Exclusion Criteria:~Current pregnancy~Current use of hormonal contraception; use of any type of combined contraceptive or oral progestins within the past month; or use of hormonal implants or depo progestins within the past 3 months~Other known cause of infertility: endometriosis, tubal factor, uterine abnormalities~Uncorrected thyroid disease~Untreated hyperprolactinemia~Medical conditions in which avoiding pregnancy is recommended until under improved control: poorly controlled Type 1 or Type 2 diabetes, poorly controlled hypertension~Contraindications to clomiphene citrate: hypersensitivity to clomiphene citrate or any of its components, history of liver disease or known liver disease, unknown cause of abnormal uterine bleeding, or intracranial lesion~Contraindications to letrozole: hypersensitivity to letrozole or any of its components~Use of medications known to affect reproductive function or metabolism or that are an absolute contraindication during pregnancy within the past month~If patients are suspected based on clinical findings for other etiologies that mimic PCOS, work up must be completed to exclude other etiologies prior to enrollment (i.e. Cushing's syndrome, androgen-secreting tumor)","pcos~polycystic ovary syndrome~infertility",1,"The study focuses on treating infertility in women with polycystic ovary syndrome by evaluating the effectiveness of combining clomiphene citrate with letrozole. The participants are women diagnosed with infertility who are trying to conceive.","This study evaluates the addition of clomiphene citrate (CC) to letrozole for the treatment of infertility in women with polycystic ovary syndrome across a course of two treatment cycles with stair step dosing of letrozole similar to standard of care."
"118","NCT01672801",2012,"Using Nimodipine, a Calcium Channel Blocker, to Prevent LH Surge in Women Undergoing Controlled Ovarian Stimulation and Intrauterine Insemination: a Double-blinded, Randomized Controlled Study","The main purpose of this study is to test the effectiveness of nimodipine in preventing a luteinizing hormone (LH) surge in women undergoing ovulation induction with clomiphene citrate. It is important to prevent the premature LH surge in controlled ovarian stimulation to allow adequate recruitment of follicles, proper maturation of a dominant follicle before ovulation, and effectively time insemination with semen to allow fertilization of a mature egg to occur.~The investigators are also conducting this study to determine medication side effect profile (including lightheadedness or dizziness from low blood pressure or rapid heart rate, headache, and nausea), patient treatment compliance, and clinical pregnancy (positive pregnancy test and ultrasound evidence of fetal heart rate). Finally, LH and follicle stimulating hormone (FSH) serum levels will be measured to determine effect of nimodipine on these hormones.~As a calcium channel blocker, nimodipine has been shown to block calcium mediated release of gonadotropin releasing hormone in animal and preliminary human studies. The investigators hypothesize that nimodipine, a calcium channel blocker, will prevent or delay the LH surge during controlled ovarian stimulation cycles using clomiphene citrate in subfertile patients undergoing assisted reproduction with intrauterine insemination (IUI).","Inclusion Criteria:~Age 25-40 years at the time of enrollment~Both ovaries intact by history and ultrasound assessment~Early follicular phase (day 2-4) serum FSH level <20 mIU/mL~Diagnosis of subfertility with a recommended treatment of COH and IUI~Providing written informed consent in English~Exclusion Criteria:~Body mass index (BMI) >38 kg/m2~Early follicular phase (day 2-4) serum FSH level ≥20 mIU/mL~History of overstimulated cycle defined as >3 mature follicles of ≥17 mm~Abnormal uterine cavity and/or tubal disease (as evidenced by sonohysterogram or hysterosalpingogram)~Diagnosis of infertility with a clear indication for in-vitro fertilization, such as bilateral tubal occlusion~Severe male factor infertility: Total Motile Sperm Count < 2x106 post washing (sperm deemed inadequate for IUI preparation)~Any ovarian or abdominal abnormality that may interfere with adequate TV ultrasound evaluation~Absence of one or both ovaries~Any contraindication to being pregnant or carrying a pregnancy to term~Unexplained gynecological bleeding~Any medical condition that would jeopardize the patient or the integrity of the data obtained including:~Prior reaction or side effects from previous calcium channel blocker use~Any medical condition that may interfere with the absorption, distribution, metabolism or excretion of nimodipine such as hepatic disease, hypertension, seizure, concurrent infection, depression, reflux (see #12 below).~Mental health status resulting in cognitive or emotional impairment that would preclude study participation~The concurrent use of any of the following drugs: [These medications have been shown to effect the availability of the medication or worsen hypotension symptoms]~Antihypertensives (eg. ACE inhibitors, alpha-adrenergic blocking agents,methyldopa, beta-blockers, diuretics, PDE5 inhibitors, and other calcium antagonists)~Antiepileptics (eg. phenobarbital, phenytoin, carbamazepine or valproic acid)~Macrolide antibiotics (eg, erythromycin)~Azole antimycotics (eg, ketoconazole)~HIV protease inhibitors (eg, ritonavir)~Antidepressants (eg, nefazodone and fluoxetine)~Cimetidine~Patient unable to communicate adequately with the investigators and to comply with the requirements of the study~Unwillingness to give written informed consent","unexplained infertility~polycystic ovarian syndrome~anovulatory",1,"The study focuses on women undergoing controlled ovarian stimulation and intrauterine insemination (IUI), which are interventions related to assisted reproductive techniques aimed at promoting conception.","The main purpose of this study is to test the effectiveness of nimodipine in preventing a luteinizing hormone (LH) surge in women undergoing ovulation induction with clomiphene citrate. It is important to prevent the premature LH surge in controlled ovarian stimulation to allow adequate recruitment of follicles, proper maturation of a dominant follicle before ovulation, and effectively time insemination with semen to allow fertilization of a mature egg to occur."
"119","NCT01345812",2011,"Time-lapse Assessed Evaluation of Embryo Development After Stimulation With Either Recombinant Follicle Stimulating Hormone (FSH) or Urine-derived Follicle Stimulating Hormone (FSH).","The primary purpose of the investigation is to identify differences in embryo development after follicle stimulation with two different gonadotrophins.","Inclusion Criteria:~Participants(heterosexuals, lesbian couples and single women) must sign a document of informed consent~Female age 21-45 years(both inclusive)~Patients for IVF treatment~Regular menstrual cycle 21-35 days(both inclusive)~Normal FSH levels(1-15 IU/L)~BMI between 18-32(both inclusive)~Patients must be able to read and understand patient information in national language~Exclusion Criteria:~PCO~- Endometriosis as primary diagnosis","patients for in vitro fertilization(ivf)treatment",1,"The study involves participants undergoing in vitro fertilization (IVF) treatment, which is directly related to interventions promoting fertility and conception.","Patients for IVF treatment"
"120","NCT00702806",2008,"A Phase II, Open Label, Prospective, Randomized, Comparative Clinical Trial to Investigate the Appropriate Dose of a Single Injection of Org 36286 (Corifollitropin Alfa) to Initiate Multiple Follicular Growth in a Controlled Ovarian Hyperstimulation Protocol for IVF or IVF/ICSI.","The primary objective of this trial was to investigate the appropriate dose of a single injection of Org 36286 to initiate multifollicular growth for the first seven days in a controlled ovarian hyperstimulation (COH) protocol for IVF and IVF/ICSI. After seven days, participants were converted to treatment with Puregon® 150 IU and administration of the GnRH antagonist Orgalutran® to finalize the stimulation cycle. Secondary objectives were the safety (including the absence of antibody formation) and the direct effects of Org 36286 on reproductive functions (steroidogenesis, oocyte maturation, embryo quality and implantation).","Inclusion Criteria:~Females of couples with an indication for COH and IVF or IVF/ICSI;~Body mass index (BMI) >=18 and <=29 kg/m^2;~Normal menstrual cycle length: 24-35 days;~Ejaculatory sperm;~Exclusion Criteria:~History of/or current endocrine abnormality such as polycystic ovary syndrome (PCOS), or polycystic ovaries according to ultrasound scan (USS), (treated) hyperprolactinemia or evidence of ovarian dysfunction;~More than three unsuccessful COH cycles for IVF since the last established ongoing pregnancy (if applicable);~History of non- or low ovarian response to FSH/human menopausal gonadotropin (hMG) treatment;~Any clinically relevant hormone value outside the reference range during the early follicular phase (menstrual Cycle Day 2-7) as measured by the local laboratory (FSH, luteinizing hormone [LH], estradiol [E2], progesterone [P], total testosterone [T], thyroid stimulating hormone [TSH], and prolactin);~Any clinically relevant abnormal laboratory value;~Any ovarian and/or abdominal abnormality interfering with ultrasound examination;~Contraindications for the use of gonadotropins (e.g. tumors, pregnancy/lactation, undiagnosed vaginal bleeding, hypersensitivity, ovarian cysts);~Epilepsy, diabetes, cardiovascular, gastro-intestinal, hepatic, renal, pulmonary, or abdominal disease;~History or presence of alcohol or drug abuse within 12 months prior to signing informed consent;~Hypersensitivity to Orgalutran® or any of its components;~Administration of investigational drugs within three months prior to screening.~Use of hormonal preparations within one month prior to the start of Org 36286 with the exception of thyroid medication.","infertility~in vitro fertilization",1,"The trial investigates the appropriate dose of Org 36286 to initiate multifollicular growth in a controlled ovarian hyperstimulation protocol for IVF and IVF/ICSI, which are assisted reproductive techniques aimed at promoting conception.","A Phase II, Open Label, Prospective, Randomized, Comparative Clinical Trial to Investigate the Appropriate Dose of a Single Injection of Org 36286 (Corifollitropin Alfa) to Initiate Multiple Follicular Growth in a Controlled Ovarian Hyperstimulation Protocol for IVF or IVF/ICSI."
"121","NCT00696800",2008,"A Phase III, Randomized, Double-Blind, Active-Controlled, Non-Inferiority Clinical Trial to Investigate the Efficacy and Safety of a Single Injection of Org 36286 (Corifollitropin Alfa) to Induce Multifollicular Development for Controlled Ovarian Stimulation Using Daily Recombinant FSH as Reference","To investigate the efficacy and safety of a single injection of 150 μg Corifollitropin Alfa (Organon 36286) to induce multifollicular development for controlled ovarian stimulation using daily recombinant FSH (recFSH) as a reference. The primary hypothesis is that a single injection of Corifollitropin Alfa is non-inferior to daily treatment with recFSH in initiating multifollicular growth.","Inclusion Criteria:~Females of couples with an indication for Controlled Ovarian Stimulation (COS) and in-vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI);~>=18 and <=36 years of age at the time of signing informed consent;~Body weight > 60 and <=90 kg and body mass index (BMI) >=18 and <=32 kg/m^2;~Normal menstrual cycle length: 24-35 days;~Availability of ejaculatory sperm (use of donated and/or cryopreserved sperm is allowed);~Willing and able to sign informed consent.~Exclusion Criteria:~History of/or any current (treated) endocrine abnormality;~History of ovarian hyper-response or ovarian hyperstimulation syndrome~(OHSS);~History of/or current polycystic ovary syndrome (PCOS);~More than 20 basal antral follicles <11 mm (both ovaries combined) as measured on ultrasound scan (USS) in the early follicular phase (menstrual cycle day 2-5);~Less than 2 ovaries or any other ovarian abnormality (including endometrioma > 10 mm; visible on USS);~Presence of unilateral or bilateral hydrosalphinx (visible on USS);~Presence of any clinically relevant pathology affecting the uterine cavity or fibroids >=5 cm;~More than three unsuccessful IVF cycles since the last established ongoing pregnancy (if applicable);~History of non- or low ovarian response to FSH/ human menopausal gonadotropin (hMG) treatment;~History of recurrent miscarriage (3 or more, even when unexplained);~FSH > 12 IU/L or LH > 12 IU/L as measured by the local laboratory (sample taken during the early follicular phase: menstrual cycle day 2-5);~Any clinically relevant abnormal laboratory value based on a sample taken during the screening phase;~Contraindications for the use of gonadotropins (e.g. tumors, pregnancy/lactation, undiagnosed vaginal bleeding, hypersensitivity, ovarian cysts);~Recent history of/or current epilepsy, human immunodeficiency virus (HIV) infection, diabetes, cardiovascular, gastro-intestinal, hepatic, renal or pulmonary disease;~Abnormal karyotyping of the patient or her partner (if karyotyping is performed);~Smoking more than 5 cigarettes per day;~History or presence of alcohol or drug abuse within 12 months prior to signing informed consent;~Previous use of Org 36286;~Use of hormonal preparations within 1 month prior to randomization;~Hypersensitivity to any of the concomitant medication prescribed as part of the treatment regimen in this protocol;~Administration of investigational drugs within three months prior to signing informed consent.","in vitro fertilization",1,"The study investigates the efficacy and safety of Corifollitropin Alfa for controlled ovarian stimulation in women undergoing in-vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI), which are assisted reproductive techniques aimed at helping couples conceive.","Females of couples with an indication for Controlled Ovarian Stimulation (COS) and in-vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI)"
"122","NCT00598208",2008,"A Phase 2, Open Label, Randomized Trial to Investigate the Dose-Response Relationship of a Single Injection of Org 36286 (Corifollitropin Alfa) to Initiate Multiple Follicular Growth in a Controlled Ovarian Hyperstimulation Protocol for IVF or ICSI.","The primary objective of this trial is to investigate the dose -response relationship of a single injection of Org 38286 to initiate multifollicular growth for the first seven days in a controlled ovarian hyperstimulation (COH) protocol for IVF or ICSI.","Inclusion Criteria:~Females of couples with an indication for COH and IVF or ICSI;~>=18 and <=39 years of age at the time of signing informed consent;~BMI >=18 and <=29 kg/m^2;~Normal menstrual cycle length: 24-35 days;~Ejaculatory sperm (use of donated and/or frozen sperm is allowed);~Willing and able to sign informed consent.~Exclusion Criteria:~History of/or any current (treated) endocrine abnormality;~History of ovarian hyperstimulation syndrome (OHSS);~History of/or current polycystic ovary syndrome (PCOS) or current polycystic ovaries according to USS (at least 10 follicles of 2-8 mm in each ovary);~More than three unsuccessful COH cycles since the last established ongoing pregnancy (if applicable);~History of non- or low ovarian response to FSH/hMG treatment;~Any clinically relevant hormone value outside the reference range during the early follicular phase (menstrual cycle day 2-7) as measured by the local laboratory (FSH, LH, E2, P, total T, TSH and prolactin):~Any clinically relevant abnormal laboratory value;~Less than 2 ovaries;~Any ovarian and/or abdominal abnormality interfering with ultrasound examination;~Contraindications for the use of gonadotropins (e.g. tumors, pregnancy/lactation, undiagnosed vaginal bleeding, hypersensitivity, ovarian cysts);~Epilepsy, diabetes, cardiovascular, gastro-intestinal, hepatic, renal, pulmonary, or abdominal disease;~History of presence of alcohol or drug abuse within 12 months prior to signing informed consent;~Previous use of Org 36286;~Use of hormonal preparations within 1 month prior to randomization;~Hypersensitivity to Org 32489 (Puregon®) and/or Org 37462 (Orgalutran®) and/or Pregnyl® or any of their components;~Administration of investigational drugs within three months prior to signing informed consent.","fertilization",1,"This study investigates the use of Org 36286 (Corifollitropin Alfa) to initiate multiple follicular growth in a controlled ovarian hyperstimulation protocol for IVF or ICSI, which are assisted reproductive techniques aimed at helping individuals conceive.","The primary objective of this trial is to investigate the dose -response relationship of a single injection of Org 38286 to initiate multifollicular growth for the first seven days in a controlled ovarian hyperstimulation (COH) protocol for IVF or ICSI."
"123","NCT02454556",2015,NA,"This is an open-label, Phase 3, randomized, two arms, multicenter, prospective, experimental study of Folitime® (a new biosimilar formulation of r-hFSH, follitropin alfa) versus the original one (Gonal-f ®).","Inclusion Criteria:~18 to 38 years of age~Indication for controlled ovarian stimulation and IVF or intracytoplasmic sperm injection (ICSI)~Regular menstrual cycles (25-35 days)~History of a maximum of two fresh cycle treatments in the present series of assisted reproductive technologies (ART) at the day of first screening (thawed cycles are not subject to that criteria)~Body mass index (BMI) ≥18 and ≤32 kg/m2~Basal FSH <10 IU/L (cycle day 2-5)~Antral follicle count (AFC) ≥8 to ≤18 follicles with a diameter of <10mm (sum of both ovaries) as measured on ultrasound (US) in the early follicular phase (day 1 of the stimulation cycle or of the last cycle previous to the treatment)~Documented history of infertility due to any of the following factors: tubal factor, male factor, unexplained infertility~Presence of both ovaries by ultrasonography and normal uterine cavity or abnormal uterine cavity without clinical significance according to the investigator's opinion (confirmed by hysterosalpingography, saline infusion sonography or hysteroscopy within 12 months before randomization) and normal uterine cavity by transvaginal ultrasound within 3 months of treatment~Male partner with semen analysis that is at least adequate for ICSI within 6 months prior to patient beginning down-regulation (invasive or surgical sperm retrieval, donor and/or cryopreserved sperm may be used)~Willingness to participate in the study and to comply with the study protocol~Signed informed consent prior to screening~Exclusion Criteria:~Presence of pregnancy~History of or active polycystic ovary syndrome (PCOS)~AFC >18 follicles with a diameter of <10 mm (both ovaries combined) as measured on US in the early follicular phase (menstrual cycle day 2-5) or during~History of >2 unsuccessful fresh ART retrieval cycles~History of poor response to gonadotropin treatment (defined as fewer than 5 oocytes retrieved in a previous attempt)~Any hormonal treatment within 1 month before the start of the FSH treatment, with the exception of levothyroxine)~Egg donor~Intrauterine leiomyomas ≥5 cm or otherwise clinically relevant pathology that could impair embryo implantation or pregnancy continuation~Previous history of OHSS~Ovarian cyst or enlargement of undetermined origin~History of recurrent spontaneous abortion (3 or more, even when unexplained)~Presence of endometriosis or hydrosalpinx~Neoplasia, including tumors of the hypothalamus and pituitary gland~Abnormal genital bleeding of undetermined origin~History of extrauterine pregnancy in the previous 3 months~Sex hormone dependent tumors of the reproductive tract and accessory organs.~Uncontrolled thyroid or adrenal dysfunction or presence of uncontrolled endocrine disorder~Known allergy or hypersensitivity to FSH preparations or one of their excipients or progesterone or to any of the excipients of the additional study medications~Clinically significant abnormal findings at Visit 1 that, in the opinion of the investigator, can affect trial resulkts or subject's safety~Administration of other investigational products within the previous month or concomitant participation in another study protocol","infertility",1,"The study involves interventions related to infertility, specifically controlled ovarian stimulation and IVF or ICSI, and enrolls participants who are trying to conceive.","Indication for controlled ovarian stimulation and IVF or intracytoplasmic sperm injection (ICSI)"
