"","nct_id","official_title","summary","gender","minimum_age","maximum_age","criteria","AnyPregGPT_updated2","Summary.x","Summary_quote","Preg_Only_GPT.x","Nonviable_GPT","Nonviable_quote","Category","Secondary.category","Summary.y"
"205","NCT00694967","Histologic Evaluation of the Cervix at Risk for Preterm Birth Trial:Medical Versus Surgical Therapy","We hypothesized that weekly intramuscular injections of 17 hydroxyprogesterone caproate(17P) will reduce the number spontaneous preterm births prior to 35 weeks gestation when compared to cerclage therapy. The purpose of this study was to compare medical therapy with 17P to surgical therapy with transvaginal cerclage in patients with an ultrasound diagnosed short cervix and funnel in the mid-trimester.","Female","N/A","N/A","Inclusion Criteria:~Ultrasonographic evidence of premature dilatation of the internal os~Prolapse of the chorio-amniotic membranes into the endocervical canal~Functional cervical length less than 25mm~Exacerbation of these ultrasound findings with transfundal and/or suprapubic pressure~Exclusion Criteria:~Any fetal chromosomal or structural anomaly~Multiple gestation~Known allergy to progesterone~Ruptured membranes~Vaginal bleeding~Intra-amniotic infection (diagnosed clinically or by amniocentesis)~Prolapse of endocervical membranes beyond the external cervical os~Persistent uterine activity accompanied by cervical change~Obstetrically indicated delivery.","Included","The trial explicitly includes pregnant individuals as it involves comparing medical therapy with 17P to surgical therapy with transvaginal cerclage in patients with an ultrasound diagnosed short cervix and funnel in the mid-trimester.","The purpose of this study was to compare medical therapy with 17P to surgical therapy with transvaginal cerclage in patients with an ultrasound diagnosed short cervix and funnel in the mid-trimester.",1,0,"0","1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage","None","This trial compares medical therapy with 17 hydroxyprogesterone caproate (17P) to surgical therapy with transvaginal cerclage in patients with an ultrasound-diagnosed short cervix and funnel in the mid-trimester. The primary focus is on preventing preterm birth, which fits well under the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' The trial exclusively enrolls pregnant individuals, hence 'Preg_Only_GPT' is 1. There is no indication that the trial evaluates a pain management drug or intervention."
"206","NCT04336189","Optimal Chemopreventive Regimens to Prevent Malaria and Improve Birth Outcomes in Uganda","This trial tests the hypothesis that intermittent preventive treatment in pregnancy (IPTp) with sulfadoxine-pyrimethamine (SP) + dihydroartemisin-piperaquine (DP) will significantly reduce the risk of adverse birth outcomes compared to IPTp with SP alone or DP alone. This double-blinded randomized controlled phase III trial of 2757 HIV uninfected pregnant women enrolled at 12-20 weeks gestation will be randomized in equal proportions to one of three IPTp treatment arms: 1) SP given every 4 weeks, or 2) DP given every 4 weeks, or 3) SP+DP given every 4 weeks. SP or DP placebos will be used to ensure adequate blinding is achieved in the study and follow-up will end 28 days after giving birth.","Female","16 Years","N/A","Inclusion Criteria:~Viable singleton pregnancy confirmed by ultrasound~Estimated gestational age between 12-20 weeks~Confirmed to be HIV- uninfected by rapid test~16 years of age or older~Residency within Busia District of Uganda~Provision of informed consent~Agreement to come to the study clinic for any febrile episode or other illness and avoid medications given outside the study protocol~Willing to deliver in the hospital~Exclusion Criteria:~History of serious adverse event to SP or DP~Active medical problem requiring inpatient evaluation at the time of screening~Intention of moving outside of Busia District Uganda~Chronic medical condition requiring frequent medical attention~Prior chemopreventive therapy or any other antimalarial therapy during this pregnancy~Early or active labor (documented by cervical change with uterine contractions)~Multiple pregnancies (i.e. twins/triplets)","Included","The trial explicitly includes pregnant women between 12-20 weeks gestation and tests interventions during pregnancy to prevent malaria and improve birth outcomes.","This double-blinded randomized controlled phase III trial of 2757 HIV uninfected pregnant women enrolled at 12-20 weeks gestation will be randomized in equal proportions to one of three IPTp treatment arms.",1,0,"0","5. Malaria (with or without HIV)","8. Fetal growth/IUGR/Fetal Growth Retardation","This trial focuses on preventing malaria in pregnant women and improving birth outcomes by comparing different chemopreventive regimens. It exclusively enrolls pregnant women and aims to reduce adverse birth outcomes, which aligns with the primary category of malaria prevention and a secondary category of fetal growth."
"207","NCT03171480","Randomized Controlled Trial of Nitric-oxide Donor (NOD) Isosorbide Mononitrate (IMN) Versus Placebo for Induction of Labor in Pregnancies Complicated by Preeclampsia","A randomized controlled trial (RCT) of nitric-oxide donor (NOD) isosorbide mononitrate (IMN) versus placebo as an adjuvant to misoprostol/ intra-cervical Foley bulb for induction of labor to decrease rate of cesarean deliveries in pregnancies complicated by preeclampsia (≥24/0 weeks' gestation)","Female","18 Years","42 Years","Inclusion Criteria:~Women older than 18 years at the time of induction of labor with the ability to give informed consent~Induction of labor for clinical diagnosis of preeclampsia~Unfavorable cervix (Bishop's score of less than 6)~Cervical dilation 2cm or less~Singleton~Gestational age ≥ 24 weeks~English speaking~Exclusion Criteria:~• Contraindication to vaginal delivery~Contraindication to misoprostol~Fetal Demise~Major fetal anomaly~Non-english speaking women~HIV~Medical conditions requiring assisted second stage~Category III tracing~Eclampsia~Hemolysis Elevated Liver enzymes Low Platelets syndrome~DIC or active hemorrhage before randomization~Hypersensitivity to isosorbide mononitrate~Isosorbide mononitrate should not be used in cases of acute myocardial infarction with low filling pressure, acute circulatory failure (shock, vascular collapse), or hypertrophic obstructive cardiomyopathy (HOCM), constrictive pericarditis, low cardiac filling pressures, aortic/mitral valve stenosis and diseases associated with a raised intra-cranial pressure e.g following a head trauma and including cerebral hemorrhage.~Isosorbide mononitrate should not be used in patients with severe anemia, severe hypotension, closed angle glaucoma or severe hypovolaemia.~Isosorbide mononitrate tablets contain lactose and therefore patients with rare hereditary problems of galactose intolerance, the Lapp lactase deficiency or glucose-galactose malabsorption should not take this medicine.","Included","The trial explicitly includes pregnant individuals as it is focused on induction of labor in pregnancies complicated by preeclampsia.","Induction of labor for clinical diagnosis of preeclampsia",1,0,"0","16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)","2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome","This trial evaluates the use of isosorbide mononitrate versus placebo for induction of labor in pregnancies complicated by preeclampsia. The primary focus is on labor induction and management, with a secondary focus on preeclampsia, a hypertensive disorder."
"208","NCT00830765","The Use of Progesterone to Reduce Preterm Birth","Preterm birth is the most common and costly complication in obstetrics. It complicates up to 11 % of all pregnancies and it is responsible for 70% of sick babies. Recently two studies have shown that giving progesterone (a normal hormone made by the ovaries) prolongs gestation in women who have had a preterm birth in an earlier pregnancy (and therefore are at risk for another early delivery). There are other studies that show that this technique of giving a weekly shot of progesterone does not prevent preterm birth. In addition, There are other groups of patients who are at very high risk for preterm birth which have not been studied. They include: 1.) Cervical cerclage (a stitch in the mouth of the womb); 2.) Multifetal gestation (twins, triplets, etc.); 3.) Women with preterm (<34 weeks) rupture of the membranes; 4.) Women with preterm labor during the current pregnancy with intact membranes who have been tocolyzed (have their labor stopped and are getting ready to go home). We purpose to give weekly shots of progesterone or a placebo in a randomized fashion to women in the first group who are at risk for preterm delivery due to an early birth in a previous pregnancy as well as the other four groups listed. If progesterone given weekly is successful at preventing early delivery as compared to the placebo group then great benefit for these women as well as future pregnancies would be accrued.","Female","16 Years","45 Years","Inclusion Criteria:~Pregnancy 20 - 34 weeks; cervical dilation <4 cm; risk for preterm birth; multifetal gestation; diagnosis of preterm labor during the current pregnancy effectively tocolyzed); preterm rupture of the fetal membranes (24 - 34 weeks); willing and able to sign Informed Consent Form~Exclusion Criteria:~Failure to meet inclusion criteria as noted above; contraindication to pregnancy continuation; severe medical diseases such as sickle cell disease with crises, diabetes mellitus (F/R/H), severe preeclampsia etc., (physician judgment; severe fetal/obstetric criteria such as intrauterine growth restriction (<5th percentile, placental abruption,placental previa, etc., (physician judgment); non reassuring fetal assessment; allergy to progesterone compounds; refusal to participate","Included","The trial explicitly includes pregnant individuals at risk for preterm birth due to various conditions such as multifetal gestation, preterm labor, and preterm rupture of membranes.","Inclusion Criteria: Pregnancy 20 - 34 weeks; cervical dilation <4 cm; risk for preterm birth; multifetal gestation; diagnosis of preterm labor during the current pregnancy effectively tocolyzed); preterm rupture of the fetal membranes (24 - 34 weeks); willing and able to sign Informed Consent Form",1,0,"0","1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage","None","The trial focuses on the use of progesterone to prevent preterm birth, which is a common and costly complication in obstetrics. The study includes pregnant women at risk for preterm delivery due to various factors such as previous preterm birth, cervical cerclage, multifetal gestation, preterm rupture of membranes, and preterm labor. The primary aim is to evaluate the effectiveness of weekly progesterone shots in prolonging gestation."
"209","NCT03297216","Z 31702 - Improving Pregnancy Outcomes With Progesterone (IPOP): a Trial of 17-Hydroxyprogesterone Caproate to Reduce Preterm Birth Among Women Receiving Antiretroviral Therapy in Pregnancy","This is a phase III, double-masked, placebo-controlled, randomized controlled trial taking place in Zambia.","Female","18 Years","N/A","Inclusion Criteria:~18 years of age or older~less than 24 0/7 weeks of gestation~viable intrauterine singleton pregnancy confirmed by ultrasound~antibody-confirmed HIV-1 infection~currently receiving antiretroviral l therapy (ART) or intending to commence ART in pregnancy~ability and willingness to provide written informed consent~intent to remain in current geographical area of residence for the duration of study~willing to adhere to weekly study visit schedule~Exclusion Criteria:~confirmed prior spontaneous preterm birth~multiple gestation~known uterine anomaly~planned or in situ cervical cerclage~major fetal anomaly detected on screening ultrasound~indication for planned delivery prior to 37 weeks (e.g., prior classical cesarean)~threatened abortion, preterm labor, or ruptured membranes at time of enrollment~known allergy or medical comorbidity listed as a contraindication to 17P in the prescribing information~prior participation in the trial~any other condition (social or medical) which, in the opinion of the study staff, would make trial participation unsafe or complicate data interpretation.","Included","The trial explicitly includes pregnant women as it is focused on improving pregnancy outcomes with progesterone among women receiving antiretroviral therapy in pregnancy.","less than 24 0/7 weeks of gestation~viable intrauterine singleton pregnancy confirmed by ultrasound",0,0,"0","1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage","4. HIV (non-PMTCT, NO malaria, NO tuberculosis)","This trial focuses on reducing preterm birth among pregnant women receiving antiretroviral therapy, which fits into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage'. The inclusion of HIV-1 infection and ART use suggests a secondary category of 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'. The trial exclusively enrolls pregnant women, hence 'Preg_Only_GPT' is 1. There is no mention of pain management, so 'Pain' is 0."
"210","NCT03640507","The Effect of Vaginal Preparation With Chlorhexidine-alcohol vs. Povidine-iodine vs. Saline on Vaginal Bacteria Colony Counts in Pregnant Women","The purpose of this study is to see whether chlorhexidine is superior to povidine-iodine vaginal antisepsis at reducing bacteria colony counts in pregnant women by comparing three groups: vaginal washing with chlorhexidine-alcohol, vaginal washing with povidine-iodine, and vaginal washing with saline alone.","Female","18 Years","65 Years","Intervention Group (vaginal preparation)~Inclusion Criteria:~Pregnant women admitted for cesarean delivery~Gestational age greater than or equal to 34 weeks~Exclusion Criteria:~Rupture of membranes or active labor~Chorioamnionitis (prior to enrollment)~Recent (within 4 weeks) antibiotic exposure~Maternal HIV infection or immunocompromised state~Known allergy to shellfish, iodine, or chlorhexidine","Included","The study explicitly includes pregnant women admitted for cesarean delivery, making it clear that pregnant individuals are included. The study does not focus on nonviable pregnancies or postpartum interventions.","Pregnant women admitted for cesarean delivery",1,0,"0","15. C-section/caesarean","21. Other infectious disease prevention/treatment (non-vaccine)","The trial focuses on pregnant women admitted for cesarean delivery and aims to compare the effectiveness of different vaginal antisepsis methods in reducing bacterial colony counts. The primary category is 'C-section/caesarean' due to the focus on cesarean delivery, and the secondary category is 'Other infectious disease prevention/treatment (non-vaccine)' because the study aims to reduce infection risk."
"211","NCT03951649","Acute Headache Treatment in Pregnancy: Improvement in Pain Scores With Occipital Nerve Block vs PO Acetaminophen With Caffeine A Randomized Controlled Trial","This is an open label randomized controlled trial evaluating response to bupivacaine occipital nerve block compared to Tylenol/Caffeine cocktail in treatment of pregnant patients seeking care of headache.","Female","16 Years","60 Years","Inclusion criteria:~Women presenting to Maternal Evaluation Unit at UAB hospital~Confirmed live intrauterine pregnancy (previous ultrasound, bedside ultrasound, fetal monitoring)~Complaint of headache~Minimal pain level of 4 on VRS~Exclusion criteria:~Systolic BP >= 140 or diastolic BP>=90 with 1+ protein on urine dip~Systolic BP >=160 or diastolic BP>=105~Focal neurological symptoms~Altered level of consciousness defined as not being oriented to person, place, situation, and/or year~Complaint of seizure~Known under lying brain abnormality~Fever~Use of >3 grams of acetaminophen in past 24hrs~ONB in the past 3 months~Reported allergy to study medications (Bupivacaine, acetaminophen, or caffeine)","Included","The trial explicitly includes pregnant individuals as it evaluates treatments for headaches in pregnant patients.","This is an open label randomized controlled trial evaluating response to bupivacaine occipital nerve block compared to Tylenol/Caffeine cocktail in treatment of pregnant patients seeking care of headache.",1,0,"0","22. Pregnancy headache/leg cramps","None","This trial evaluates the response to bupivacaine occipital nerve block compared to Tylenol/Caffeine cocktail in treating headaches in pregnant patients. The inclusion criteria specifically require confirmed intrauterine pregnancy, and the condition being studied is pregnancy-related headache. The trial involves pain management interventions."
"212","NCT04344860","Prospective, Randomized Trial Comparing Recombinant Von Willebrand Factor (rVWF) Plus Tranexamic Acid vs. rVWF Alone to Reduce Postpartum Hemorrhage in Women With Von Willebrand Disease: The VWD-WOMAN Trial","This is a single-center randomized phase III clinical trial, the VWD-Woman Trial, in which 20 pregnant subjects with von Willebrand disease (VWD), defined as VWF ristocetin co-factor activity (VWF:RCo) <0.50 IU/ml (historic) and previous history of bleeding are enrolled. Subjects will include women with VWD age 18 years and older, excluding those who have a bleeding disorder other than VWD. Once enrolled, subjects who meet all of the inclusion and none of the exclusion criteria will be randomized to recombinant Von Willebrand factor (rVWF, Vonvendi ®) with Tranexamic Acid (TA, Cyclokapron®); or recombinant Von Willebrand factor (rVWF, Vonvendi®) alone to prevent postpartum hemorrhage after vaginal or caesarean delivery. The primary endpoint is quantitative blood loss (QBL) by a labor suite nurse at delivery. Secondary endpoints include safety assessment for postpartum lochial blood loss by Pictorial Blood Assessment Chart (PBAC), transfusion, blood products, thromboembolic events, and hysterectomy within 21 days; and mechanism of PPH reduction by VWF assays (VWF:RCo, VWF:Ag, VIII:C), fibrinogen, and d-dimer. Blood draws are at 5 time points, including at 36 weeks' gestation (screening), on admission for childbirth, and at 1 day, 2 days, and 21 days after delivery. The VWD-Woman Trial is considered greater than minimal risk as study drugs are given at delivery and special coagulation studies are obtained.","Female","18 Years","N/A","Inclusion Criteria:~Pregnant females >= 18 years of age~Confirmed VWD, as defined by VWF:RCo < 0.50 IU/dL and previous history of bleeding~Willingness to have blood drawn~Willing to be randomized to one of two treatments at delivery and for 2 days postpartum.~Willing to keep a diary for 3 weeks of postpartum bleeding by pictorial assessment chart (PBAC) and any blood products, transfusion, or medications taken.~Willing to return at 21 days for final blood draw and review of diary.~Exclusion Criteria:~Any bleeding disorder other than VWD; or past thrombotic disease of other bleeding disorders.~Previous thrombosis, cardiac disease, congestive failure, arrhythmia, hypertension, MI, or stroke.~Platelet count < 100,000/ ul.~Past allergic reaction to VWF or tranexamic acid.~Surgery within the past 8 weeks.~Inability to comply with study protocol requirements.~Concomitant use of antiplatelet drugs, anticoagulants, or NSAIDs. Aspirin will be allowed for preeclampsia prevention.~Treatment with DDAVP, cryoprecipitate, whole blood, plasma or plasma derivatives containing substantial quantities of VWF within 5 days of study.~History of renal disease.~Inability to comply with study requirements.","Included","The trial explicitly includes pregnant women with von Willebrand disease and evaluates treatments to prevent postpartum hemorrhage. It enrolls participants during pregnancy and follows them postpartum.","Pregnant females >= 18 years of age",1,0,"0","28. Postpartum sepsis/hemorrhage/complications","None","This trial focuses on reducing postpartum hemorrhage in pregnant women with Von Willebrand Disease (VWD) using recombinant Von Willebrand factor (rVWF) and Tranexamic Acid. The primary endpoint is quantitative blood loss at delivery, and secondary endpoints include safety assessments and mechanisms of PPH reduction. The trial exclusively enrolls pregnant women, making it a clear fit for the 'Postpartum sepsis/hemorrhage/complications' category."
"213","NCT03022526","Combined Spinal Epidural v. Epidural Labor Analgesia for Postpartum Depression Symptoms (COPE Trial): Pilot Randomized Control Trial","The purpose of this pilot prospective randomized control trial is to compare the initiation of labor epidural analgesia by combined spinal epidural vs. epidural for the influence on risk for postpartum depression symptoms. Investigators will randomize women to the receipt of CSE or E during labor, after measuring baseline psychological, psychosocial, and psychophysical factors related to pain and depression. The immediate research goals are to understand whether the association between labor pain and PPD is modifiable through the use of tailored anesthetic techniques.","Female","18 Years","50 Years","Inclusion Criteria:~Nulliparous (no prior childbirth)~Singleton gestation~Third trimester~Healthy pregnancy~English proficiency (surveys validated in English)~Planned vaginal delivery~Planning to use labor epidural analgesia~Term delivery (>/= 37.0 weeks)~Exclusion Criteria:~Severe maternal disease~Severe fetal disease~Delivery not at term (delivery prior to 37.0 weeks)~Contraindications to neuraxial anesthesia known at the time of enrollment~Cesarean delivery WITHOUT labor~Planning to list infant for adoption~Did not receive epidural analgesia (either CSE or E) for labor","Included","The trial includes pregnant individuals as it involves labor epidural analgesia and evaluates postpartum depression symptoms. The intervention is given during labor, but the study evaluates outcomes in the postpartum period.","Investigators will randomize women to the receipt of CSE or E during labor, after measuring baseline psychological, psychosocial, and psychophysical factors related to pain and depression.",0,0,"0","32. Postpartum depression/postpartum psychosis","16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)","This trial focuses on comparing combined spinal epidural vs. epidural labor analgesia and its influence on postpartum depression symptoms. It involves pregnant individuals in their third trimester planning to use labor epidural analgesia, making it relevant to both postpartum depression and labor management. The trial evaluates pain management techniques, hence the Pain variable is set to 1."
"214","NCT04753957","Pharmacokinetics of Progesterone in Pregnancy-2","The objective of this study is to evaluate the local pharmacokinetics of progesterone in pregnancy through evaluation of progesterone levels in maternal serum, endometrium, and cordblood in pregnant patients undergoing scheduled cesarean delivery.","Female","16 Years","55 Years","Inclusion Criteria:~Age ≥18yo~Singleton gestation, ≥36 0/7 weeks gestation~Scheduled cesarean delivery at Thomas Jefferson University Hospital or affiliate~Exclusion Criteria:~Contraindication to vaginal progesterone suppository~Active hepatic disease~Prior or current thrombus~Known adverse reaction to progesterone~Peanut allergy~Bleeding disorder (such as thrombophilia)~Use of 17-hydroxyprogesterone caproate in the pregnancy~Use of vaginal progesterone in the pregnancy~History of adverse reaction to progesterone~Current vaginitis","Included","The study explicitly includes pregnant individuals as it evaluates progesterone levels in pregnant patients undergoing scheduled cesarean delivery.","The objective of this study is to evaluate the local pharmacokinetics of progesterone in pregnancy through evaluation of progesterone levels in maternal serum, endometrium, and cordblood in pregnant patients undergoing scheduled cesarean delivery.",1,0,"0","15. C-section/caesarean","None","The study evaluates the pharmacokinetics of progesterone in pregnant patients undergoing scheduled cesarean delivery. It exclusively enrolls pregnant individuals and focuses on cesarean delivery, fitting well into the category of C-section/caesarean."
"215","NCT00720291","Inflammation and Treatment of Bacterial Vaginosis Near Term","Most studies demonstrate that untreated bacterial vaginosis increases the rate of preterm birth. Despite this, there is no evidence that screening and treatment of asymptomatic bacterial vaginosis nor interpregnancy treatment of endometritis decreases the subsequent rate of preterm birth. However, treatment of symptomatic bacterial vaginosis has been associated with a modest reduction in subsequent preterm birth. Potential mechanisms for this reduction include a decrease in peripheral maternal pro-inflammatory activation of the TH1 inflammatory cascade with treatment, however this direct pathway has not been elucidated. The approved treatment for bacterial vaginosis during pregnancy consists of Metronidazole 500mg BID for 7 days. A more complete understanding of the effect of Metronidazole on maternal inflammation would be useful in designing strategies to reduce the rates of preterm birth.~This study proposes to determine the effect of standard treatment of BV carriage on maternal serum markers of inflammation. This will be accomplished by giving patients with asymptomatic BV either the standard treatment of metronidazole or a placebo for 7 days. Blood will be drawn to compare levels of Interleukins 1 and 6 as well as Tumor Necrosis Factor Alpha.","Female","18 Years","45 Years","Inclusion Criteria:~32 weeks gestation or greater~Multiparity~No history of preterm birth~English speaking~Ability to provide informed consent~Bacterial vaginosis by gram stain~Exclusion Criteria:~Acute infections at any site~Active autoimmune disease~Current anti-inflammatory use~Symptomatic bacterial vaginosis~Previous adverse reaction to metronidazole~Reports ongoing ethanol consumption","Included","The study explicitly includes pregnant individuals as it involves treatment of bacterial vaginosis during pregnancy.","The approved treatment for bacterial vaginosis during pregnancy consists of Metronidazole 500mg BID for 7 days.",1,0,"0","1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage","21. Other infectious disease prevention/treatment (non-vaccine)","This study investigates the effect of treating bacterial vaginosis (BV) on maternal inflammation and its potential to reduce preterm birth rates. The trial involves pregnant individuals, specifically those at 32 weeks gestation or greater, and aims to understand the impact of Metronidazole treatment on inflammation markers. The primary focus is on preventing preterm birth, but it also addresses the treatment of an infectious disease (BV)."
"216","NCT03140293","A Randomized Trial to Determine if Local Anesthesia Decreases Pain Perception in Women Undergoing Chorionic Villus Sampling","Chorionic villous sampling is a frequent procedure used for antenatal genetic testing. This procedure is associated with anxiety and fear of pain that can be expected during the procedure, often prejudicing patients against this definitive antenatal testing. It is important to determine if different approaches to pain and anxiety reduction are effective. Currently there is no randomized study to evaluate the efficacy of analgesia for pain reduction during chorionic villous sampling. Multiple studies have been published suggesting that analgesia during the similar procedure of amniocentesis does not significantly reduce pain scores.","Female","18 Years","65 Years","Inclusion Criteria:~<13 week gestation~Singleton gestations undergoing CVS~Exclusion Criteria:~Multiple gestations~More than one attempt of needle insertion~Allergy or hypersensitivity to local anesthesia","Included","The trial explicitly includes pregnant individuals as it involves chorionic villus sampling, a procedure performed during pregnancy for antenatal genetic testing.","Inclusion Criteria: <13 week gestation",1,0,"0","30. Other - maternal/parental/pregnant person disease or injury","None","The trial evaluates the efficacy of local anesthesia in reducing pain during chorionic villus sampling, a procedure used for antenatal genetic testing. The study exclusively involves pregnant individuals undergoing this procedure, making it relevant to maternal health and pain management."
"217","NCT03067727","A Multicentre, Randomised, Double-blind, Placebo-controlled Phase III Trial Investigating the Efficacy and Safety of FE 999901 Vaginal Insert in Pregnant Women at Term (41 Weeks of Gestation) Requiring Cervical Ripening","To demonstrate the efficacy of dinoprostone vaginal insert (DVI) for cervical ripening success (either bishop score (BS) ≥7 or vaginal delivery) within 12 hours of vaginal insert administration","Female","20 Years","N/A","Inclusion Criteria:~Pregnant women at term (≥ 41 weeks 0 day and ≤ 41 weeks 6 days of gestation) at the Baseline visit~Candidate for pharmacologic induction of labour~Singleton pregnancy with live infant in vertex presentation~Baseline BS ≤ 4 at the Baseline visit~Parity ≤ 3 (parity is defined as one or more births live or stillbirths after 22 weeks 0 day gestation)~Written informed consent~Exclusion Criteria:~Women in labour~Presence of uterine or cervical scar including scar from previous caesarean section, and previous cone biopsy of the cervix and loop electrosurgical excision procedure (LEEP)~Uterine abnormality e.g. bicornuate uterus~Administration of oxytocin, any cervical ripening or labour inducing agents (including mechanical methods) or a tocolytic drug within 7 days prior to IMP administration. Magnesium sulfate is permitted if prescribed as treatment for preeclampsia or pregnancy induced hypertension~Presence of the following conditions/symptoms:~Systolic blood pressure > 160 mmHg or diastolic blood pressure > 110 mmHg. Platelets < 100,000/µL. Increased liver function tests (2x upper limits of normal range). Severe, persistent right upper quadrant/epigastric pain. Progressive renal insufficiency: Creatinine > 1.1 mg/dL, Doubling of creatinine in the absence of other renal disease. Pulmonary edema. New onset cerebral or visual disturbances~Suspected or confirmed cephalopelvic disproportion and/or fetal malpresentation~Diagnosed congenital abnormalities, not including polydactyly~Suspected or confirmed intrauterine growth retardation (≤ 1.5 SD of mean normal estimated fetal weight for dates)~Any evidence of fetal compromise at baseline visit (e.g., non-reassuring fetal heart rate pattern, meconium staining, history of non-reassuring fetal status or abnormal umbilical artery Doppler wave form)~Intake of medication with aspirin or non-steroidal anti-inflammatory drugs (NSAIDs) at baseline visit~Ruptured membranes~Suspected clinical chorioamnionitis~Current pelvic inflammatory disease, unless adequate prior treatment has been instituted~Fever (axillary temperature ≥ 38.0 °C) at the Baseline visit~Any condition in which vaginal delivery is contraindicated (eg., placenta previa or any unexplained vaginal bleeding at any time after 24 weeks 0 day during this pregnancy)~Known or suspected allergy to, dinoprostone other prostaglandins or any constituent of IMP~Any condition urgently requiring delivery~History of asthma or glaucoma~Unable to comply with the protocol~Any other medical condition which in the judgement of the investigator would impair participation in the trial","Included","The trial explicitly includes pregnant women at term (41 weeks of gestation) for cervical ripening.","Pregnant women at term (≥ 41 weeks 0 day and ≤ 41 weeks 6 days of gestation) at the Baseline visit",1,0,"0","16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)","None","This trial investigates the efficacy and safety of a vaginal insert for cervical ripening in pregnant women at term, specifically those requiring pharmacologic induction of labor. The inclusion criteria specify pregnant women at term, and the primary focus is on labor induction and management."
