NCT_ID,AnyPregGPT,Preg_Only_GPT,Nonviable_GPT,Postpartum_GPT,Child_GPT,Summary,Summary_quote,Nonviable_quote,AnyPregGPT_updated,Postpartum_quote
NCT05857215,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial. The study requires a negative pregnancy test for female participants.,Females of childbearing potential including those who were pregnant or lactating (all female subjects must have had a negative highly sensitive urine and serum pregnancy test).,0,Excluded,0
NCT00130065,Included,1,0,Neither,0,The study explicitly includes pregnant women as it aims to determine the effect of folic acid on the efficacy of sulfadoxine-pyrimethamine in pregnant women. The inclusion criteria specify gestational age and pregnancy status.,"The purpose of this study is to determine whether folic acid, which is often routinely given to pregnant women to prevent birth defects and anemia, affects the efficacy of sulfadoxine-pyrimethamine, another drug that is routinely given to pregnant women in highly malarious areas, for prevention of the adverse effects of malaria during pregnancy.",0,Included,0
NCT01181934,Excluded,0,0,Neither,0,Pregnant and breastfeeding women are explicitly excluded from the trial. Women of childbearing potential must have a negative pregnancy test and use contraception.,Female volunteers who are pregnant or breastfeeding,0,Excluded,0
NCT01290042,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on evaluating the safety and tolerability of AMG 181 in healthy subjects and those with ulcerative colitis or Crohn's disease.",Unspecified,0,Unspecified,0
NCT02578862,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients undergoing endoscopic sinus surgery for advanced inflammatory sinus disease.",Unspecified,0,Unspecified,0
NCT00029796,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00034047,Excluded,0,0,Neither,0,Pregnant and breastfeeding individuals are explicitly excluded from the trial.,Exclusion Criteria:~Pregnancy or breast feeding,0,Excluded,0
NCT00393731,Included,1,0,Neither,0,The trial explicitly includes pregnant women undergoing induction of labor with an unripe cervix. The inclusion criteria specify women hospitalized for induction of labor with a Bishop's score <5 and 24 weeks gestational age.,"Inclusion Criteria: Women that are hospitalized for induction of labor that have a Bishop's score <5, 24 weeks gestational age",0,Included,0
NCT00541697,Excluded,0,0,Neither,0,Pregnant or lactating individuals are explicitly excluded from the trial.,Pregnant or lactating,0,Excluded,0
NCT04152382,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on participants with psoriasis and does not specify inclusion or exclusion based on pregnancy status.",Unspecified,0,Unspecified,0
NCT04372940,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria.,Exclusion Criteria: pregnancy surgery,0,Excluded,0
NCT03686384,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients with otomycosis and does not specify inclusion or exclusion based on pregnancy status.",Unspecified,0,Unspecified,0
NCT03789552,Excluded,0,0,Neither,0,"Pregnant individuals are explicitly excluded from the trial as female patients of child-bearing potential must have negative pregnancy tests at screening and randomization, and must use appropriate birth control.","Female patients of child-bearing potential must have negative pregnancy tests at screening visit [Day -21, quantitative serum human chorionic gonadotropin (β-hCG test)] and randomization visit (Day 1, urine pregnancy test).",0,Excluded,0
NCT04385563,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as participants must have a negative pregnancy test and use contraception.,Female with childbearing potential: negative pregnancy test within 7 days before the first administration of the investigational drug; patients are not breastfeeding; Contraception use must continue for the duration of study treatment and for at least 6 months after the last dose of study treatment.,0,Excluded,0
NCT00716963,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on individuals with mild asthma and allergen-induced early and late asthmatic responses.",Unspecified,0,Unspecified,0
NCT02626299,Included,1,0,Neither,0,The trial explicitly includes pregnant females aged 18 years and older who are 12 to 20 weeks gestation at study entry. The study does not focus on nonviable pregnancies or postpartum interventions.,Inclusion Criteria: Pregnant females 18 years and older 12 to 20 weeks gestation at study entry,0,Included,0
NCT01276327,Excluded,0,0,Neither,0,"Pregnant individuals are excluded as the study involves healthy male and female subjects, and pregnancy is not mentioned in the inclusion criteria.",Healthy male and female subjects,0,Excluded,0
NCT03356145,Included,1,1,Neither,0,The study explicitly includes pregnant women (≥16 weeks gestation) for a procedure related to abortion (Dilation and Evacuation).,Intrauterine pregnancy ≥16 weeks gestation,"This study seeks to compare a 12 mL, 2-site 1% plain lidocaine paracervical block for pain control during cervical preparation (osmotic dilator insertion) for Dilation and Evacuation (D&E) to a 20 mL 1% lidocaine 2-site paracervical block.",Included,0
NCT02466074,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the need for effective birth control.,Positive pregnancy test or inability or unwillingness to use effective means of birth control.,0,Excluded,0
NCT03987620,Excluded,0,0,Neither,0,"Pregnant individuals are excluded from the trial as the study requires participants to be postmenarchal females with a diagnosis of symptomatic AVVC. The exclusion criteria do not explicitly mention pregnancy, but the requirement for postmenarchal females implies exclusion of pregnant individuals.",Subject is a postmenarchal female subject 12 years and older,0,Excluded,0
NCT04294069,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals with preterm premature rupture of membranes (PPROM) at 24 0/7- 33 0/7 weeks' gestation. It does not study nonviable pregnancies or postpartum interventions.,This is a pilot randomized controlled trial to assess the pharmacokinetics and pharmacodynamics of azithromycin in pregnant singletons admitted with preterm premature rupture of membranes (PPROM) at 24 0/7- 33 0/7.,0,Included,0
NCT02003625,Excluded,0,0,Neither,0,Pregnant or lactating individuals are explicitly excluded from the trial.,Exclusion Criteria: Pregnancy or lactation,0,Excluded,0
NCT02041221,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT01663532,Excluded,0,0,Neither,0,"Pregnant and breastfeeding individuals are explicitly excluded from the trial. The exclusion criteria specify that sexually active females of childbearing potential must practice birth control or remain abstinent, and females who are breastfeeding or have a positive pregnancy test are excluded.",Females who are breast-feeding and/or who have a positive pregnancy test result prior to receiving IMP in this trial.,0,Excluded,0
NCT02275546,Excluded,0,0,Neither,0,"The study explicitly excludes pregnant individuals as participants must be non-pregnant and pre-menopausal. Additionally, participants must not be within 2 months of their last pregnancy outcome.","is pregnant or within 2 months of last pregnancy outcome (delivery, spontaneous or induced abortion, medical or surgical management of ectopic pregnancy).",0,Excluded,0
NCT00705783,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00868699,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT02156063,Included,1,0,Neither,0,"The trial explicitly includes pregnant women with a history of unexplained recurrent pregnancy loss, as indicated by the inclusion criteria.","This is a randomised, double blind, multi-center, placebo-controlled study of subcutaneous NT100 in pregnant women with a history of unexplained recurrent pregnancy loss.",0,Included,0
NCT02573831,Included,1,0,Neither,0,"The study explicitly includes pregnant individuals in early labor to evaluate the effects of oxycodone on placental circulation, efficacy, and safety.","Oxycodone is used to treat pain in early labor, however the effect of oxycodone to placental or fetal circulation has not been evaluated.",0,Included,0
NCT02571881,Included,1,0,Neither,0,"The study explicitly includes pregnant women undergoing elective caesarean section, which means pregnant individuals are included.",elective caesarean section in spinal anaesthesia~normal full term single pregnancy,0,Included,0
NCT02234869,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT03585504,Excluded,0,0,Enrolls postpartum,0,"The study explicitly excludes pregnant individuals as it focuses on postpartum adolescents and involves the insertion of a contraceptive implant. The exclusion criteria also mention breastfeeding women, which implies that the study does not include pregnant individuals.",Exclusion Criteria:~women who are breastfeeding,0,Excluded,less than 120 hours post partum
NCT00369694,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00632606,Included,1,0,Neither,0,"The trial explicitly includes pregnant women as participants, as indicated by the inclusion criteria.","Inclusion Criteria:~Pregnant, 18-75",0,Included,0
NCT00903344,Excluded,0,0,Enrolls postpartum,0,The study explicitly excludes pregnant individuals as it only enrolls fully lactating mothers within 1 month after delivery.,Inclusion Criteria:~Fully lactating mothers age 18 and up~Within 1 month after delivery~Plan to breast feed for at least 6 months,0,Excluded,Inclusion Criteria:~Fully lactating mothers age 18 and up~Within 1 month after delivery~Plan to breast feed for at least 6 months
NCT00870467,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT05877638,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria.,Current pregnancy,0,Excluded,0
NCT05831670,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00058071,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT05740280,Excluded,0,0,Neither,0,"The study explicitly excludes pregnant and lactating females, and only includes females of nonchildbearing potential.",Females will not be pregnant or lactating.,0,Excluded,0
NCT03411902,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on older adults undergoing sleeve gastrectomy and the effect of bisphosphonate use on bone loss.",Unspecified,0,Unspecified,0
NCT00839293,Excluded,0,0,Neither,0,Pregnant or breastfeeding females are explicitly excluded from the trial.,Exclusion Criteria:~Females who are pregnant or breast-feeding,0,Excluded,0
NCT00006734,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial. The study requires fertile patients to use effective contraception.,Not pregnant or nursing. Fertile patients must use effective contraception.,0,Excluded,0
NCT02991118,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on evaluating the efficacy of bempedoic acid in patients with high cardiovascular risk and elevated LDL cholesterol.",Unspecified,0,Unspecified,0
NCT04891913,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04732169,Excluded,0,0,Neither,0,Pregnant and lactating women are explicitly excluded from the trial. Women of reproductive potential must have a negative urine pregnancy test at screening.,For females: no current pregnancy or lactation (women of reproductive potential must have a negative urine pregnancy test at screening).,0,Excluded,0
NCT02789410,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant women undergoing elective cesarean delivery and evaluates analgesia administered during spinal anesthesia for post-Cesarean delivery pain management.,Inclusion Criteria: American Society of Anesthesiologists (ASA) physical status II-III women presenting for elective cesarean delivery,0,Included,Intrathecal (IT) opioids are commonly administered with local anesthetic during spinal anesthesia for post-Cesarean delivery analgesia.
NCT00166543,Excluded,0,0,Neither,0,"The trial explicitly includes only postmenopausal females, which excludes pregnant individuals.",Inclusion Criteria: Postmenopausal females,0,Excluded,0
NCT02939326,Excluded,0,0,Neither,0,"Pregnant and lactating women are explicitly excluded from the trial. Women of childbearing potential must use dual methods of contraception and must not be pregnant, lactating, or planning to become pregnant during the study.","Women of child bearing potential must not be pregnant, lactating, or planning to become pregnant during the study.",0,Excluded,0
NCT00862225,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial. Women of childbearing potential must use a highly effective method of birth control.,Pregnancy or lactation,0,Excluded,0
NCT02367183,Excluded,0,0,Neither,0,"Pregnant or breastfeeding individuals are explicitly excluded from the trial. Additionally, females of childbearing potential must have a negative pregnancy test and use contraception.",Pregnant or breastfeeding.,0,Excluded,0
NCT05711940,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04892641,Excluded,0,0,Neither,0,The trial explicitly excludes pregnant or lactating individuals and requires women of childbearing potential to use contraception and have a negative pregnancy test.,"Exclusion Criteria:~Pregnant or lactating at Screening or planning to become pregnant (self or partner) at any time during the study, including the F/U period.",0,Excluded,0
NCT00218218,Excluded,0,0,Neither,0,Pregnant or breastfeeding individuals are explicitly excluded from the trial.,Exclusion Criteria:~Pregnant or breastfeeding,0,Excluded,0
NCT00219115,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT02294734,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as the inclusion criteria require a negative pregnancy test and the use of contraception for females of reproductive potential.,"Female subject: is eligible to participate if she is not pregnant (as confirmed by a negative urine human chorionic gonadotrophin [hCG] test), not lactating, and at least one of the following conditions applies: Non-reproductive potential defined as... Reproductive potential and agrees to follow one of the options listed below in the GSK Modified List of Highly Effective Methods for Avoiding Pregnancy in Females of Reproductive Potential (FRP) requirements from 30 days prior to the first dose of study medication and until completion of the follow-up visit.",0,Excluded,0
NCT03111316,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals as it involves labor induction in term women.,"In term women presenting for labor induction, combined use of the controlled release dinoprostone vaginal insert and Foley catheter for cervical ripening will decrease the median time from induction to vaginal delivery by at least four hours compared to the Foley catheter alone.",0,Included,0
NCT00127270,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00982189,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactation, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on cardiovascular disease risk reduction in persons with HIV infection.",Unspecified,0,Unspecified,0
NCT04718961,Included,1,0,Neither,0,The study explicitly includes pregnant women with Intrahepatic Cholestasis of Pregnancy (ICP) and elevated serum bile acid concentrations. The inclusion criteria specify that participants must have a viable pregnancy.,Female aged ≥18 and ≤45 years with a viable pregnancy.,0,Included,0
NCT03655210,Unspecified,0,0,Neither,0,"The trial does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00399711,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the exclusion criteria mentioning 'Pregnancy diabetes'.,Exclusion Criteria: Pregnancy diabetes,0,Excluded,0
NCT00127335,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT02350725,Excluded,0,0,Neither,0,The study explicitly excludes pregnant individuals by requiring female subjects to be at least 2 years post-menopausal.,Female subjects must be at least 2 years post-menopausal,0,Excluded,0
NCT01213407,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the need for participants to use birth control.,Positive pregnancy test or breast-feeding.~Patients unwilling to perform a save method of birth control.,0,Excluded,0
NCT00052052,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It enrolls both males and females aged 20-79 years with idiopathic pulmonary fibrosis who have participated in a previous study.",Unspecified,0,Unspecified,0
NCT00044694,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on individuals with type 2 diabetes treated with metformin or diet and exercise.",Unspecified,0,Unspecified,0
NCT00171418,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on assessing the effects of adding tegaserod to PPI therapy for GERD symptoms.",Unspecified,0,Unspecified,0
NCT00803595,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00376714,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the exclusion of subjects with a positive pregnancy test.,The subject has a positive pregnancy test.,0,Excluded,0
NCT02922985,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals undergoing elective cesarean delivery and evaluates a multimodal pain management strategy for postoperative pain.,Our objective is to investigate the use of a multimodal pain regimen in pregnant patients undergoing CD.,0,Included,0
NCT01012895,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial.,Pregnant chronic hepatitis c,0,Excluded,0
NCT04208698,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT02697136,Excluded,0,0,Neither,0,"The study explicitly excludes females of childbearing potential, indicating that pregnant individuals are not included.",Main Exclusion Criteria: Females of childbearing potential,0,Excluded,0
NCT02285920,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria.,"Exclusion Criteria: Pregnancy, anticipated pregnancy, or breastfeeding",0,Excluded,0
NCT04221360,Excluded,0,0,Neither,0,The study explicitly excludes pregnant or lactating women and requires females to be menopausal or surgically infertile. Males must use contraceptives.,Pregnant or lactating women~Females must be menopause or surgical infertility~Males who have consented to the use of appropriate pregnancy contraceptive methods up to 28 days after the last investigational product and not to provide sperm,0,Excluded,0
NCT00409591,Included,0,0,Postpartum intervention,0,The study includes pregnant women between 28 and 36 weeks gestational age and evaluates treatments for the prevention of mother-to-child transmission of HIV-1. The intervention is given during pregnancy and evaluated postpartum.,Women are eligible for the study if they... between 28 and 36 weeks gestational age.,0,Included,"The purpose of this study is to compare the efficacy of two doses of nevirapine (NVP) given only to the infants or lopinavir/ritonavir (LPV/r) from 28 weeks gestation with single dose (SD) NVP given to the mothers plus two doses to the infants, in addition to zidovudine (ZDV) prophylaxis (from 28 weeks' gestation and for one week of ZDV in neonates) for the prevention of mother-to-child transmission of HIV-1."
NCT00966953,Excluded,0,0,Neither,0,Pregnant or nursing women are explicitly excluded from the trial.,Pregnant or nursing women.,0,Excluded,0
NCT02168309,Excluded,0,0,Enrolls postpartum,0,The study explicitly enrolls postpartum individuals and does not include pregnant individuals. The focus is on managing severe postpartum hypertension.,Postpartum~Persistent postpartum blood pressures ≥ 160/105 on two or more occasions,0,Excluded,Postpartum~Persistent postpartum blood pressures ≥ 160/105 on two or more occasions
NCT03079921,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the use of effective contraceptive measures.,"For female participants of child-bearing potential: Positive pregnancy test, presently breast-feeding, or unwillingness to use effective contraceptive measures for the duration of study participation.",0,Excluded,0
NCT00048750,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients in the ICU at high risk for invasive fungal infections.",Unspecified,0,Unspecified,0
NCT00224146,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on adult patients with overactive bladder symptoms.",Unspecified,0,Unspecified,0
NCT00097110,Included,1,0,Neither,0,"The study explicitly includes pregnant individuals with chronic hypertension or a history of preeclampsia/eclampsia, aiming to reduce the incidence of preeclampsia through antioxidant therapy.",This study tests the likelihood that the joint administration of antioxidants vitamin C (1000 mg) and vitamin E (400 IU) will reduce the incidence of preeclampsia among chronically hypertensive pregnant patients and patients with a past history of preeclampsia/eclampsia.,0,Included,0
NCT04385290,Excluded,0,0,Neither,0,"Pregnant or nursing women are explicitly excluded from the trial. Additionally, women of child-bearing potential must have a negative serum pregnancy test and use contraception.","Pregnant or nursing (lactating) women~Women of child-bearing potential, defined as all women physiologically capable of becoming pregnant, unless they fulfill at least one of the following criteria:~Post-menopausal (12 months of natural amenorrhea or 6 months of amenorrhea with serum follicule stimulating hormone > 40 U/ml)~Postoperative (i.e. 6 weeks) after bilateral ovariectomy with or without hysterectomy~Women of childbearing potential must have a negative serum pregnancy test performed within 7 days before the first dose of study drug~Continuous and correct application of a contraception method with a Pearl Index of < 1% (e.g. implants, depots, oral contraceptives, intrauterine device) from initial study drug administration until at least 7 months after the last dose of gemtuzumab ozogamicin and at least 4 months after the last dose of midostaurin, whichever period is longer. A hormonal contraception method must always be combined with a barrier method (e.g. condom)~Sexual abstinence~Vasectomy of the sexual partner~Sexually active males unless they use a condom during intercourse while taking the drug during treatment, and for at least 4 months after stopping treatment and should not father a child in this period. A condom is required to be used also by vasectomized men as well as during intercourse with a male partner in order to prevent delivery of the drug via semen",0,Excluded,0
NCT01452776,Unspecified,0,0,Neither,0,"The study does not specify inclusion or exclusion based on pregnancy status. The inclusion and exclusion criteria do not mention pregnancy, lactating, contraceptives, or childbearing.",Unspecified,0,Unspecified,0
NCT02133573,Included,1,0,Neither,0,The trial explicitly includes pregnant women carrying a fetus with congenital heart disease (CHD) and administers progesterone during the 3rd trimester of pregnancy to protect the brain of unborn babies with CHD.,Inclusion Criteria: Mother carrying a fetus with CHD (maternal-fetal dyad) requiring surgery with cardiopulmonary bypass (CPB) prior to 44 weeks corrected gestational age (GA) identified prior to 28 weeks GA.,0,Included,0
NCT00065273,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on individuals with mental retardation/developmental delay and their response to psychiatric drugs.",Unspecified,0,Unspecified,0
NCT02891174,Included,0,0,Enrolls postpartum,0,The trial explicitly includes postpartum women with gestational hypertension or preeclampsia without severe features. It does not study nonviable pregnancies or interventions for children.,To assess the effect of routine doses of ibuprofen on post-partum blood pressure control in women with gestational hypertension (gHTN) or preeclampsia without severe features (preE).,0,Included,To assess the effect of routine doses of ibuprofen on post-partum blood pressure control in women with gestational hypertension (gHTN) or preeclampsia without severe features (preE).
NCT01006018,Excluded,0,0,Neither,0,"The trial explicitly excludes women of child-bearing age who are pregnant, desire to become pregnant, are breastfeeding, or who refuse to take the recommended birth control measures.","Women of child-bearing age who are pregnant, desire to become pregnant, are breastfeeding, or who refuse to take the recommended birth control measures",0,Excluded,0
NCT00932152,Excluded,0,0,Neither,0,The trial explicitly excludes pregnant or breastfeeding individuals as stated in the exclusion criteria.,Pregnant or breast feeding.,0,Excluded,0
NCT00099489,Excluded,0,0,Neither,0,"Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, female subjects must practice effective contraception and cannot consider becoming pregnant during the study.",Female subjects who are currently pregnant or breast-feeding.,0,Excluded,0
NCT00067340,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant Alaska Native mothers in the last month of pregnancy and evaluates a treatment (chlorhexidine mouth rinse and xylitol-sweetened chewing gum) to prevent caries transmission to their infants after birth.,primiparous or multiparous pregnant Alaska Native mothers of all ages~in the last month of pregnancy,0,Included,"The purpose of this study is to conduct a community based, randomized control trial to determine if the use of chlorhexidine mouth rinse and xylitol-sweetened chewing gum will reduce the vertical transmission of caries between Alaska Native mothers to their infants."
NCT02904954,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as evidenced by the requirement for a negative pregnancy test and the exclusion of pregnant or breastfeeding women.,Female patients who are pregnant or breastfeeding or male or female patients of reproductive potential who are not willing to employ effective birth control from screening to 90 days after the last dose of durvalumab monotherapy.,0,Excluded,0
NCT06008106,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative serum pregnancy test for premenopausal female patients.,Serum pregnancy test results are positive for premenopausal female patients;,0,Excluded,0
NCT01147627,Excluded,0,0,Neither,0,Pregnant individuals are excluded as female patients of reproductive age are required to practice a reliable method of birth control throughout the study.,female patients of reproductive age should practice a reliable method of birth control throughout the study,0,Excluded,0
NCT00258076,Excluded,0,0,Neither,0,The study explicitly excludes pregnant individuals as it requires negative pregnancy tests and specifies that participants must not be currently pregnant or breastfeeding.,Subjects who are not pregnant (as demonstrated by negative pregnancy tests at screening and before admission for each treatment period) and who have completed their last term pregnancy at least 60 days before the admission visit,0,Excluded,0
NCT02955394,Excluded,0,0,Neither,0,"The trial explicitly excludes pre- or peri-menopausal women unless they have concurrent ovarian suppression, which effectively excludes pregnant individuals.","Postmenopausal, or if pre- or peri- menopausal, then will need to have concurrent ovarian suppression.",0,Excluded,0
NCT00266617,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients with chronic anemia secondary to chemotherapy.",Unspecified,0,Unspecified,0
NCT01190163,Included,1,0,Neither,0,The trial explicitly includes pregnant women with 38 or more weeks of gestational age for cervical ripening prior to induction of labor.,This is a comparative trial between oxytocin alone and dinoprostone for cervical ripening in unfavorable cervix pregnant women with 38 or more weeks of gestational age.,0,Included,0
NCT00006004,Excluded,0,0,Neither,0,Pregnant and nursing individuals are explicitly excluded from the trial. Fertile patients must use effective contraception.,Not pregnant or nursing. Fertile patients must use effective contraception.,0,Excluded,0
NCT00002548,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial. The study requires fertile patients to use effective contraception.,Not pregnant or nursing. Fertile patients must use effective contraception.,0,Excluded,0
NCT00270361,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients with congestive heart failure and does not specify inclusion or exclusion based on pregnancy status.",Unspecified,0,Unspecified,0
NCT04160000,Excluded,0,0,Neither,0,The trial explicitly excludes pregnant or nursing lactating mothers and women of childbearing potential who are not on effective contraceptive therapy.,Pregnant or nursing lactating mothers or women of childbearing potential who are not on effective contraceptive therapy,0,Excluded,0
NCT01050647,Included,1,0,Neither,0,"The trial explicitly includes pregnant individuals with pre-term, premature rupture of membranes (PPROM) to study the effect of progesterone supplementation in delaying delivery.","We hope to learn whether progesterone supplementation will delay delivery in women with pre-term, premature rupture of membranes (PPROM).",0,Included,0
NCT00995150,Excluded,0,0,Neither,0,"The study explicitly excludes currently pregnant individuals, those who were pregnant within 4 weeks prior to study entry, and those planning pregnancy within 24 months of study entry. It also excludes currently breastfeeding individuals.","Exclusion Criteria:~Currently pregnant, pregnant within 4 weeks prior to study entry or planning pregnancy within 24 months of study entry~Currently breastfeeding",0,Excluded,0
NCT00108771,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on adults aged 40-75 with chronic osteoarthritis pain.",Unspecified,0,Unspecified,0
NCT00278980,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on the effect of C-peptide on nerve function in patients with type 1 diabetes and peripheral sensory neuropathy.",Unspecified,0,Unspecified,0
