NCT_ID,Enrolls_postpartum,Postpartum_intervention,C_section_pain,Labor_delivery_pain,Postpartum_quote,Reasoning
NCT00541697,0,0,0,0,,"The study focuses on the effectiveness and tolerability of cholesterol-lowering drugs in patients with Type II Diabetes. It does not specifically enroll postpartum individuals, nor does it study interventions given during the postpartum period. Additionally, it does not address pain management related to C-sections or labor and delivery."
NCT04152382,0,0,0,0,,"The trial focuses on the safety and tolerability of LY3462817 and LY3509754 in patients with psoriasis. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain in the study description or criteria."
NCT04372940,0,0,0,0,,"The trial does not enroll postpartum individuals, as it focuses on gender mastectomy surgery. The intervention (tranexamic acid) is not given during the postpartum period but rather during gender mastectomy surgery. There is no mention of C-section or labor and delivery pain management."
NCT03686384,0,0,0,0,,"The trial focuses on the treatment of fungal otitis externa (otomycosis) and does not mention postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify anything related to postpartum status."
NCT03789552,0,0,0,0,,"The trial focuses on the safety and efficacy of T89 in patients with stable angina pectoris. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify postpartum women or related conditions."
NCT04385563,0,0,0,0,,"The trial focuses on evaluating the efficacy, safety, and immunogenicity of TQ-B211 plus docetaxel versus Herceptin® plus docetaxel in patients with HER2-positive metastatic breast cancer. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00716963,0,0,0,0,,"The trial focuses on the effects of inhaled steroids on allergic reactions in individuals with mild asthma. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02626299,0,0,0,0,,"The study focuses on the effect of DHA supplementation during pregnancy to reduce early preterm birth. It does not enroll postpartum individuals, nor does it involve any interventions or pain management related to the postpartum period, C-sections, or labor and delivery."
NCT01276327,0,0,0,0,,"The study focuses on the bioequivalence of a fixed dose combination tablet of Linagliptin and Pioglitazone in healthy male and female subjects. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT03356145,0,0,0,0,,"The trial focuses on pain control during cervical preparation for Dilation and Evacuation (D&E) procedures, which are related to abortion and not postpartum care. There is no mention of postpartum individuals or interventions given after delivery. The study does not address pain management related to C-sections or labor and delivery."
NCT02466074,0,0,0,0,,"The trial focuses on treating multiple sclerosis with acetazolamide and does not mention enrolling postpartum individuals, studying interventions given postpartum, or addressing pain management related to C-sections or labor and delivery."
NCT03987620,0,0,0,0,,"The trial focuses on the efficacy and safety of oral Ibrexafungerp for treating acute vulvovaginal candidiasis (AVVC) in females aged 12 years and older. There is no specific mention of enrolling postpartum individuals, nor is there an intervention specifically targeting the postpartum period. The study does not address pain management related to C-sections or labor and delivery."
NCT04294069,0,0,0,0,,"The trial focuses on the pharmacokinetics and pharmacodynamics of azithromycin in pregnant women with preterm premature rupture of membranes (PPROM) between 24 and 33 weeks of gestation. It does not enroll postpartum individuals, nor does it study interventions given after delivery. There is no mention of pain management related to C-sections or labor and delivery."
NCT02003625,0,0,0,0,,"The trial is focused on evaluating the drug meloxicam for its effectiveness in mobilizing hematopoietic stem cells in patients undergoing Autologous Hematopoietic Stem Cell Transplantation (AHSCT). There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT02041221,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or studying interventions related to the postpartum period. It focuses on the safety, tolerability, pharmacokinetics, and pharmacodynamics of a dry powder inhaler for asthma patients and healthy volunteers. There is no mention of pain management related to C-sections or labor and delivery."
NCT01663532,0,0,0,0,,"The trial focuses on the efficacy and safety of aripiprazole intramuscular depot in adults with schizophrenia. There is no mention of enrolling postpartum individuals, studying interventions given after delivery, or addressing pain management related to C-sections or labor and delivery."
NCT02275546,0,0,0,0,,"The trial explicitly excludes women who are pregnant or within 2 months of their last pregnancy outcome, as well as those who are breastfeeding. Therefore, it does not enroll postpartum individuals. The intervention (vaginal ring applicator) is not related to the postpartum period, nor does it involve pain management related to C-sections or labor and delivery."
NCT00705783,0,0,0,0,,"The trial focuses on the efficacy, safety, and tolerability of an intramuscular depot formulation of aripiprazole as maintenance treatment in patients with schizophrenia. There is no mention of enrolling postpartum individuals, studying interventions given after delivery, or addressing pain management related to C-sections or labor and delivery."
NCT00868699,0,0,0,0,,"The trial focuses on the treatment of bipolar I depression and does not specifically mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02156063,0,0,0,0,,"The trial focuses on pregnant women with a history of unexplained recurrent pregnancy loss and involves an intervention during pregnancy. There is no mention of postpartum enrollment or interventions, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT02573831,0,0,0,1,Oxycodone is used to treat pain in early labor,"The trial focuses on the use of oxycodone for pain management during early labor, not postpartum. The intervention is administered during labor, and the study does not mention postpartum individuals or interventions given after delivery. Therefore, 'Enrolls_postpartum' and 'Postpartum_intervention' are marked 0. The study is related to labor pain management, so 'Labor_delivery_pain' is marked 1."
NCT02571881,0,0,1,1,"Surgery, anaesthesia and opioid analgesics may further impair bowel function.","The trial involves patients undergoing Cesarean section and evaluates bowel dysfunction related to opioid analgesics, which is directly related to post-Cesarean care. Therefore, 'C_section_pain' is marked as 1. Since the intervention (oxycodone-naloxone combination) is administered during the Cesarean section, 'Postpartum_intervention' is marked as 0. The trial also involves pain management related to labor and delivery, so 'Labor_delivery_pain' is marked as 1. The trial does not specifically enroll postpartum individuals less than two months after giving birth, so 'Enrolls_postpartum' is marked as 0."
NCT02234869,0,0,0,0,,"The trial focuses on evaluating the safety and tolerability of Peginterferon Beta-1a in patients with Relapsing Multiple Sclerosis. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT03585504,1,1,0,0,less than 120 hours post partum,"The trial enrolls participants less than 120 hours postpartum, which is within two months after giving birth, thus Enrolls_postpartum is marked as 1. The intervention, insertion of a contraceptive implant, is given after delivery during the postpartum period, so Postpartum_intervention is marked as 1. There is no mention of pain management related to C-sections or labor and delivery, so both C_section_pain and Labor_delivery_pain are marked as 0."
NCT00369694,0,0,0,0,,"The trial focuses on the effectiveness of Terlipressin in preventing re-bleed in patients with acute esophageal variceal bleed. There is no mention of postpartum individuals, interventions during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00632606,0,0,0,0,,The trial specifically targets pregnant women with acute headache and does not mention postpartum individuals or interventions given after delivery. There is no focus on pain management related to C-sections or labor and delivery.
NCT00903344,1,1,0,0,Within 1 month after delivery,"The trial enrolls fully lactating mothers within 1 month after delivery, which qualifies as enrolling postpartum individuals less than two months after giving birth. The intervention (Vitamin D supplementation) is given during the postpartum period to address lactation-associated bone loss, and there is no mention of the intervention being administered during pregnancy, labor, or delivery. The study does not focus on pain management related to C-sections or labor and delivery."
NCT00870467,0,0,0,0,,"The trial focuses on evaluating adalimumab for rheumatoid arthritis in adult Japanese subjects. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT05877638,0,0,0,0,,"The trial focuses on the treatment of superficial partial-thickness burns and does not mention postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. Additionally, current pregnancy is listed as an exclusion criterion, which implies that postpartum women are not the target population."
NCT05831670,0,0,0,0,,"The trial focuses on patients with mild to moderate active ulcerative colitis and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00058071,0,0,0,0,,"The trial focuses on the effectiveness of amifostine in treating peripheral neuropathy in patients who have received platinum-based chemotherapy for cancer. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT05740280,0,0,0,0,,"The trial is a Phase 1 study investigating the safety, tolerability, pharmacokinetics, and immunogenicity of iCP-NI in healthy male and female subjects aged 18-55. The inclusion criteria specify that females must be of nonchildbearing potential, which excludes postpartum women. There is no mention of postpartum interventions, C-section pain, or labor and delivery pain management."
NCT03411902,0,0,0,0,,"The trial focuses on older adults undergoing sleeve gastrectomy and the use of bisphosphonates to prevent bone loss associated with surgical weight loss. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00839293,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. It also does not focus on pain management related to C-sections or labor and delivery. The exclusion criteria include females who are pregnant or breastfeeding, which implies that postpartum women are not the target population."
NCT00006734,0,0,0,0,,"The trial focuses on chemotherapy and radiation therapy for Ewing's sarcoma and related tumors. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02991118,0,0,0,0,,"The study focuses on evaluating the efficacy of bempedoic acid in patients with hyperlipidemia at high cardiovascular risk. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT04891913,0,0,0,0,,"The trial focuses on evaluating the safety, tolerability, pharmacokinetics, and efficacy of SY-007 in acute ischemic stroke patients. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify anything related to postpartum status or pain management in the context of childbirth."
NCT04732169,0,0,0,0,,"The trial explicitly excludes individuals in a post-partum state (being within 2 months of delivery or miscarriage), so it does not enroll postpartum individuals. The intervention (Cannabidiol for treatment-resistant depression) is not specifically targeted at the postpartum period, nor is it related to pain management for C-sections or labor and delivery."
NCT02789410,0,0,1,1,Intrathecal Morphine Versus Intrathecal Hydromorphone for Analgesia Following Cesarean Delivery,"The trial focuses on comparing intrathecal morphine and hydromorphone for analgesia following cesarean delivery, which directly relates to pain management after a C-section. The intervention is administered during the cesarean delivery, not postpartum. Therefore, 'Enrolls_postpartum' and 'Postpartum_intervention' are marked 0. 'C_section_pain' and 'Labor_delivery_pain' are marked 1 because the study is about pain management related to C-sections."
NCT00166543,0,0,0,0,,The trial is focused on postmenopausal patients with breast cancer and does not mention postpartum individuals or interventions related to postpartum care. There is no mention of pain management related to C-sections or labor and delivery.
NCT02939326,0,0,0,0,,"The trial focuses on evaluating the safety and efficacy of EB-001 for glabellar frown lines and does not mention enrolling postpartum individuals, studying interventions given during the postpartum period, or addressing pain management related to C-sections or labor and delivery."
NCT00862225,0,0,0,0,,"The trial focuses on the mechanism of action of IG-RD-001 (Ze-339) compared to desloratadine and placebo in patients with seasonal allergic rhinitis. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. Additionally, pregnancy or lactation is listed as an exclusion criterion."
NCT02367183,0,0,0,0,,"The trial focuses on the effect of GED-0301 on clinical and endoscopic outcomes in subjects with active Crohn's disease. There is no mention of enrolling postpartum individuals, studying interventions given during the postpartum period, or addressing pain management related to C-sections or labor and delivery."
NCT05711940,0,0,0,0,,"The trial focuses on treatment-resistant depression and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04892641,0,0,0,0,,"The trial is a Phase 1 study evaluating the safety, tolerability, pharmacokinetics, and food effect of epetraborole tablets in healthy adult subjects. There is no mention of enrolling postpartum individuals, nor is there any focus on postpartum interventions, C-section pain, or labor and delivery pain management. The inclusion and exclusion criteria do not specifically address postpartum women or related conditions."
NCT00218218,0,0,0,0,,"The trial focuses on smoking cessation in individuals with schizophrenia and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00219115,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of a combination of drugs for treating hypertension in obese patients. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT02294734,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of GSK2269557 for COPD exacerbation. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain in the study description or criteria."
NCT03111316,0,0,0,0,,"The trial focuses on cervical ripening and labor induction in term women, specifically before delivery. There is no mention of postpartum enrollment or interventions, nor is there a focus on pain management related to C-sections or labor and delivery."
NCT00127270,0,0,0,0,,"The trial focuses on the treatment of overactive bladder with darifenacin and behavioral therapy. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00982189,0,0,0,0,,"The study focuses on cardiovascular disease risk reduction in persons with HIV infection and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04718961,0,0,0,0,,"The study focuses on intrahepatic cholestasis of pregnancy (ICP) and involves interventions during pregnancy. There is no mention of postpartum enrollment or interventions, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT03655210,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of HL151 versus placebo in perennial allergic rhinitis patients. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain in the inclusion or exclusion criteria."
NCT00399711,0,0,0,0,,"The trial focuses on the efficacy and safety of repaglinide and metformin combination tablets in subjects with type 2 diabetes. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. The exclusion criteria include pregnancy diabetes, which implies that pregnant women are excluded, but there is no specific mention of postpartum women."
NCT00127335,0,0,0,0,,"The trial focuses on muscle complaints related to statin therapy and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain."
NCT02350725,0,0,0,0,,"The trial focuses on evaluating the pharmacodynamic and pharmacokinetic response to furosemide in subjects with chronic heart failure. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify postpartum women, and the study population is primarily individuals with chronic heart failure."
NCT01213407,0,0,0,0,,"The trial focuses on glioblastoma multiforme and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The exclusion criteria specifically mention a positive pregnancy test or breastfeeding, which implies postpartum women are excluded."
NCT00052052,0,0,0,0,,"The study focuses on the safety and efficacy of subcutaneous recombinant interferon gamma-1b in patients with idiopathic pulmonary fibrosis. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain management."
NCT00044694,0,0,0,0,,"The trial focuses on glucose control in patients with type 2 diabetes mellitus and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00171418,0,0,0,0,,"The trial focuses on the management of gastroesophageal reflux disease (GERD) in patients with incomplete response to proton pump inhibitors (PPIs). There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00803595,0,0,0,0,,"The trial focuses on the efficacy of CS-8958 versus oseltamivir phosphate in patients with influenza virus infection. There is no mention of enrolling postpartum individuals, studying interventions given after delivery, or addressing pain management related to C-sections or labor and delivery."
NCT00376714,0,0,0,0,,"The trial focuses on the safety, tolerability, pharmacodynamics, and pharmacokinetics of GSK233705B in COPD subjects. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02922985,0,0,1,1,Our objective is to investigate the use of a multimodal pain regimen in pregnant patients undergoing CD.,"The trial focuses on pain management for Cesarean delivery (CD), which includes both the labor/delivery period and postoperative care. The intervention is administered during the surgery (pre-operative, during incision, and at fascial closure), not specifically postpartum. Therefore, it does not enroll postpartum individuals less than two months after giving birth, nor does it study an intervention given exclusively during the postpartum period. However, it does study pain management related to C-sections and labor/delivery."
NCT01012895,0,0,0,0,,"The trial focuses on the treatment of chronic Hepatitis C Virus (HCV) in patients who have not responded to prior therapy. There is no mention of enrolling postpartum individuals, nor is there any intervention specifically targeting the postpartum period. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT04208698,0,0,0,0,,"The trial focuses on the effect of CIN-102 on gastric emptying and antral contractility in adults with diabetic gastroparesis. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT02697136,0,0,0,0,,"The study focuses on the efficacy and safety of CER-001 in patients with familial primary hypoalphalipoproteinemia. The inclusion and exclusion criteria do not mention postpartum individuals or interventions related to postpartum care, C-section pain, or labor and delivery pain. Therefore, all relevant variables are marked as 0."
NCT02285920,0,0,0,0,,"The trial focuses on the safety and cardiovascular efficacy of spironolactone in patients with hemodialysis-dependent end-stage renal disease. The inclusion and exclusion criteria do not specifically mention postpartum individuals or interventions related to the postpartum period. Additionally, there is no mention of pain management related to C-sections or labor and delivery."
NCT04221360,0,0,0,0,,"The trial does not enroll postpartum individuals as it specifically includes healthy adults aged 19-55 years and excludes pregnant or lactating women. The intervention is not related to the postpartum period, C-section pain, or labor and delivery pain."
NCT00409591,0,0,0,0,,"The study focuses on the prevention of perinatal HIV transmission through interventions administered during pregnancy and at delivery. There is no indication that postpartum individuals less than two months after giving birth are enrolled, nor is there a focus on postpartum interventions or pain management related to C-sections or labor and delivery."
NCT00966953,0,0,0,0,,"The study focuses on the anti-plaque efficacy of dentifrices and does not involve postpartum individuals or interventions related to postpartum care. Additionally, pregnant or nursing women are excluded from the study, which implies that postpartum women are not included."
NCT02168309,1,1,0,0,management of postpartum severe hypertension,"The trial enrolls individuals postpartum as it specifically mentions 'Postpartum' and 'Persistent postpartum blood pressures.' The intervention (oral nifedipine or labetolol) is administered during the postpartum period, not during pregnancy, labor, or delivery. The study does not focus on pain management related to C-sections or labor and delivery."
NCT03079921,0,0,0,0,,"The trial focuses on the effect of sympathetic neural and hormonal input on islet cell hormonal responses to insulin-induced hypoglycemia in type 1 diabetic recipients of intrahepatic islet transplantation. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT00048750,0,0,0,0,,The trial does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. It focuses on prophylactic antifungal therapy in ICU patients at high risk for invasive fungal infections. There is no mention of pain management related to C-sections or labor and delivery.
NCT00224146,0,0,0,0,,"The study focuses on overactive bladder and urinary incontinence in adults, with no specific mention of postpartum individuals or interventions related to postpartum care. There is no indication that the study involves pain management related to C-sections or labor and delivery."
NCT00097110,0,0,0,0,,"The study focuses on the prevention of preeclampsia during pregnancy through the administration of antioxidants starting between 12 and 19 weeks of gestation. There is no mention of postpartum enrollment or interventions, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT04385290,0,0,0,0,,"The trial focuses on the safety and efficacy of midostaurin and gemtuzumab ozogamicin in patients with acute myeloid leukemia (AML). There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. Additionally, pregnant or nursing women are part of the exclusion criteria, which further confirms that postpartum women are not the target population."
NCT01452776,0,0,0,0,,"The trial focuses on the safety of TAK-438 for the maintenance treatment of healed erosive esophagitis and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The inclusion and exclusion criteria do not specify anything related to postpartum status or pain management related to childbirth."
NCT02133573,0,0,0,0,,"The trial involves administering progesterone during the 3rd trimester of pregnancy to improve neurodevelopmental outcomes in infants with congenital heart disease. It does not enroll postpartum individuals, nor does it involve any postpartum interventions. There is no mention of pain management related to C-sections or labor and delivery."
NCT00065273,0,0,0,0,,"The study focuses on the effects of psychiatric drugs on individuals with mental retardation/developmental delay. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02891174,1,1,0,0,To assess the effect of routine doses of ibuprofen on post-partum blood pressure control in women with gestational hypertension (gHTN) or preeclampsia without severe features (preE).,"The trial enrolls postpartum women as it aims to assess the effect of ibuprofen on post-partum blood pressure control. The intervention (ibuprofen) is given after delivery during the postpartum period. The exclusion criteria specifically mention 'Cesarean delivery,' indicating that the study does not focus on C-section pain management. There is no mention of labor or delivery pain management."
NCT01006018,0,0,0,0,,"The trial focuses on diabetes prevention in individuals with impaired glucose tolerance and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00932152,0,0,0,0,,The trial focuses on postmenopausal women with advanced non-small cell lung cancer and does not mention postpartum individuals or interventions related to the postpartum period. There is no mention of pain management related to C-sections or labor and delivery.
NCT00099489,0,0,0,0,,"The trial focuses on the safety and efficacy of AVONEX for subjects with Chronic Inflammatory Demyelinating Polyradiculoneuropathy (CIDP). It does not specifically enroll postpartum individuals, nor does it study interventions given during the postpartum period. Additionally, it does not address pain management related to C-sections or labor and delivery. The exclusion criteria specifically mention that female subjects who are currently pregnant or breastfeeding are excluded, which further supports that postpartum women are not the focus of this study."
NCT00067340,0,0,0,0,,"The study focuses on pregnant Alaska Native mothers and aims to reduce caries transmission to their infants. The intervention (chlorhexidine mouth rinse and xylitol-sweetened chewing gum) is intended for use during pregnancy, not postpartum. There is no mention of pain management related to C-sections or labor and delivery."
NCT02904954,0,0,0,0,,"The trial focuses on the effectiveness of durvalumab (MEDI4736) with or without SBRT in treating non-small cell lung cancer (NSCLC) in clinical stages I, II, and IIIA. There is no mention of enrolling postpartum individuals, studying interventions given during the postpartum period, or addressing pain management related to C-sections or labor and delivery."
NCT06008106,0,0,0,0,,"The trial focuses on the efficacy and safety of tunlametinib capsules versus combination chemotherapy in advanced NRAS-mutant melanoma patients. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT01147627,0,0,0,0,,"The study focuses on glycemic control and β-cell function in newly diagnosed drug-naïve type 2 diabetic patients. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00258076,0,0,0,0,,"The trial does not enroll postpartum individuals less than two months after giving birth, as it requires participants to have completed their last term pregnancy at least 60 days before the admission visit. The intervention (ORTHO EVRA®) is a contraceptive patch and is not specifically studied for postpartum use. There is no mention of pain management related to C-sections or labor and delivery."
NCT02955394,0,0,0,0,,The trial is focused on postmenopausal women with ER+/Her2- breast cancer and does not mention enrolling postpartum individuals or studying interventions related to the postpartum period. There is no mention of pain management related to C-sections or labor and delivery.
NCT00266617,0,0,0,0,,"The trial focuses on the treatment of chronic anemia secondary to chemotherapy in patients with cancer. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT01190163,0,0,0,0,,"The trial focuses on cervical ripening prior to induction of labor using dinoprostone or oxytocin. It does not enroll postpartum individuals, nor does it study interventions given after delivery. The trial does not address pain management related to C-sections or labor and delivery."
NCT00006004,0,0,0,0,,"The trial focuses on comparing chemotherapy regimens for non-small cell lung cancer and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain."
NCT00002548,0,0,0,0,,"The trial focuses on the treatment of multiple myeloma and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify anything related to postpartum status or pain management in the context of childbirth."
NCT00270361,0,0,0,0,,"The trial focuses on the safety and tolerability of nesiritide in patients with congestive heart failure. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04160000,0,0,0,0,,"The trial focuses on the treatment of atrial fibrillation in patients with heart failure with preserved ejection fraction. It does not specifically mention enrolling postpartum individuals, nor does it study interventions given during the postpartum period. There is no mention of pain management related to C-sections or labor and delivery."
NCT01050647,0,0,0,0,,"The trial focuses on the use of 17-hydroxyprogesterone caproate to prolong pregnancy in women with pre-term, premature rupture of membranes (PPROM). The intervention is administered during pregnancy, not postpartum. There is no mention of postpartum enrollment or postpartum-specific interventions. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT00995150,0,0,0,0,,"The trial does not enroll postpartum individuals as it excludes those who are currently pregnant, recently pregnant, or breastfeeding. The intervention (levonorgestrel-releasing intrauterine system) is for contraception and is not specifically targeted for postpartum use. There is no mention of pain management related to C-sections or labor and delivery."
NCT00108771,0,0,0,0,,"The trial focuses on the treatment of chronic osteoarthritis pain in adults aged 40 to 75 years. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT00278980,0,0,0,0,,"The study focuses on the effect of C-peptide on diabetic peripheral neuropathy in patients with type 1 diabetes. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02806024,0,0,0,0,,"The trial focuses on the administration of tranexamic acid during high-risk surgical procedures related to placenta previa and accreta, which occur during pregnancy and delivery. There is no indication that postpartum individuals less than two months after giving birth are enrolled, nor is the intervention given exclusively during the postpartum period. The study does not specifically address pain management related to C-sections or labor and delivery."
NCT00003088,0,0,0,0,,"The trial focuses on chemotherapy regimens for women with stage II or IIIA breast cancer. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00063362,0,0,0,0,,"The study focuses on the treatment of bipolar disorder and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00291382,0,0,0,0,,"The trial focuses on asthma treatment strategies and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00275158,0,0,0,0,,The trial focuses on the treatment of pre-eclampsia during pregnancy and does not mention enrolling postpartum individuals or interventions given after delivery. There is no mention of pain management related to C-sections or labor and delivery.
NCT00299923,0,0,0,0,,"The trial focuses on the treatment of chronic HCV in patients who have relapsed after previous therapy. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00080405,0,0,0,0,,"The trial focuses on the pharmacokinetics and pharmacodynamics of Bortezomib in patients with relapsed multiple myeloma. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04158713,0,0,0,0,,The trial focuses on malaria chemoprevention in HIV-infected pregnant women and does not mention enrolling postpartum individuals or interventions given during the postpartum period. It also does not study pain management related to C-sections or labor and delivery.
NCT00754065,0,0,0,0,,"The trial does not enroll postpartum individuals as it explicitly excludes those who are less than three cycles since delivery, abortion, or lactation. The intervention is an oral contraceptive administered for 13 cycles, which is not specifically targeted at the postpartum period. There is no mention of pain management related to C-sections or labor and delivery."
NCT03189719,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of pembrolizumab in combination with chemotherapy for advanced/metastatic esophageal carcinoma. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00019682,0,0,0,0,,"The trial is focused on treating metastatic melanoma with aldesleukin and vaccine therapy. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT05832502,0,0,0,0,,"The trial focuses on the safety and immunogenicity of GBS6 in pregnant women and their infants. The intervention (GBS6 vaccine) is administered during pregnancy (27 0/7 to 35 6/7 weeks gestation). There is no mention of postpartum enrollment or interventions specifically targeting the postpartum period. Additionally, there is no focus on pain management related to C-sections or labor and delivery."
NCT00386230,0,0,0,0,,"The trial focuses on preventing perinatal HIV transmission through a zidovudine regimen administered during pregnancy. There is no mention of enrolling postpartum individuals or interventions given after delivery. The exclusion criteria do not specifically mention postpartum women, but the focus is clearly on prenatal care and interventions during pregnancy."
NCT00295594,0,0,0,0,,"The trial is focused on liver allograft transplantation and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04365387,0,0,0,0,,"The study focuses on assessing immunization responses in participants with moderate-to-severe atopic dermatitis treated with Nemolizumab. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02693028,0,0,0,0,,"The study focuses on the administration of Lactobacillus Reuteri during pregnancy and its effects on the mother and newborn immediately after birth. There is no indication that postpartum individuals are enrolled, nor is there any mention of interventions or pain management related to the postpartum period, C-sections, or labor and delivery."
NCT02323451,0,0,0,0,,"The trial focuses on the safety and efficacy of medical chitosan for knee osteoarthritis and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. Additionally, pregnant or lactating females are part of the exclusion criteria."
NCT02252536,0,0,0,0,,"The trial focuses on the treatment of alcohol use disorder and does not mention postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT00185900,0,0,0,0,,"The trial focuses on the use of magnesium sulfate versus nifedipine for the acute tocolysis of preterm labor. It does not enroll postpartum individuals, as it specifically targets women experiencing preterm labor. The intervention is administered during pregnancy, not postpartum. There is no mention of pain management related to C-sections or labor and delivery."
