NCT_ID,Fertility,Fertility_quote,Fertility_summary
NCT00930982,0,,
NCT01766505,0,,
NCT01768312,0,,
NCT02887625,0,,
NCT00928018,0,,
NCT04341090,0,,
NCT02672839,0,,
NCT01768468,0,,
NCT01768481,0,,
NCT03201146,0,,
NCT04181437,0,,
NCT00976989,0,,
NCT00367887,0,,
NCT02547220,0,,
NCT00366795,0,,
NCT00927784,0,,
NCT02677207,0,,
NCT01768884,0,,
NCT01768962,0,,
NCT01769040,0,,
NCT01769157,0,,
NCT01769235,0,,
NCT05907382,0,,
NCT05907330,0,,
NCT01769417,0,,
NCT01381549,0,,
NCT02287389,0,,
NCT00357279,0,,
NCT01396057,0,,
NCT01769625,0,,
NCT01769664,0,,
NCT01769677,0,,
NCT01769755,0,,
NCT01769768,0,,
NCT00049959,0,,
NCT01380769,0,,
NCT03393468,0,,
NCT00040677,0,,
NCT05746442,0
NCT05736874,0,,
NCT00415623,0,,
NCT01770080,0,,
NCT05564611,0,,
NCT05091138,0,,
NCT05454462,0,,
NCT01380691,0,,
NCT00413205,0,,
NCT01770236,0,,
NCT01770301,0,,
NCT02993055,0,,
NCT02712788,0,,
NCT00035529,0,,
NCT00356109,0,,
NCT02308111,0,,
NCT01380535,0,,
NCT05234554,0,,
NCT05201404,0,,
NCT05085561,0,,
NCT00411099,0,,
NCT05053035,0,,
NCT00333411,0,,
NCT01770886,0,,
NCT03420222,0,,
NCT01394185,0,,
NCT04826185,0,,
NCT04794569,0,,
NCT01770964,0,,
NCT04697810,0,,
NCT03669757,0,,
NCT03913091,0,,
NCT00727857,0,,
NCT04563338,0,,
NCT04562610,0,,
NCT00217165,0,,
NCT00330369,0,,
NCT00322257,0,,
NCT03627845,0,,
NCT04505501,0,,
NCT00312975,0,,
NCT04540848,0,,
NCT01271751,0,,
NCT01771822,0,,
NCT02287857,0,,
NCT05214677,0
NCT01276977,0,,
NCT04170543,0,,
NCT01318499,0,,
NCT02991885,0,,
NCT01772199,0,,
NCT01772212,0,,
NCT05369767,0,,
NCT01277289,0,,
NCT01772238,0,,
NCT01772251,0
NCT01772264,0,,
NCT01772290,0,,
NCT04386915,0,,
NCT03599791,0,,
NCT03758950,0,,
NCT00396357,0,,
NCT00394563,0,,
NCT00299715,0,,
NCT00299325,0,,
NCT03401385,0,,
NCT03074045,0,,
NCT01772524,0,,
NCT00391209,0,,
NCT00287547,0,,
NCT02991261,0,,"The study focuses on the bioavailability, safety, and tolerability of SPARC001 in healthy adult volunteers. It does not involve interventions related to infertility or promoting fertility/conception."
NCT02901041,0,,
NCT01694069,0,,
NCT01772836,0,,
NCT05780541,0,,
NCT03532035,0,,
NCT01772940,0,,
NCT03198182,0,,
NCT02446340,0,,
NCT00999804,0,,
NCT01773005,0,,
NCT01773096,0,,
NCT00130221,0,,
NCT05759208,0,,
NCT00282867,0,,
NCT01773460,0,,
NCT00003764,0,,
NCT00003601,0,,
NCT00003266,0,,
NCT00003236,0,,
NCT00003057,0,,
NCT00002514,0,,
NCT05690204,0,,
NCT02285985,0,,
NCT02445872,0,,
NCT00927472,0,,
NCT05601323,0,,
NCT00927394,0,,
NCT05595681,0,,
NCT04178863,0
NCT00976911,0,,
NCT05336968,0,,
NCT06122090,0,,
NCT06122012,0,,
NCT01773798,0,,
NCT06121830,0,,
NCT00644449,0,,
NCT00642889,0,,
NCT00927082,0,,
NCT00976677,0,,
NCT04407377,0,,
NCT05526001,0,,
NCT03203174,0
NCT00257205,0,,
NCT06121518,0,,
NCT00255099,0,,
NCT00644605,0,,
NCT00644137,0,,
NCT02288481,0,,
NCT00231153,0,,
NCT03202784,0,,
NCT02671825,0,,
NCT05724069,0,,
NCT04176367,0,,
NCT05503082,0,,
NCT05491200,0,,
NCT00970281,0,,
NCT05682599,0,,
NCT00643045,0,,
NCT00976209,0,,
NCT05275465,0,,
NCT01318109,0,,
NCT00925990,0,,
NCT01131078,0,,
NCT06118827,0,,
NCT05298033,0,,
NCT00162279,0,,
NCT02712554,0,,
NCT00145431,0,,
NCT00135369,0,,
NCT06118580,0,,
NCT06118567,0,,
NCT05262218,0,,
NCT05237752,0,,
NCT04175743,0,,
NCT01774747,0,,
NCT05174806,0,,
NCT05154747,0,,
NCT05130970,0,,
NCT06118021,0,,
NCT05116189,0,,
NCT03202394,0,,
NCT03052751,0,,
NCT06118008,0,,
NCT03525561,0,,
NCT03202004,0,,
NCT00645463,0,,
NCT02669719,0,,
NCT00645073,0,,
NCT02669875,0,,
NCT05073315,0,,
NCT01317797,0,,
NCT01175135,0,,
NCT01775358,0,,
NCT01775397,0,,
NCT00922480,0,,
NCT00973479,0,,
NCT02712008,0,,
NCT01775540,0,,
NCT05064059,0,,
NCT04315493,0,,
NCT02667535,0,,
NCT04999644,0,,
NCT06332040,0,,
NCT06117514,0,,
NCT01775605,0,,
NCT06117306,0,,
NCT04911127,0,,
NCT02449070,0,,
NCT01775761,0,,
NCT04804644,0,,
NCT04752566,0,,
NCT06331728,0,,
NCT06331715,0,,
NCT03193346,0,,
NCT04741074,0,,
NCT04731467,0,,
NCT00294320,0,,
NCT03526575,0,,
NCT06331624,0,,
NCT06331598,0,,
NCT01190852,0,,
NCT02710214,0,,
NCT03052517,0,,
NCT01776203,0,,
NCT02440100,0,,
NCT04530123,0,,
NCT01776619,0,,
NCT01776658,0,,
NCT02439632,0,,
NCT04409223,0,,
NCT04373317,0,,
NCT04321031,0,,
NCT01777256,0,,
NCT02443142,0,,
NCT05882734,0,,
NCT02438852,0,,
NCT05874401,0,,
NCT02438696,0,,
NCT05863325,0,,
NCT05819138,0,,
NCT05813717,0,,
NCT05794503,0,,
NCT04218539,0,,
NCT05763550,0,,
NCT04171284,0,,
NCT03956979,0,,
NCT01042977,0,,
NCT03598751,0,,
NCT03879538,0,,
NCT06329674,0,,
NCT03603912,0,,
NCT03539744,0,,
NCT03493568,0,,
NCT03488719,0,,
NCT05673629,0,,
NCT05673590,0,,
NCT05039658,0,,
NCT05624580,0,,
NCT05610280,0,,
NCT02432768,0,,
NCT05554393,0,,
NCT01779089,0,,
NCT02933827,0,,
NCT02797184,0,,
NCT01779271,0,,
NCT01779362,0,,
NCT05523323,0,,
NCT01779401,0,,
NCT02606045,0,,
NCT01779466,0,,
NCT05516979,0,,
NCT05512364,0,,
NCT02512718,0,,
NCT02438722,0,,
NCT02347891,0,,
NCT05482334,0,,
NCT05478863,0,,
NCT02707952,0,,
NCT06308653,0,,
NCT05466539,0,,
NCT02291367,0,,
NCT05587283,0,,
NCT05705843,0,,
NCT05456360,0,,
NCT01779687,0,,
NCT02023164,0,,
NCT02435732,0,,
NCT01959139,0,,
NCT05437848,0,,
NCT01779830,0,,
NCT02435342,0,,
NCT02432066,0,,
NCT05409183,0,,
NCT02435186,0,,
NCT01602380,0,,
NCT01511809,0,,
NCT02434952,0,,
NCT05360784,0,,
NCT05322213,0,,
NCT02431442,0,,
NCT05275855,0,,
NCT06231381,0,,
NCT01780077,0,,
NCT01780129,0,,
NCT00314574,0,,
NCT01064154,0,,
NCT00314340,0,,
NCT02434640,0,,
NCT00333866,0,,
NCT01780233,0,,
NCT01780259,0,,
NCT02707640,0,,
NCT03190694,0,,
NCT03188978,0,,
NCT06215118,0,,
NCT06211049,0,,
NCT06206421,0,,
NCT05218096,0,,
NCT05206877,0,,
NCT02430350,0,,
NCT00332696,0,,
NCT00313716,0,,
NCT06191744,0,,
NCT00313170,0,,
NCT03984110,0,,
NCT00159861,0,,
NCT01057628,0,,
NCT04483700,0,,
NCT00225147,0
NCT00313014,0,,
NCT01075659,0,,
NCT01077453,0,,
NCT00157209,0,,
NCT01060878,0,,
NCT00156819,0,,
NCT01077531,0,,
NCT06173895,0,,
NCT00224055,0,,
NCT00150345,0,,
NCT05166876,0,,
NCT05113771,0,,
NCT00223977,0,,
NCT01073553,0,,
NCT05100199,0,,
NCT02429726,0,,
NCT02429882,0,,
NCT00323492,0,,
NCT06161025,0,,
NCT05080218,0,,
NCT05065619,0,,
NCT06146101,0,,
NCT02429102,0,,
NCT06128629,0,,
NCT00323414,0,,
NCT00306384,0,,
NCT06119529,0,,
NCT06112678,0,,
NCT06107413,0,,
NCT04917055,0,,
NCT03181880,0,,
NCT04909801,0,,
NCT01064232,0,,
NCT04857606,0,,
NCT04787848,0,,
NCT04787731,0,,
NCT01016795,0,,
NCT03106766,0,,
NCT06105632,0,,
NCT00343382,0,,
NCT00481871,0,,
NCT00329108,0,,
NCT06097728,0,,
NCT03053063,0,,
NCT00329030,0,,
NCT00328172,0,,
NCT06093893,0,,
NCT03184766,0,,
NCT06091254,0,,
NCT06081153,0,,
NCT01061372,0,,
NCT00328094,0,,
NCT00295932,0,,
NCT00305448,0,,
NCT01781507,0,,
NCT06080789,0,,
NCT01316939,0,,
NCT01064388,0,,
NCT00295854,0,,
NCT01781702,0,,
NCT04639466,0,,
NCT06058039,0,,
NCT06058013,0,,
NCT04603066,0,,
NCT06054217,0,,
NCT04553770,0,,
NCT05478551,0
NCT00321932,0,,
NCT04501666,0,,
NCT06042478,0,,"The study focuses on assessing the efficacy, safety, and tolerability of remibrutinib in patients with chronic spontaneous urticaria. It does not involve interventions related to infertility or promoting fertility/conception."
NCT01782170,0,,
NCT03180710,0,,
NCT00321854,0,,
NCT04456517,0,,
NCT04446299,0,,
NCT04375436,0,,
NCT01058174,0,,
NCT04340752,0,,
NCT06029426,0,,
NCT06023095,0,,
NCT01061060,0,,
NCT01063556,0,,
NCT04256421,0,,
NCT03985982,0,,
NCT06007638,0,,
NCT04252742,0,,
NCT04287179,0,,
NCT04208321,0,,
NCT04204902,0,,
NCT03889925,0,,
NCT04181463,0,,
NCT04176705,0,,
NCT04163458,1,Development of multiple follicles and pregnancy in ovulatory women undergoing controlled ovarian stimulation as part of an assisted reproductive technology (ART) cycle.,The trial studies an intervention related to infertility and promoting conception through assisted reproductive technology (ART) such as controlled ovarian stimulation. The participants are women who desire pregnancy and have a documented history of infertility.
NCT01782755,0,,
NCT01782924,0,,
NCT04130464,0,,
NCT04108858,0,,
NCT01783171,0,,
NCT00709904,0,,
NCT03183596,0
NCT00309608,0,,
NCT00309452,0,,
NCT00308750,0,,
NCT04084860,0,,
NCT04017936,0,,
NCT05988632,0,,
NCT05985915,0,,
NCT00481247,0,,
NCT05025072,0,,
NCT05976243,0,,
NCT01016951,0,,
NCT03749135,0,,
NCT05964335,0,,
NCT05959096,0,,
NCT03941834,0,,
NCT05951777,0,,
NCT05937152,0,,
NCT00498485,0
NCT00295620,0,,
NCT03911466,0
NCT03910244,0,,
NCT03904550,0,,
NCT03895099,1,"The objective of this study is to show that treatments can be simplified without reducing the number of oocytes that have been punctured, by blocking the luteinizing hormone (LH) surge by using oral progesterone and by limiting the number of injections of gonadotropins using corifollitropin alpha, regardless of the start date of the pacing protocol during a natural cycle.","The study focuses on optimizing ovarian stimulation regimens for oocyte donors, which is directly related to assisted reproductive techniques and fertility treatments."
NCT03783442,0,,
NCT05889468,0
NCT03734016,0,,
NCT05887999,0,,
NCT03728972,0,,
NCT05882058,0,,
NCT03624062,0,,
NCT03587311,0,,
NCT05865886,0,,
NCT05858515,0,,
NCT05857384,0,,
NCT05691959,0,,
NCT03191786,0,,
NCT00294762,0,,
NCT01064180,0,,
NCT05799612,0,,
NCT01881763,0,,
NCT03669601,0,,
NCT02418104,0,,
NCT01784887,0,,
NCT01784978,0,,
NCT05785390,0,,
NCT00320216,0,,
NCT05776004,0,,
NCT05748483,0,,
NCT03138733,0,,
NCT05736549,0,,
NCT00302952,0,,
NCT05692180,0,,
NCT01785082,0,,
NCT03020030,0,,
NCT05675449,0,,
NCT00301080,0,,
NCT02839707,0,,
NCT01785108,0,,
NCT05667662,0,,
NCT02584478,0,,
NCT00289848,0,,
NCT05653219,0,,
NCT01785329,0,,
NCT05639114,0,,
NCT01067118,0,,
NCT02410460,0,,
NCT02404285,0,,
NCT05618028,0,,
NCT01785836,0,,
NCT00319982,0,,
NCT03174548,0,,
NCT02162849,0,,
NCT02122913,0,,
NCT01785862,0,,
NCT02048371,0,,
NCT05615844,0,,
NCT00703820,0,,
NCT00295490,0,,
NCT03045887,0,,
NCT05567952,0,,
NCT03978494,0,,
NCT05564377,0,,
NCT01786395,0,,
NCT00303602,0,,
NCT00299130,0,,
NCT00293202,0,,
NCT00286494,0,,
NCT01067820,0,,
NCT05432791,0,,
NCT00285012,0,,
NCT01168336,0,,
NCT00284934,0,,
NCT00284856,0,,
NCT02408978,0,,
NCT00298272,0,,
NCT00283842,0,,
NCT00165672,0,,
NCT01351896,0,,
NCT01281176,0,,
NCT02414594,0,,
NCT00298038,0,,
NCT00283686,0,,
NCT00297492,0,,
NCT01133990,0,,
NCT05399459,0,,
NCT00802230,0,,
NCT00514618,0,,
NCT00282984,0,,
NCT05368558,0,,
NCT00296400,0,,
NCT00226174,0,,
NCT05333458,0,,
NCT00296244,0,,
NCT00274716,0,,
NCT01786915,0,,
NCT05321082,0,,
NCT00281580,0,,
NCT05321069,0,,
NCT05317416,0,,
NCT05305547,0,,
NCT05300035,0,,
NCT00495521,0,,
NCT01564537,0,,
NCT00494507,0,,
NCT01431287,0
NCT01787149,0,,
NCT00292188,0,,
NCT00271596,0,,
NCT00291642,0,,
NCT02406014,0,,
NCT00280566,0,,
NCT03990805,0,,
NCT01787357,0,,
NCT05217927,0,,
NCT01070628,0,,
NCT03595189,0,,
NCT01064726,0,,
NCT01274559,0,,
NCT01409993,0,,
NCT01272921,0,,
NCT01787396,0,,
NCT01787448,0,,
NCT00295022,0,,
NCT00731055,0,,
NCT01430585,0,,
NCT04005859,0,,
NCT03594331,0,,
NCT01408901,0,,
NCT03042611,0,,
NCT05161481,0,,
NCT03980054,0,,
NCT05149326,0,,
NCT02988245,0,,
NCT05126277,0,,
NCT04044131,0,,
NCT01428713,0,,
NCT00279708,0,,
NCT05116462,0,,
NCT02407340,0,,
NCT01787851,0,,
NCT05103423,0,,
NCT03598621,0,,
NCT00299702,0,,
NCT02701634,0,,
NCT00218257,0
NCT01523366,0,,
NCT01427933,0,,
NCT05081167,0,,
NCT00291330,0,,
NCT05063552,0,,
NCT01406873,0,,
NCT01406717,0,,
NCT01406015,0,,
NCT00215137,0,,
NCT05000216,0,,
NCT02412020,0,,
NCT00214201,0,,
NCT04001413,0,,
NCT02411942,0,,
NCT04899921,0,,
NCT01582230,0,,
NCT02406872,0,,
NCT04884360,0,,
NCT02404922,0,,
NCT01788007,0,,
NCT01788033,0,,
NCT00299546,0,,
NCT04819100,0,,
NCT04782830,0,,
NCT03977792,0,,
NCT01066676,0,,
NCT04752033,0,,
NCT01065194,0,,
NCT01788176,0,,
NCT04711252,0,,
NCT04703842,0,,
NCT04688164,0,,
NCT04964258,0,,
NCT04198129,0,,
NCT01486238,0,,
NCT04438434,0,,
NCT03404817,0,,
NCT01788332,0,,
NCT01788384,0,,
NCT00277212,0,,
NCT02411708,0,,
NCT01066754,0,,
NCT00251316,0,,
NCT00316082,0,,
NCT00316004,0,,
NCT03979664,0,,
NCT00315458,0,,
NCT02406560,0,,
NCT03517995,0,,
NCT04620382,0,,
NCT04589611,0,,
NCT04560010,0,,
NCT04197661,0,,
NCT04557956,0,,
NCT03172598,0,,
NCT04459052,0,,
NCT00297830,0
NCT01788813,0,,
NCT02404142,0,,
NCT02292069,0,,
NCT02294643,0,,
NCT04438382,0,,
NCT01081756,1,"This was an open, randomized, comparative study using rhCG (Ovidrel) in the induction of final follicle maturation and early luteinization in Chinese female subjects undergoing IVF or ET.","The study focuses on the use of rhCG (Ovidrel) for inducing final follicle maturation and early luteinization in women undergoing in vitro fertilization (IVF) or embryo transfer (ET), which are assisted reproductive techniques aimed at helping women conceive."
NCT02401880,0,,
NCT01081990,0,,
NCT04406272,0,,
NCT04384484,0,,
NCT01788969,0,,
NCT01084876,0,,
NCT00117676,0,,
NCT00251004,0,,
NCT03591289,0,,
NCT04333732,0,,
NCT00275262,0,,
NCT04333576,0
NCT04197323,0,,
NCT04481594,0,,
NCT02471118,0,,
NCT01789125,0,,
NCT00471497,0,,
NCT04301934,0,,
NCT01789216,0,,
NCT02579850,0,,
NCT02292459,0,,
NCT00117598,0,,
NCT04285567,0,,
NCT04248829,0,,
NCT04229004,0,,
NCT02467452,0,,
NCT04188548,0,,The study focuses on the safety and efficacy of LY3484356 in patients with advanced or metastatic breast cancer and endometrial cancer. It does not involve interventions related to infertility or promoting fertility/conception.
NCT04172532,0,,
NCT00469079,0,,
NCT02295189,0,,
NCT01589380,0,,
NCT00265122,0,,
NCT00116428,0,,
NCT00468845,0,,
NCT00468299,0,,
NCT00468143,0,,
NCT04071366,0
NCT04071223,0,,
NCT04058158,0,,
NCT04196179,0,,
NCT00467363,1,Actively trying to conceive with a male partner and not using contraception by the baseline visit.,"The study enrolls women who are actively trying to conceive and not using contraception, which indicates that the intervention is related to promoting fertility and conception."
NCT03969004,0,,
NCT03919773,0,,
NCT01789788,0,,
NCT03598777,0,,
NCT06012565,0,,
NCT02403596,0,,
NCT02293161,0,,
NCT00264498,0
NCT00466193,0,,
NCT03819153,0,,
NCT01072578,0,,
NCT03816163,0,,
NCT03709680,0,,
NCT03699956,0,,
NCT00263562,0,,
NCT03644667,0,,
NCT03539952,0,,
NCT00454181,0,,
NCT01794182,0,,
NCT01794208,1,The aim of the current study was the determination of the recommended standard treatment dose of FSH-GEX(TM) in women undergoing intracytoplasmic sperm injection (ICSI) treatment as assessed by follicle growth.,"The study investigates the efficacy and safety of FSH-GEX(TM) in women undergoing ICSI treatment, which is an assisted reproductive technique used for infertility treatment."
NCT00237042,0,,
NCT02289495,0,,
NCT03482297,0,,
NCT03480776,0
NCT03459846,0,,
NCT01774721,0,,
NCT01795248,0,,
NCT03404960,0,,
NCT02395952,0,,
NCT01796418,0,,
NCT00465569,0,,
NCT03312556,0,,
NCT01796717,0,,
NCT02293551,0,,
NCT02293629,0,,
NCT00084136,0,,
NCT03812380,0,,
NCT03172858,0,,
NCT03125902,0,,
NCT03124355,0,,
NCT03064126,0,,
NCT01090570,0,,
NCT00464087,0,,
NCT00452699,0,,
NCT02929589,0,,
NCT00090610,0,,
NCT03962296,0,,
NCT00463385,0,,
NCT02897063,0,,
NCT00068692,0,,
NCT02870738,0,,
NCT00463151,0,,
NCT02545868,0,,
NCT00067990,0,,
NCT00263328,0,,
NCT05834595,0,,
NCT03513471,0,,
NCT02465268,0,,
NCT02429557,0,,
NCT00236184,0,,
NCT00313820,0,,
NCT03970122,0,,
NCT02699450,0,,
NCT00296036,0,,
NCT02299557,0,,
NCT02296671,0,,
NCT02296749,0,,
NCT00313586,0,,
NCT01081262,0,,
NCT01800422,0,,
NCT00312572,0,,
NCT05799521,0,,
NCT00701909,0,,
NCT00381680,0,,
NCT01800682,0,,
NCT00312494,0,,
NCT00290498,0,,
NCT00018057,0,,
NCT00451451,0,,
NCT02403284,0,,
NCT01025765,0,,
NCT02400788,0,,
NCT00646009,0,,
NCT03824912,0,,
NCT00646087,0,,
NCT05586958,0,,
NCT02532218,0,,
NCT00460811,0,,
NCT05442983,0,,
NCT00460655,0,,
NCT01062932,0,,
NCT01063010,0,,
NCT01581320,0
NCT02303847,0,,
NCT05070364,0,,
NCT00972777,0,,
NCT00288704,0,,
NCT04985266,0,,
NCT00087490,0,,
NCT00087178,0,,
NCT02666053,0,,
NCT02696798,0,,
NCT02304081,0,,
NCT04612465,0,,
NCT02304237,0
NCT04603911,0,,
NCT04501978,0,,
NCT01143714,0,,
NCT02400320,0,,
NCT02664805,0,,
NCT01143402,0,,
NCT00646945,0,,
NCT00630045,0,,
NCT01091272,0,,
NCT04317209,0,,
NCT01170221,0,,
NCT01166646,0,,
NCT01166178,0,,
NCT01225172,0,,
NCT00460265,0,,
NCT04046250,0,,
NCT03841526,0,,
NCT02665351,0,,
NCT01222520,0,,
NCT02394314,0,,
NCT03510897,0,,
NCT03508635,0,,
NCT01094158,0,,
NCT01802268,0
NCT00065260,0,,
NCT01327066,0,,
NCT01094626,0,,
NCT02302209,0,,
NCT00451217,0,,
NCT00459953,0,,
NCT01026545,0,,
NCT00292370,0,,
NCT00065182,0,,
NCT02402114,0,,
NCT02311413,0,,
NCT00647647,0,,
NCT00064792,0,,
NCT04480762,0,,
NCT02393456,0,,
NCT02393612,0,,
NCT01221272,0,,
NCT02698436,0,,
NCT01220414,0,,
NCT01128894,0,,
NCT01128738,0,,
NCT01095016,0,,
NCT01217606,0,,
NCT01802892,0,,
NCT01802918,0,,
NCT01802944,0,,
NCT01802996,0,,
NCT01215968,0,,
NCT01095172,0,,
NCT01803035,0,,
NCT00286442,0,,
NCT03504735,0,,
NCT01803087,0,,
NCT01803308,0,,
NCT01803321,0,,
NCT01803373,0,,
NCT02312115,0,,
NCT03106532,0,,
NCT01142466,0,,
NCT00648505,0,,
NCT01803399,0,,
NCT01803438,0,,
NCT01803477,0,,
NCT03277638,0,,
NCT03026140,0,,
NCT01803763,0,,
NCT03180684,0,,
NCT03083561,0,,
NCT01803867,0,,
NCT01803945,0,,
NCT00647881,0,,
NCT01804218,0,,
NCT00285818,0,,
NCT01804361,0,,
NCT02369458,0,,
NCT01804400,0,,
NCT01804413,0,,
NCT01023347,0,,
NCT00647959,0,,
NCT00648583,0,,
NCT03809481,0,,
NCT00649129,0,,
NCT01804777,0,,
NCT02660047,0,,
NCT00648661,0,,
NCT03508167,0,,
NCT01447147,0,,
NCT02862561,0,,
NCT01440257,0,,
NCT01242917,0,,
NCT01028963,0,,
NCT01027728,0,,
NCT01807741,0,,
NCT01807767,0,,
NCT06202521,0,,
NCT02659735,0,,
NCT01807910,0,,
NCT01808131,0,,
NCT01808157,0,,
NCT01808261,0,,
NCT00648193,0,,
NCT02664103,0,,
NCT00540657,0,,
NCT00312039,0,,
NCT00648271,0,,
NCT00306215,0,,
NCT00648349,0,,
NCT00102921,0,,
NCT00920686,0,,
NCT06202079,0,,
NCT00648427,0,,
NCT04865536,0,,
NCT00648973,0,,
NCT01214720,0,,
NCT00649285,0,,
NCT00066573,0,,
NCT02316249,0,,
NCT01808638,0,,
NCT06201676,0,,
NCT02392364,0,,
NCT04169269,0,,
NCT00649051,0,,
NCT00649987,0,,
NCT06201559,0,,
NCT01808885,0,,
NCT02392676,0,,
NCT01809223,0,,
NCT01809275,0,,
NCT01809301,0,,
NCT01809340,0,,
NCT06201234,0,,
NCT01140906,0,,
NCT00650065,0,,
NCT00962091,0,,
NCT00649363,0,,
NCT02654899,0,,
NCT04168723,0,,
NCT00649441,0,,
NCT06200766,0,,
NCT05097378,0
NCT04311294,0,,
NCT00649519,0,,
NCT00629811,0,,
NCT06200597,0,,
NCT01810185,0,,
NCT02651623,0,,
NCT01121484,0,,
NCT00650221,0,,
NCT00650533,0,,
NCT02080273,0,,
NCT02545504,0,,The study focuses on evaluating the efficacy and safety of GS-5745 combined with mFOLFOX6 as a treatment for advanced gastric or gastroesophageal junction adenocarcinoma. It does not involve interventions related to infertility or promoting fertility/conception.
NCT01810354,0,,
NCT01810393,0,,
NCT02313051,0,,
NCT00649597,0,,
NCT00600067,0,,
NCT02307825,0,,
NCT00650299,0,,
NCT00970593,0,,
NCT04167553,0,,
NCT01810926,0,,
NCT06193434,0,,
NCT04283331,0,,
NCT00649675,0,,
NCT01121406,0,,
NCT00960687,0,,
NCT01120626,0,,
NCT01278082,0,,
NCT01166542,0,,
NCT01811849,0,,
NCT02649751,0,,
NCT01812239,0,,
NCT01812434,0,,
NCT01272219,0,,
NCT06132243,0,,
NCT06128369,0,,
NCT01139580,0,,
NCT04312698,0
NCT01812538,0,,
NCT01812642,0,,
NCT04097600,0,,
NCT00917644,0,,
NCT04565574,0,,
NCT01521494,0,,
NCT01270971,0,,
NCT01812889,0,,
NCT01137786,0,,
NCT01813006,0,,
NCT02648503,0,,
NCT01813084,0,,
NCT02317341,0,,
NCT01813136,0,,
NCT01813162,0,,
NCT00751179,0,,
NCT00649831,0,,
NCT01277211,0
NCT01125930,0,,
NCT01813253,0,,
NCT04022161,0,,
NCT01813513,0
NCT01813552,0,,
NCT01676220,0,,
NCT04026997,0,,
NCT01813591,0,,
NCT02648269,0,,
NCT00918346,0,,
NCT02649361,0,,
NCT05463094,0,,
NCT01813773,0,,
NCT01137474,0,,
NCT02534896,0,,
NCT02697734,0,,
NCT05447494,0,,
NCT01275105,0,,
NCT05939167,0,,
NCT01813799,0,,
NCT04609696,0,,
NCT01813812,0,,
NCT01168973,0,,
NCT05938452,0,,
NCT01273389,0,,
NCT00169104,0,,
NCT01270347,0,,
NCT03608436,0,,
NCT02534350,0,,
NCT03918109,0,,
NCT05356091,0,,
NCT05196971,0,,
NCT02688764,0,,
NCT05848128,0,,
NCT05834673,0,,
NCT02688530,0,,
NCT01814319,0,,
NCT05765487,0,,
NCT01814410,0,,
NCT05752526,0,,
NCT00916006,0,,
NCT00915772,0,,
NCT04479800,0,,
NCT02533570,0,,
NCT01814527,0,,
NCT02268448,0,,
NCT00632086,0,,
NCT00912964,0,,
NCT02641639,0,,
NCT00651469,0,,
NCT01273467,0,,
NCT01814618,0,,
NCT01814709,0,,
NCT04146805,0,,
NCT01814839,0,,
NCT04589260,0,,
NCT01814865,0,,
NCT03904199,0,,
NCT01286207,0,,
NCT05697952,0,,
NCT01814904,0,,
NCT00702845,1,Females of couples with an indication for COS and IVF or ICSI,"The trial investigates the efficacy and safety of a drug to induce multifollicular development for controlled ovarian stimulation (COS) in women undergoing in vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI), which are assisted reproductive techniques aimed at helping couples conceive."
NCT00652639,0,,
NCT05684523,0,,
NCT05669001,0,,
NCT04022473,0,,
NCT01814956,0,,
NCT00431093,0,,
NCT02964585,0,,
NCT00630279,0,,
NCT00092963,0,,
NCT00092885,0,,
NCT01815294,0,,
NCT05656534,0,,
NCT00651859,0,,
NCT05642845,0,,
NCT03928015,0,,
NCT05608369,0,,
NCT02738775,0,,
NCT00092105,0,,
NCT00092027,0,,
NCT05589792,0,,
NCT01279083,0,,
NCT04716114,0,,
NCT05555589,0,,
NCT01815684,0,,
NCT05538208,0,,
NCT01815723,0,,
NCT03433313,0,,
NCT02957292,0,,
NCT01815827,0,,
NCT00543127,0,,
NCT05477160,0,,
NCT01273779,0,,
NCT02309385,0,,
NCT00652795,0,,
NCT00911170,0,,
NCT01167881,0,,
NCT04829344,0,,
NCT01816529,0,,
NCT05338970,0,,
NCT05317364,0,,
NCT00653965,0,,
NCT00912340,0,,
NCT01119846,0,,
NCT04345120,0,,
NCT02700529,0,,
NCT01508936,0,,
NCT00723177,0,,
NCT05307328,0,,
NCT01816659,0,,
NCT02318433,0,,
NCT04142749,0,,
NCT01508702,0,,
NCT01167023,0,,
NCT01816815,0,,
NCT00652873,0,,
NCT01119768,0,,
NCT01165307,0,,
NCT02644057,0,,
NCT00654277,0,,
NCT01124838,0,,
NCT02639221,0,,
NCT00959751,0,,
NCT00630435,0,,
NCT02858193,0,,
NCT05214768,0,,
NCT03377699,0
NCT03872830,0,,
NCT02581215,0,,
NCT02319057,0,,
NCT01817465,0,,
NCT01124604,0,,
NCT01817556,0,,
NCT04024813,0,,
NCT02643823,0
NCT02923921,0,,
NCT02638831,0,,
NCT01136772,0,,
NCT00909532,0,,
NCT02989571,0,,
NCT01275339,0,,
NCT01817972,0,,
NCT01818011,0,,
NCT01818024,0,,
NCT05139602,0,,
NCT00632008,0,,
NCT02731729,0,,
NCT01818544,0,,
NCT00652483,0,,
NCT01818648,0,,
NCT01818869,0,,
NCT05097326,0,,
NCT05093530,0,,
NCT05069831,0,,
NCT03022045,0,,
NCT02321397,0,,
NCT02319603,0,,
NCT05018598,0,,
NCT01123980,0,,
NCT04023721,0,,
